代码	名称	涨幅%%	现价	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	流通股本(万)	
="600823"	世茂股份	10.02	14.71	1.34	14.71	--  	408142	2695	0.00	          3.48	13.37	14.71	13.24	13.37	    16.79	571029120	  1.97	全国地产	上海	10.99	13.99	183526	224615	  0.82	25713	0	--  	     117181.53	
="002146"	荣盛发展	9.98	15.87	1.44	15.87	--  	737039	10675	0.76	          4.42	14.44	15.87	14.30	14.43	    10.96	1114665472	  1.74	全国地产	河北	10.88	15.12	305447	431592	  0.71	35450	0	--  	     166646.34	
="000926"	福星股份	8.47	10.76	0.84	10.75	10.76	511704	13920	-0.55	          9.68	9.95	10.87	9.91	9.92	     9.91	527688864	  1.49	区域地产	湖北	9.68	10.31	220230	291474	  0.76	205	6774	--  	      52853.94	
="600675"	中华企业	7.52	6.86	0.48	6.85	6.86	1049608	680	0.58	          5.62	6.38	6.92	6.35	6.38	    62.45	699761728	  2.09	区域地产	上海	8.93	6.67	429940	619667	  0.69	814	500	--  	     186705.94	
="600066"	宇通客车	6.74	22.33	1.41	22.27	22.30	310040	10	-0.22	          2.49	21.16	22.48	21.05	20.92	    18.88	677025024	  2.02	汽车整车	河南	6.84	21.84	118299	191741	  0.62	4	2203	--  	     124421.64	
="000537"	广宇发展	6.66	8.65	0.54	8.64	8.65	386803	11657	0.11	          7.54	8.12	8.67	8.09	8.11	    13.53	324683872	  2.03	区域地产	天津	7.15	8.39	157692	229110	  0.69	2373	7263	--  	      51271.33	
="000669"	金鸿能源	6.03	29.35	1.67	29.33	29.35	50493	1689	-0.10	          2.21	27.50	29.40	27.00	27.68	    37.77	143300608	  0.87	供气供热	吉林	8.67	28.38	19252	31241	  0.62	586	26	--  	      22855.91	
="600007"	中国国贸	5.74	15.29	0.83	15.28	15.29	67499	85	0.99	          0.67	14.47	15.57	14.25	14.46	    26.92	101349760	  1.93	园区开发	北京	9.13	15.02	29286	38212	  0.77	283	11	--  	     100728.25	
="600873"	梅花生物	5.29	7.16	0.36	7.15	7.16	671640	39	0.00	          2.16	7.09	7.37	6.93	6.80	    61.53	479828576	  1.17	食品	西藏	6.47	7.14	267338	404302	  0.66	639	1543	--  	     310822.66	
="601877"	正泰电器	5.16	30.35	1.49	30.35	30.36	45632	40	0.16	          0.45	28.67	30.40	28.53	28.86	    17.47	135815472	  1.19	电气设备	浙江	6.48	29.76	18118	27514	  0.66	1	21	--  	     101144.64	
