代码	名称	涨幅%%	现价	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	流通股本	
="600022"	山东钢铁	10.20	2.81	0.26	2.81	--  	1776572	2	          0.00	          3.32	2.65	2.81	2.60	2.55	--  	487950880	  2.79	普钢	山东	 8.24	2.75	722622	1053950	  0.69	725454	0	--  	     534315.81	
="000751"	锌业股份	10.08	6.55	0.60	6.55	--  	847122	3593	          0.00	          6.01	5.93	6.55	5.83	5.95	   119.28	537876800	  2.13	铅锌	辽宁	12.10	6.35	560117	287005	  1.95	482680	0	--  	     140984.81	
="603011"	合锻股份	10.06	8.97	0.82	8.97	--  	190	10	          0.00	          0.04	8.97	8.97	8.97	8.15	    60.32	170430	0.00	机床制造	安徽	 0.00	8.97	169	21	  8.05	288125	0	--  	       4500.00	
="000892"	星美联合	10.06	7.55	0.69	7.55	--  	956	2	          0.00	          0.03	7.55	7.55	7.55	6.86	--  	722248	  0.02	通信设备	重庆	 0.00	7.55	853	103	  8.28	107492	0	--  	      30693.76	
="002084"	海鸥卫浴	10.05	9.20	0.84	9.20	--  	319469	354	          0.00	          7.87	9.19	9.20	8.39	8.36	   107.78	287207968	  1.94	家居用品	广东	 9.69	8.99	163690	155779	  1.05	60251	0	--  	      40605.57	
="603019"	中科曙光	10.04	12.27	1.12	12.27	--  	353	10	          0.00	          0.05	12.27	12.27	12.27	11.15	    93.23	433131	  1.47	电脑设备	天津	 0.00	12.27	323	30	 10.77	505116	0	--  	       7500.00	
="000090"	天健集团	10.04	12.28	1.12	12.28	--  	430969	869	          0.00	          7.80	11.09	12.28	10.92	11.16	    37.53	509852096	  1.39	建筑施工	深圳	12.19	11.83	198654	232315	  0.86	63237	0	--  	      55253.07	
="002114"	罗平锌电	10.03	17.12	1.56	17.12	--  	169789	422	          0.00	         19.68	15.56	17.12	15.01	15.56	   122.98	281848256	  4.53	铅锌	云南	13.56	16.60	87599	82190	  1.07	19128	0	--  	       8625.33	
="603088"	宁波精达	10.02	14.93	1.36	14.93	--  	50	10	          0.00	          0.03	14.93	14.93	14.93	13.57	    36.20	74665	0.00	专用机械	浙江	 0.00	14.93	50	0	--  	197755	0	--  	       2000.00	
="600830"	香溢融通	10.02	10.10	0.92	10.10	--  	238212	60	          0.00	          5.24	9.23	10.10	9.23	9.18	    50.88	234850320	  1.75	多元金融	浙江	 9.48	9.86	175071	63141	  2.77	88799	0	--  	      45432.26	
="002724"	海洋王	10.02	24.93	2.27	24.93	--  	1801	35	          0.00	          0.36	24.93	24.93	24.93	22.66	    84.34	4491165	  2.50	半导体	深圳	 0.00	24.93	1657	144	 11.51	58195	0	--  	       5000.00	
="600663"	陆家嘴	10.02	27.02	2.46	27.02	--  	501645	3	          0.00	          3.69	26.39	27.02	26.10	24.56	    38.36	1347221504	  2.87	园区开发	上海	 3.75	26.86	315684	185961	  1.70	13896	0	--  	     135808.41	
="601015"	陕西黑猫	10.01	15.71	1.43	15.71	--  	4199	5	          0.00	          0.35	15.71	15.71	15.71	14.28	    55.05	6596629	  2.19	焦炭加工	陕西	 0.00	15.71	3455	744	  4.64	137335	0	--  	      12000.00	
="002446"	盛路通信	10.01	32.52	2.96	32.52	--  	39582	71	          0.00	          5.66	30.00	32.52	30.00	29.56	   174.06	126133240	  0.71	通信设备	广东	 8.53	31.87	23372	16210	  1.44	18127	0	--  	       6997.37	
="603609"	禾丰牧业	10.01	16.92	1.54	16.92	--  	116893	20	          0.00	         14.61	16.36	16.92	16.13	15.38	    41.48	194079040	  0.74	饲料	辽宁	 5.14	16.60	54694	62199	  0.88	46388	0	--  	       8000.00	
