代码	名称	涨幅%%	现价	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	流通股本	
="000900"	现代投资	10.00	5.94	0.54	5.94	--  	379264	4481	          0.00	          3.75	5.49	5.94	5.49	5.40	    17.29	221778240	  3.04	路桥	湖南	 8.33	5.85	242797	136467	  1.78	342071	0	--  	     101128.75	
="000912"	泸 天 化	9.97	6.62	0.60	6.62	--  	409872	251	          0.00	         15.34	6.17	6.62	6.13	6.02	--  	267623088	  5.39	农药化肥	四川	 8.14	6.53	239553	170319	  1.41	22878	0	--  	      26715.00	
="000791"	甘肃电投	8.40	9.29	0.72	9.28	9.29	202770	3630	          1.19	         17.67	8.57	9.43	8.55	8.57	   735.52	185526768	  5.03	水力发电	甘肃	10.27	9.15	104022	98748	  1.05	10	6164	--  	      11477.80	
="002668"	奥马电器	6.15	23.30	1.35	23.29	23.30	205104	1668	         -0.21	         28.35	21.95	24.15	21.87	21.95	    16.47	484789504	  3.59	家用电器	广东	10.39	23.64	123575	81529	  1.52	238	903	--  	       7235.00	
="002073"	软控股份	5.65	12.52	0.67	12.52	12.53	671783	5821	          0.00	         10.86	11.83	12.90	11.83	11.85	    42.70	835528320	  2.47	软件服务	山东	 9.03	12.44	286939	384844	  0.75	926	1454	--  	      61879.48	
="002480"	新筑股份	5.54	9.52	0.50	9.51	9.52	184236	3804	          0.00	          3.33	8.97	9.69	8.90	9.02	   325.71	171756816	  1.79	机械基件	四川	 8.76	9.32	69040	115196	  0.60	1268	1451	--  	      55366.37	
="600735"	新华锦	5.50	11.89	0.62	11.87	11.89	81662	14	          0.25	          3.91	11.27	12.08	11.20	11.27	    66.98	96544168	  1.26	纺织	山东	 7.81	11.82	36303	45359	  0.80	517	51	--  	      20899.75	
="600238"	海南椰岛	4.55	9.19	0.40	9.19	9.20	275194	5	         -0.32	          6.23	8.91	9.26	8.82	8.79	    49.51	249904848	  1.25	红黄药酒	海南	 5.01	9.08	123636	151558	  0.82	9	1957	--  	      44203.16	
="000902"	新洋丰	4.06	14.37	0.56	14.36	14.37	125989	1114	          0.00	          4.88	13.97	14.89	13.83	13.81	    15.07	181306592	  1.49	农药化肥	湖北	 7.68	14.39	66254	59735	  1.11	341	745	--  	      25800.00	
="002530"	丰东股份	3.98	9.14	0.35	9.14	9.15	119326	1381	          0.10	          4.45	8.68	9.34	8.56	8.79	   129.92	108609624	  2.40	专用机械	江苏	 8.87	9.10	55261	64065	  0.86	1421	494	--  	      26800.00	
="300159"	新研股份	3.90	12.00	0.45	12.00	12.01	204362	3029	         -0.16	          7.26	11.51	12.47	11.51	11.55	   134.24	246027040	  1.89	农用机械	新疆	 8.31	12.04	82279	122083	  0.67	4723	53	--  	      28153.14	
="000022"	深赤湾Ａ	3.86	14.80	0.55	14.79	14.80	56403	1097	          0.13	          1.21	14.25	15.12	14.12	14.25	    20.27	82505856	  2.83	港口	深圳	 7.02	14.63	24362	32041	  0.76	4502	547	--  	      46486.73	
="000978"	桂林旅游	3.43	8.15	0.27	8.14	8.15	155935	1523	          0.24	          4.33	7.88	8.33	7.85	7.88	--  	126639360	  2.84	旅游景点	广西	 6.09	8.12	67777	88158	  0.77	194	42	--  	      36010.00	
="300123"	太阳鸟	3.41	13.34	0.44	13.33	13.34	163546	1098	         -0.14	          6.35	12.82	13.90	12.78	12.90	   120.55	219977248	  1.76	船舶	湖南	 8.68	13.45	68974	94572	  0.73	472	76	--  	      25749.13	
="002563"	森马服饰	2.97	33.95	0.98	33.94	33.95	30718	266	          0.29	          4.39	33.11	34.19	32.62	32.97	    33.09	103250488	  2.41	服饰	浙江	 4.76	33.61	10160	20558	  0.49	90	14	--  	       7000.00	
="600853"	龙建股份	2.72	4.15	0.11	4.14	4.15	123232	236	          0.24	          2.30	4.03	4.25	4.02	4.04	   327.70	50858876	  1.29	建筑施工	黑龙江	 5.69	4.13	53866	69366	  0.78	457	920	--  	      53680.76	
="601007"	金陵饭店	2.51	11.03	0.27	11.03	11.04	118027	4	          0.09	          3.93	10.98	11.50	10.81	10.76	   106.17	131138448	  2.21	酒店餐饮	江苏	 6.41	11.11	58083	59944	  0.97	102	241	--  	      30000.00	
="000652"	泰达股份	2.49	5.77	0.14	5.77	5.78	527857	9812	         -0.51	          3.60	5.53	5.98	5.36	5.63	--  	295546368	  0.95	综合类	天津	11.01	5.60	267157	260700	  1.02	2932	1816	--  	     146567.00	
="002696"	百洋股份	2.20	13.48	0.29	13.47	13.48	42401	2383	          1.35	          5.31	13.24	13.90	13.10	13.19	    61.33	56380976	  1.55	渔业	广西	 6.07	13.30	18344	24057	  0.76	27	297	--  	       7990.91	
="000099"	中信海直	2.11	12.57	0.26	12.57	12.58	265045	2351	          0.00	          4.37	12.35	13.20	12.21	12.31	    45.49	336684608	  1.06	空运	深圳	 8.04	12.70	120750	144295	  0.84	320	760	--  	      60607.03	
="000738"	中航动控	2.05	17.46	0.35	17.45	17.46	272260	2204	          0.05	          2.38	17.17	17.86	16.80	17.11	    99.88	477535520	  1.17	航空航天	江苏	 6.20	17.54	132791	139469	  0.95	266	1055	--  	     114564.22	
="000816"	江淮动力	1.95	6.26	0.12	6.25	6.26	446734	3639	          0.16	          4.10	6.16	6.41	6.07	6.14	   109.63	278842912	  1.94	机械基件	江苏	 5.54	6.24	202415	244319	  0.83	1257	1267	--  	     108877.75	
="600337"	美克家居	1.92	8.51	0.16	8.51	8.52	79970	13	          0.00	          1.25	8.35	8.61	8.29	8.35	    29.36	67772104	  1.31	家居用品	新疆	 3.83	8.47	37920	42050	  0.90	38	142	--  	      63833.23	
