代码	名称	涨幅%%	现价	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	流通股本(万)	
="000665"	湖北广电	10.00	16.39	1.49	16.39	--  	247226	396	0.00	         13.01	14.91	16.39	14.85	14.90	    59.79	398634208	  3.32	影视音像	湖北	10.34	16.12	151978	95247	  1.60	1382	0	--  	      18995.71	
="002230"	科大讯飞	5.05	35.99	1.73	35.99	36.00	443692	3386	0.08	          7.67	34.26	36.66	34.02	34.26	   109.22	1591477760	  1.78	软件服务	安徽	7.71	35.87	184315	259376	  0.71	365	1758	--  	      57848.67	
="000498"	山东路桥	4.91	5.77	0.27	5.77	5.78	284565	2864	-0.17	          8.03	5.53	6.00	5.53	5.50	    34.41	165336784	  2.09	建筑施工	山东	8.55	5.81	131200	153364	  0.86	1664	515	--  	      35417.01	
="300204"	舒泰神	4.77	31.20	1.42	31.19	31.20	38057	569	0.00	          1.61	29.96	31.45	29.91	29.78	    45.47	117248352	  2.33	生物制药	北京	5.17	30.81	14110	23947	  0.59	6	5799	--  	      23575.42	
="600835"	上海机电	4.76	22.91	1.04	22.91	22.93	605711	63	0.48	          7.51	22.75	24.06	22.59	21.87	    23.70	1425134720	  3.15	运输设备	上海	6.72	23.53	297624	308086	  0.97	9	151	--  	      80650.42	
="002301"	齐心集团	4.20	10.68	0.43	10.66	10.68	64829	720	0.75	          1.90	10.28	10.78	10.15	10.25	   189.15	67867848	  1.10	文教休闲	深圳	6.15	10.47	26662	38167	  0.70	2	50	--  	      34120.00	
="600580"	卧龙电气	3.52	10.60	0.36	10.59	10.60	140689	7	0.09	          2.05	10.29	10.77	10.22	10.24	    38.22	148087392	  1.24	电气设备	浙江	5.37	10.53	63641	77047	  0.83	561	322	--  	      68772.88	
="300031"	宝通带业	3.31	9.99	0.32	9.99	10.00	93481	2393	-0.10	          4.37	9.62	10.10	9.61	9.67	    42.37	92443296	  0.91	橡胶	江苏	5.07	9.89	35479	58002	  0.61	522	1954	--  	      21383.36	
="600535"	天士力	3.26	44.07	1.39	44.09	44.10	105574	2	0.11	          1.02	42.69	44.10	42.58	42.68	    29.94	459979200	  1.21	中成药	天津	3.56	43.57	49851	55723	  0.89	57	537	--  	     103284.27	
="002078"	太阳纸业	3.10	4.32	0.13	4.31	4.32	265911	5065	0.00	          1.35	4.21	4.35	4.21	4.19	    23.73	114015656	  0.91	造纸	山东	3.34	4.29	108487	157424	  0.69	4274	142	--  	     197669.13	
="600618"	氯碱化工	2.85	10.48	0.29	10.50	10.51	93758	435	0.96	          1.25	10.17	10.50	10.06	10.19	--  	96257360	  0.56	化工原料	上海	4.32	10.27	45565	48192	  0.95	197	50	--  	      74984.00	
="002508"	老板电器	2.63	39.80	1.02	39.80	39.81	21452	154	0.07	          0.69	38.71	39.80	38.15	38.78	    27.61	83497000	  0.97	家用电器	浙江	4.25	38.92	8919	12532	  0.71	198	6	--  	      31175.00	
="002028"	思源电气	2.53	14.17	0.35	14.17	14.18	125176	1044	0.00	          2.68	13.94	14.30	13.86	13.82	    20.28	176701616	  1.15	电气设备	上海	3.18	14.12	61034	64141	  0.95	444	357	--  	      46646.76	
="002596"	海南瑞泽	2.50	12.32	0.30	12.32	12.33	70336	1696	0.08	          4.44	12.04	12.40	11.99	12.02	   152.13	86174000	  0.71	其他建材	海南	3.41	12.25	33868	36467	  0.93	78	149	--  	      15833.50	
="002483"	润邦股份	2.40	12.82	0.30	12.80	12.82	27110	322	0.62	          0.75	12.52	12.93	12.48	12.52	    38.66	34557036	  0.84	工程机械	江苏	3.59	12.75	10850	16259	  0.67	1	214	--  	      36000.00	
="002482"	广田股份	2.38	19.34	0.45	19.33	19.34	78469	1609	-0.05	          1.73	18.95	19.59	18.88	18.89	    23.34	150757792	  1.19	装修装饰	深圳	3.76	19.21	29162	49307	  0.59	5	246	--  	      45321.30	
="002327"	富安娜	2.33	15.36	0.35	15.36	15.37	51549	1061	0.39	          2.32	14.95	15.37	14.88	15.01	    20.28	78173432	  1.26	服饰	深圳	3.26	15.16	24235	27314	  0.89	71	218	--  	      22260.78	
="002572"	索菲亚	2.22	25.30	0.55	25.26	25.30	23354	215	-0.23	          0.93	24.86	25.36	24.04	24.75	    42.24	57423580	  0.77	家居用品	广东	5.33	24.59	14345	9008	  1.59	7	8	--  	      25138.69	
="000501"	鄂武商Ａ	1.99	16.89	0.33	16.88	16.89	30627	478	0.05	          0.60	16.58	17.00	16.43	16.56	    13.26	51197112	  0.89	百货	湖北	3.44	16.72	12053	18574	  0.65	2	365	--  	      50718.42	
="002422"	科伦药业	1.97	32.16	0.62	32.15	32.16	55250	325	0.18	          1.56	31.53	32.30	31.52	31.54	    21.03	176259904	  0.98	化学制药	四川	2.47	31.90	31453	23797	  1.32	85	45	--  	      35488.73	
="002577"	雷柏科技	1.92	39.30	0.74	39.29	39.30	85326	2149	0.20	          3.02	37.80	39.58	37.30	38.56	   127.85	329670592	  0.73	电脑设备	深圳	5.91	38.64	38834	46492	  0.84	5	122	--  	      28288.00	
="002436"	兴森科技	1.92	36.69	0.69	36.67	36.69	10413	43	-0.51	          0.68	35.82	37.11	35.82	36.00	    59.65	38239424	  0.76	元器件	深圳	3.58	36.72	5454	4958	  1.10	11	78	--  	      15335.95	
="600894"	广日股份	1.75	16.28	0.28	16.28	16.29	105416	51	0.68	          1.36	16.15	16.63	15.95	16.00	    20.78	172310496	  1.06	运输设备	广东	4.25	16.35	55700	49716	  1.12	10	1	--  	      77693.24	
="300197"	铁汉生态	1.65	15.99	0.26	15.99	16.00	57881	408	-0.06	          1.98	15.82	16.10	15.81	15.73	    43.63	92595320	  1.18	环境保护	深圳	1.84	16.00	28953	28927	  1.00	168	137	--  	      29293.67	
="002295"	精艺股份	1.64	10.55	0.17	10.54	10.55	33378	636	0.09	          1.84	10.37	10.59	10.27	10.38	--  	34860744	  1.39	铜	广东	3.08	10.44	17376	16002	  1.09	4	131	--  	      18136.33	
="600810"	神马股份	1.17	7.78	0.09	7.78	7.79	36094	6	-0.25	          0.82	7.69	7.82	7.67	7.69	    39.52	27956278	  0.92	化纤	河南	1.95	7.75	17072	19021	  0.90	1	32	--  	      44228.00	
="000026"	飞亚达Ａ	1.16	11.33	0.13	11.33	11.34	22096	77	0.08	          0.71	11.20	11.36	11.16	11.20	    26.27	24958024	  0.53	其他商业	深圳	1.79	11.30	10229	11866	  0.86	131	134	--  	      31107.00	
="600230"	沧州大化	1.16	12.24	0.14	12.24	12.25	34411	12	0.24	          1.17	12.15	12.25	12.05	12.10	--  	41848424	  0.83	农药化肥	河北	1.65	12.16	13912	20499	  0.68	280	657	--  	      29418.82	
="000737"	南风化工	1.15	5.29	0.06	5.29	5.30	69914	916	-0.18	          1.27	5.24	5.32	5.22	5.23	--  	36821196	  0.72	日用化工	山西	1.91	5.27	37255	32658	  1.14	658	1612	--  	      54873.12	
="600604"	市北高新	1.15	12.36	0.14	12.35	12.37	15726	15	0.48	          0.47	12.22	12.51	12.11	12.22	   585.75	19399992	  0.81	园区开发	上海	3.27	12.34	8450	7275	  1.16	5	52	--  	      33352.42	
="600054"	黄山旅游	1.10	16.47	0.18	16.43	16.48	25142	10	-0.06	          2.14	16.28	16.59	16.09	16.29	    27.27	40886584	  1.29	旅游景点	安徽	3.07	16.26	13316	11826	  1.13	1	30	--  	      11762.00	
="002311"	海大集团	1.00	14.08	0.14	14.08	14.09	41212	1244	0.14	          0.39	13.94	14.09	13.84	13.94	    20.94	57520984	  0.78	饲料	广东	1.79	13.96	23566	17645	  1.34	122	377	--  	     106940.92	
="000400"	许继电气	0.99	23.47	0.23	23.47	23.48	185433	1643	0.00	          3.12	23.30	23.67	23.09	23.24	    29.94	434199968	  1.10	电气设备	河南	2.50	23.42	91590	93842	  0.98	1025	230	--  	      59433.28	
="600305"	恒顺醋业	0.96	18.94	0.18	18.94	18.95	12361	84	0.15	          0.49	18.63	18.95	18.63	18.76	    77.66	23295324	  0.60	食品	江苏	1.71	18.85	5961	6399	  0.93	20	197	--  	      25430.00	
="000957"	中通客车	0.95	15.90	0.15	15.89	15.90	45888	692	0.06	          1.92	15.71	16.01	15.61	15.75	    10.25	72611256	  1.17	汽车整车	山东	2.54	15.82	23219	22668	  1.02	242	38	--  	      23847.91	
="000504"	*ST传媒	0.85	9.50	0.08	9.46	9.50	54364	1659	0.63	          1.75	9.30	9.51	9.17	9.42	--  	50845516	  0.37	出版业	湖南	3.61	9.35	29558	24805	  1.19	5	434	--  	      30997.25	
="600268"	国电南自	0.77	7.84	0.06	7.84	7.85	61828	5	-0.12	          0.97	7.75	7.94	7.75	7.78	--  	48597116	  0.55	电气设备	江苏	2.44	7.86	32224	29604	  1.09	92	116	--  	      63524.64	
="600708"	海博股份	0.73	11.06	0.08	11.05	11.07	93417	11	0.09	          1.84	11.02	11.18	10.91	10.98	    39.77	103508920	  0.58	公共交通	上海	2.46	11.08	46051	47365	  0.97	192	66	--  	      50838.26	
="000999"	华润三九	0.59	24.02	0.14	24.02	24.03	41367	193	0.00	          0.42	23.88	24.25	23.83	23.88	    22.35	99358024	  0.70	中成药	深圳	1.76	24.02	19270	22096	  0.87	196	174	--  	      97774.22	
="002276"	万马股份	0.55	9.19	0.05	9.18	9.19	86032	669	0.32	          1.03	9.17	9.26	9.09	9.14	    43.50	79052864	  0.94	电气设备	浙江	1.86	9.19	43913	42118	  1.04	127	404	--  	      83263.84	
="600738"	兰州民百	0.52	7.71	0.04	7.71	7.72	92843	2	0.12	          3.54	7.66	7.76	7.59	7.67	    24.45	71278760	  0.74	百货	甘肃	2.22	7.68	44521	48321	  0.92	61	1473	--  	      26210.72	
="600312"	平高电气	0.45	18.00	0.08	18.00	18.01	142360	60	0.11	          1.74	17.90	18.19	17.70	17.92	    36.11	255548064	  1.09	电气设备	河南	2.73	17.95	87311	55049	  1.59	87	31	--  	      81896.61	
="600960"	渤海活塞	0.40	12.68	0.05	12.68	12.70	17419	6	-0.15	          0.82	12.63	12.79	12.42	12.63	    36.81	21903576	  0.56	汽车配件	山东	2.93	12.57	7652	9766	  0.78	4	33	--  	      21167.05	
="600276"	恒瑞医药	0.34	41.33	0.14	41.31	41.32	33091	2	-0.09	          0.22	41.22	41.45	40.63	41.19	    41.77	136533440	  0.62	化学制药	江苏	1.99	41.26	21065	12026	  1.75	4	40	--  	     149624.31	
="300273"	和佳股份	0.30	26.82	0.08	26.81	26.82	57478	477	0.00	          1.55	26.68	26.98	26.52	26.74	    62.57	154129568	  0.68	医疗保健	广东	1.72	26.82	30320	27157	  1.12	81	121	--  	      37004.05	
="600332"	白云山	0.30	30.35	0.09	30.34	30.35	116123	7	-0.16	          1.12	30.30	30.72	30.26	30.26	    34.31	354709792	  0.89	中成药	广东	1.52	30.55	53660	62463	  0.86	12	55	--  	     103660.10	
="603288"	海天味业	0.28	46.41	0.13	46.41	46.42	10702	2	-0.02	          0.71	46.01	46.76	46.01	46.28	    34.14	49605312	  0.56	食品	广东	1.62	46.35	6795	3906	  1.74	57	20	--  	      14970.00	
="600978"	宜华木业	0.26	7.57	0.02	7.57	7.58	590867	7	0.00	          3.98	7.63	7.74	7.40	7.55	    18.73	447973056	  0.70	家居用品	广东	4.50	7.58	308117	282749	  1.09	170	1544	--  	     148287.00	
="000416"	民生控股	0.21	9.72	0.02	9.72	9.73	74933	466	0.10	          1.41	9.69	9.84	9.61	9.70	   155.65	72857184	  0.67	百货	山东	2.37	9.72	41008	33924	  1.21	104	637	--  	      53161.03	
="002537"	海立美达	0.18	21.80	0.04	21.80	21.84	7677	102	-0.27	          0.51	21.82	22.47	21.60	21.76	   101.05	16872454	  0.52	机械基件	山东	4.00	21.98	4490	3186	  1.41	14	12	--  	      15000.00	
="600272"	开开实业	0.12	16.83	0.02	16.83	16.84	60157	72	0.11	          3.76	16.70	17.00	16.50	16.81	    70.10	101050856	  1.06	服饰	上海	2.97	16.80	19185	40971	  0.47	30	76	--  	      16000.00	
="600858"	银座股份	0.00	9.83	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	9.83	    19.34	0	  0.00	百货	山东	0.00	9.83	0	0	--  	0	0	--  	      51754.80	
="600749"	西藏旅游	0.00	12.18	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	12.18	  1161.76	0	  0.00	旅游景点	西藏	0.00	12.18	0	0	--  	0	0	--  	      18913.78	
