代码	名称	涨幅%%	现价	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	流通股本(万)	
="600695"	大江股份	10.00	8.80	0.80	8.80	--  	256455	600	0.00	          7.78	8.69	8.80	8.38	8.00	--  	223514608	  2.83	食品	上海	5.25	8.72	145660	110794	  1.31	52415	0	--  	      32957.28	
="600241"	时代万恒	9.99	10.02	0.91	10.02	--  	3539	9	0.00	          0.20	10.02	10.02	10.02	9.11	--  	3546389	  0.11	商贸代理	辽宁	0.00	10.02	3052	487	  6.27	39453	0	--  	      18020.00	
="600697"	欧亚集团	7.87	29.07	2.12	29.02	29.05	48476	13	-0.71	          3.12	26.85	29.64	26.50	26.95	    18.73	134677776	  1.26	百货	吉林	11.65	27.78	19239	29237	  0.66	3	2	--  	      15515.59	
="600805"	悦达投资	6.75	13.12	0.83	13.11	13.12	720680	277	-0.07	          8.49	12.32	13.17	12.20	12.29	    11.15	925168512	  2.58	综合类	江苏	7.89	12.84	340349	380330	  0.89	297	5	--  	      84920.21	
="002239"	金 飞 达	6.02	7.05	0.40	7.04	7.05	299921	5832	0.42	          7.11	6.60	7.08	6.52	6.65	   289.08	204339488	  1.31	服饰	江苏	8.42	6.81	130973	168947	  0.78	3973	1193	--  	      42210.00	
="600893"	中航动力	5.99	32.40	1.83	32.40	32.41	334885	251	-0.18	          3.08	30.58	33.58	30.50	30.57	   101.77	1065015488	  1.86	航空	陕西	10.08	31.80	138637	196248	  0.71	686	836	--  	     108622.39	
="002155"	辰州矿业	5.32	11.68	0.59	11.68	11.69	765919	4427	0.08	          7.69	10.94	12.08	10.86	11.09	    84.71	888223936	  2.12	黄金	湖南	11.00	11.60	337595	428323	  0.79	77	868	--  	      99608.52	
="601958"	金钼股份	5.16	9.78	0.48	9.78	9.80	377991	165	0.10	          1.17	9.30	10.00	9.24	9.30	   135.55	365914656	  2.10	小金属	陕西	8.17	9.68	175507	202483	  0.87	6	1826	--  	     322660.44	
="000655"	金岭矿业	4.72	9.32	0.42	9.31	9.32	108747	934	0.00	          1.83	8.92	9.38	8.86	8.90	    28.44	100322752	  1.67	普钢	山东	5.84	9.23	42691	66056	  0.65	221	714	--  	      59534.01	
="600467"	好当家	4.69	6.92	0.31	6.92	6.93	598538	592	0.28	          8.19	6.63	7.05	6.56	6.61	   171.79	408978080	  2.84	渔业	山东	7.41	6.83	275400	323137	  0.85	30	507	--  	      73049.71	
="002481"	双塔食品	4.53	18.68	0.81	18.67	18.68	49540	576	0.16	          1.32	17.96	18.74	17.65	17.87	    63.35	90688496	  1.36	食品	山东	6.10	18.31	17272	32267	  0.54	118	278	--  	      37455.17	
="000501"	鄂武商Ａ	4.37	17.68	0.74	17.67	17.68	181259	1257	0.11	          3.57	16.90	17.74	16.63	16.94	    13.88	311705312	  1.32	百货	湖北	6.55	17.20	79127	102131	  0.77	247	685	--  	      50718.42	
="600362"	江西铜业	4.10	18.29	0.72	18.30	18.31	690791	149	0.05	          3.33	17.70	18.77	17.70	17.57	    20.43	1268536192	  1.60	铜	江西	6.09	18.36	316350	374440	  0.84	38	30	--  	     207524.73	
="600612"	老凤祥	3.97	36.36	1.39	36.34	36.37	34063	7	-0.10	          1.07	34.70	36.60	34.50	34.97	    19.66	122218536	  1.69	服饰	上海	6.01	35.88	15025	19037	  0.79	14	1	--  	      31710.96	
