代码	名称	涨幅%%	现价	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	流通股本	
="600555"	九龙山	10.10	5.45	0.50	5.45	--  	1258089	3	          0.00	         12.92	5.45	5.45	5.40	4.95	   318.51	685606208	  6.68	旅游景点	上海	 1.01	5.45	1178858	79231	 14.88	237001	0	--  	      97350.00	
="601016"	节能风电	10.05	8.10	0.74	8.10	--  	944849	20	          0.00	         53.15	7.95	8.10	7.60	7.36	    68.72	743551744	 41.01	新型电力	北京	 6.79	7.87	534840	410009	  1.30	114134	0	--  	      17778.00	
="603169"	兰石重装	10.05	4.71	0.43	4.71	--  	5362	10	          0.00	          0.54	4.71	4.71	4.71	4.28	    37.23	2525643	  3.19	专用机械	甘肃	 0.00	4.71	4591	771	  5.95	455533	0	--  	      10000.00	
="300402"	宝色股份	10.03	11.41	1.04	11.41	--  	4954	111	          0.00	          0.97	11.41	11.41	11.41	10.37	    53.13	5653324	  6.88	专用机械	江苏	 0.00	11.41	4188	766	  5.47	97441	0	--  	       5100.00	
="300290"	荣科科技	10.02	25.47	2.32	25.47	--  	64047	5	          0.00	         11.24	23.21	25.47	23.21	23.15	    92.32	160523440	  1.48	软件服务	辽宁	 9.76	25.06	41567	22480	  1.85	8148	0	--  	       5698.75	
="002214"	大立科技	10.02	26.68	2.43	26.68	--  	84327	2827	          0.67	          5.93	24.35	26.68	24.05	24.25	   167.12	216567456	  1.19	电器仪表	浙江	10.85	25.68	34211	50116	  0.68	4167	0	--  	      14214.67	
="000716"	南方食品	10.02	16.80	1.53	16.80	--  	73788	107	          0.00	          4.31	15.27	16.80	15.18	15.27	    55.76	120060016	  1.34	食品	广西	10.61	16.27	34373	39415	  0.87	33068	0	--  	      17126.35	
="002189"	利达光电	10.02	28.44	2.59	28.44	--  	143306	26	          0.00	          7.21	25.93	28.44	25.93	25.85	  1019.02	398218272	  1.04	元器件	河南	 9.71	27.79	65331	77975	  0.84	27591	0	--  	      19880.02	
="300063"	天龙集团	10.02	17.35	1.58	17.35	--  	117773	118	          0.00	         10.35	15.80	17.35	15.00	15.77	   770.17	197290096	  2.23	染料涂料	广东	14.90	16.75	53846	63927	  0.84	1863	0	--  	      11374.65	
="300401"	花园生物	10.01	19.67	1.79	19.67	--  	3316	110	          0.00	          1.46	19.67	19.67	19.67	17.88	    60.01	6524047	  6.91	食品	浙江	 0.00	19.67	2935	381	  7.70	37827	0	--  	       2270.00	
="000018"	中冠A	10.01	15.28	1.39	15.28	--  	96226	218	          0.00	          9.65	15.27	15.28	14.00	13.89	  1750.54	142710112	 15.42	纺织	深圳	 9.22	14.83	43167	53059	  0.81	1045	0	--  	       9972.04	
="603606"	东方电缆	10.01	15.72	1.43	15.72	--  	711	5	          0.00	          0.23	15.72	15.72	15.72	14.29	    42.59	1117692	  2.96	电气设备	浙江	 0.00	15.72	637	74	  8.61	96660	0	--  	       3135.00	
="300242"	明家科技	10.00	45.64	4.15	45.64	--  	52058	53	          0.00	         12.47	41.00	45.64	40.34	41.49	  1136.83	228238608	  1.46	元器件	广东	12.77	43.84	20916	31142	  0.67	2766	0	--  	       4174.18	
="300224"	正海磁材	10.00	30.25	2.75	30.25	--  	31336	3	          0.00	          1.31	30.25	30.25	29.02	27.50	    61.78	94278048	  1.12	元器件	山东	 4.47	30.09	23435	7901	  2.97	35315	0	--  	      24000.00	
="002179"	中航光电	10.00	27.50	2.50	27.50	--  	244635	350	          0.00	          5.51	25.15	27.50	25.15	25.00	    47.69	661789568	  2.09	元器件	河南	 9.40	27.05	110060	134575	  0.82	8010	0	--  	      44425.35	
