代码	名称	涨幅%%	现价	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	流通股本	
="000090"	天健集团	9.95	9.28	0.84	9.28	--  	59165	100	          0.00	          1.07	9.28	9.28	9.28	8.44	    28.36	54905268	  1.08	建筑施工	深圳	 0.00	9.28	58350	815	 71.60	268238	0	--  	      55253.07	
="000875"	吉电股份	9.22	4.62	0.39	4.61	4.62	1013429	7448	          0.00	         15.35	4.25	4.65	4.22	4.23	   498.55	454651872	  2.97	火力发电	吉林	10.17	4.49	448326	565103	  0.79	1146	5174	--  	      66003.21	
="601788"	光大证券	6.97	12.43	0.81	12.43	12.44	1337796	26	          0.81	          3.91	11.65	12.78	11.60	11.62	    35.46	1652683392	  1.85	证券	上海	10.15	12.35	673721	664075	  1.01	2902	76	--  	     341800.00	
="002110"	三钢闽光	6.02	6.52	0.37	6.52	6.53	195485	2039	          0.00	          3.66	6.16	6.77	6.13	6.15	--  	127276760	  2.21	普钢	福建	10.41	6.51	91036	104449	  0.87	66	162	--  	      53470.00	
="600138"	中青旅	5.16	17.73	0.87	17.70	17.80	441277	31	          0.16	          7.08	17.25	18.28	17.25	16.86	    31.97	785405120	  2.95	旅游服务	北京	 6.11	17.80	201985	239292	  0.84	101	442	--  	      62302.50	
="000828"	东莞控股	5.02	6.90	0.33	6.90	6.91	240040	6719	          0.72	          2.31	6.57	7.06	6.55	6.57	    12.63	164276016	  1.58	路桥	广东	 7.76	6.84	95921	144119	  0.67	1662	243	--  	     103951.70	
="601009"	南京银行	4.18	10.96	0.44	10.96	10.98	1316168	135	         -0.81	          4.43	10.45	11.51	10.45	10.52	     5.87	1444875392	  1.11	银行	江苏	10.08	10.98	587965	728203	  0.81	298	1166	--  	     296893.31	
="300133"	华策影视	3.75	32.61	1.18	32.60	32.61	136232	951	          0.09	          3.18	31.49	33.53	31.44	31.43	    54.17	447148320	  2.40	影视音像	浙江	 6.65	32.82	60972	75260	  0.81	47	120	--  	      42790.21	
="600086"	东方金钰	3.45	25.16	0.84	25.14	25.15	52682	7	          0.55	          1.50	24.40	25.57	24.22	24.32	    77.82	131632576	  2.03	服饰	湖北	 5.55	24.99	24309	28373	  0.86	10	213	--  	      35228.17	
="600650"	锦江投资	2.87	13.99	0.39	13.98	13.99	130296	51	          0.28	          3.34	13.60	14.91	13.42	13.60	    34.36	184283968	  1.28	公共交通	上海	10.96	14.14	58882	71414	  0.82	111	53	--  	      39056.01	
="600593"	大连圣亚	2.78	21.41	0.58	21.35	21.42	55882	90	         -0.23	          6.07	20.91	21.88	20.08	20.83	    24.72	115799304	  2.35	旅游景点	辽宁	 8.64	20.72	28694	27188	  1.06	236	24	--  	       9200.00	
="000623"	吉林敖东	2.49	22.20	0.54	22.20	22.21	406687	2002	          0.04	          5.15	21.76	22.96	21.68	21.66	    16.29	909782016	  1.74	中成药	吉林	 5.91	22.37	198312	208375	  0.95	556	293	--  	      78904.07	
="600269"	赣粤高速	2.45	3.76	0.09	3.75	3.76	522587	35	          0.53	          2.24	3.68	3.82	3.67	3.67	    10.78	196294496	  1.04	路桥	江西	 4.09	3.76	253526	269061	  0.94	160	3472	--  	     233540.70	
="000016"	深康佳Ａ	2.35	6.10	0.14	6.09	6.10	298218	4437	         -0.16	          4.97	5.96	6.21	5.92	5.96	   115.77	181800672	  1.71	家用电器	深圳	 4.87	6.10	122326	175892	  0.70	1479	3193	--  	      59991.50	
="600165"	新日恒力	2.30	9.80	0.22	9.80	9.82	68545	57	          0.51	          3.53	9.71	9.97	9.55	9.58	--  	67296480	  1.88	钢加工	宁夏	 4.38	9.82	34418	34127	  1.01	102	99	--  	      19395.34	
="000563"	陕国投Ａ	2.18	8.90	0.19	8.89	8.90	541424	3314	         -0.11	          7.19	8.74	9.28	8.68	8.71	    33.20	487802688	  1.62	多元金融	陕西	 6.89	9.01	233610	307814	  0.76	1210	468	--  	      75266.72	
="300091"	金通灵	2.11	23.66	0.49	23.65	23.66	18640	304	          0.08	          1.47	23.17	23.88	22.83	23.17	   411.85	43976000	  2.68	机械基件	江苏	 4.53	23.59	6923	11717	  0.59	10	154	--  	      12639.70	
="600655"	豫园商城	2.05	9.96	0.20	9.96	9.97	284882	5	          0.30	          1.98	9.76	10.35	9.73	9.76	    18.39	289097024	  1.60	百货	上海	 6.35	10.15	143883	140999	  1.02	257	638	--  	     143732.20	
="002673"	西部证券	1.99	16.91	0.33	16.91	16.92	466451	3105	          0.11	          6.78	16.69	17.99	16.60	16.58	    36.16	803579712	  1.08	证券	陕西	 8.38	17.23	210130	256321	  0.82	1569	28	--  	      68761.11	
="600663"	陆家嘴	1.96	21.84	0.42	21.83	21.84	192663	10	         -0.27	          1.42	21.33	22.60	21.16	21.42	    31.00	422247392	  1.10	园区开发	上海	 6.72	21.92	100793	91870	  1.10	28	346	--  	     135808.41	
="002496"	辉丰股份	1.93	18.50	0.35	18.50	18.51	69168	1840	          1.42	          3.75	18.18	18.88	17.85	18.15	    28.25	127304592	  1.64	农药化肥	江苏	 5.67	18.41	31060	38108	  0.82	217	27	--  	      18456.77	
="000652"	泰达股份	1.75	5.83	0.10	5.83	5.84	286726	12258	          1.03	          1.96	5.74	5.83	5.68	5.73	--  	165592048	  1.03	综合类	天津	 2.62	5.78	146940	139786	  1.05	1096	2753	--  	     146567.00	
="002547"	春兴精工	1.74	18.16	0.31	18.15	18.16	123089	654	         -0.11	          8.56	17.75	18.51	17.51	17.85	    50.53	222354816	  1.20	通信设备	江苏	 5.60	18.06	55916	67173	  0.83	450	2	--  	      14378.58	
="002003"	伟星股份	1.72	10.06	0.17	10.05	10.06	94199	393	          0.09	          3.21	9.89	10.25	9.89	9.89	    13.26	94779512	  1.83	服饰	浙江	 3.64	10.06	47265	46934	  1.01	1170	507	--  	      29320.38	
="600125"	铁龙物流	1.72	7.71	0.13	7.70	7.71	416981	214	         -0.38	          3.19	7.58	7.95	7.52	7.58	    28.44	322764864	  1.15	铁路	辽宁	 5.67	7.74	194425	222556	  0.87	328	252	--  	     130552.18	
="002294"	信立泰	1.63	36.89	0.59	36.89	36.90	96018	377	         -0.10	          3.35	38.00	39.30	36.62	36.30	    24.07	363166816	  2.74	化学制药	深圳	 7.38	37.82	48349	47669	  1.01	31	19	--  	      28698.46	
="601700"	风范股份	1.49	16.38	0.24	16.38	16.39	51171	145	          0.00	          2.17	16.00	16.59	16.00	16.14	    33.17	83981992	  1.28	电气设备	江苏	 3.66	16.41	23044	28127	  0.82	95	1028	--  	      23576.84	
="601919"	中国远洋	1.26	4.82	0.06	4.81	4.82	1263296	64	          0.00	          1.65	4.78	4.97	4.64	4.76	--  	603374720	  0.81	水运	天津	 6.93	4.78	653329	609967	  1.07	2111	3254	--  	     763567.44	
="002676"	顺威股份	1.24	17.97	0.22	17.97	17.98	32330	228	          0.27	          7.56	17.86	18.89	17.71	17.75	    54.74	58927116	  1.55	塑料	广东	 6.65	18.23	17591	14739	  1.19	62	85	--  	       4275.22	
