代码	名称	涨幅%%	现价	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	流通股本	
="002606"	大连电瓷	9.97	17.53	1.59	17.53	--  	157819	603	          0.00	         13.10	16.04	17.53	15.94	15.94	   159.01	270545600	  1.82	电气设备	辽宁	 9.97	17.14	70552	87267	  0.81	3159	0	--  	      12050.00	
="300083"	劲胜精密	8.23	25.00	1.90	25.00	25.01	81866	915	          0.00	          9.32	23.50	25.16	23.47	23.10	   121.72	201815968	  2.69	元器件	广东	 7.32	24.65	31804	50062	  0.64	112	31	--  	       8787.37	
="002339"	积成电子	6.58	11.82	0.73	11.82	11.83	198313	6654	          0.59	          6.98	10.94	11.82	10.88	11.09	    53.30	226664560	  1.45	软件服务	山东	 8.48	11.43	86856	111457	  0.78	1041	133	--  	      28414.25	
="002185"	华天科技	6.47	14.32	0.87	14.31	14.32	239670	1557	          0.06	          3.62	13.88	14.72	13.70	13.45	    31.71	338613184	  1.57	半导体	甘肃	 7.58	14.13	101424	138246	  0.73	918	74	--  	      66276.22	
="600615"	丰华股份	5.83	13.43	0.74	13.42	13.44	67935	50	         -0.07	          3.62	12.60	13.48	12.55	12.69	   173.21	89336808	  1.85	区域地产	上海	 7.33	13.15	28207	39728	  0.71	36	144	--  	      18762.44	
="600337"	美克家居	5.09	8.88	0.43	8.88	8.89	70082	60	          0.22	          1.10	8.48	8.93	8.43	8.45	    28.91	61630600	  1.33	家居用品	新疆	 5.92	8.79	30476	39606	  0.77	19	210	--  	      63833.23	
="300002"	神州泰岳	5.04	15.22	0.73	15.22	15.23	226713	3125	         -0.06	          3.12	14.65	15.25	14.50	14.49	    41.34	340388384	  1.08	软件服务	北京	 5.18	15.01	98292	128421	  0.77	552	3489	--  	      72615.95	
="600985"	雷鸣科化	4.96	16.92	0.80	16.92	16.94	46161	2	          0.41	          3.56	16.12	17.50	16.12	16.12	    24.41	77661392	  2.75	化工原料	安徽	 8.56	16.82	20465	25696	  0.80	10	57	--  	      12960.00	
="600380"	健康元	4.93	7.02	0.33	7.01	7.02	235887	36	          0.14	          1.53	6.77	7.08	6.73	6.69	    26.85	164447696	  2.35	化学制药	深圳	 5.23	6.97	98926	136961	  0.72	1947	3740	--  	     154583.59	
="002399"	海普瑞	4.71	26.89	1.21	26.89	26.90	55838	876	          0.56	          0.70	25.55	27.07	25.55	25.68	    72.02	148703824	  1.65	化学制药	深圳	 5.92	26.63	21670	34168	  0.63	64	276	--  	      80020.00	
="000816"	江淮动力	4.26	7.10	0.29	7.09	7.10	257470	2824	          0.14	          2.36	6.85	7.19	6.73	6.81	   179.34	181499088	  0.76	机械基件	江苏	 6.75	7.05	103810	153660	  0.68	1059	990	--  	     108877.75	
="600162"	香江控股	3.96	6.56	0.25	6.56	6.57	712095	63	          0.15	          9.27	6.28	6.63	6.21	6.31	    15.37	461271296	  1.69	全国地产	深圳	 6.66	6.48	297137	414958	  0.72	897	1990	--  	      76781.27	
="002333"	罗普斯金	3.93	14.28	0.54	14.28	14.29	45021	314	         -0.13	          1.86	13.74	14.39	13.74	13.74	    58.69	63481456	  1.72	铝	江苏	 4.73	14.10	22177	22844	  0.97	76	239	--  	      24248.49	
="000916"	华北高速	3.93	5.56	0.21	5.55	5.56	132269	1844	         -0.17	          1.21	5.40	5.62	5.21	5.35	    20.69	72852480	  1.28	路桥	北京	 7.66	5.51	60032	72237	  0.83	922	94	--  	     108997.39	
="000507"	珠海港	3.83	7.04	0.26	7.04	7.05	764242	3984	          0.00	          9.90	7.03	7.25	6.81	6.78	--  	540580736	  1.04	港口	广东	 6.49	7.07	354517	409725	  0.87	3141	2238	--  	      77214.38	
="000897"	津滨发展	3.83	6.77	0.25	6.76	6.77	911018	6286	          0.29	          5.63	6.68	6.89	6.58	6.52	   361.69	614362688	  1.18	区域地产	天津	 4.75	6.74	388522	522496	  0.74	1767	2479	--  	     161708.06	
="600528"	中铁二局	3.76	7.45	0.27	7.44	7.45	586411	188	          0.40	          4.02	7.21	7.53	7.15	7.18	    27.35	432256640	  1.43	建筑施工	四川	 5.29	7.37	262350	324061	  0.81	982	497	--  	     145920.00	
="300289"	利德曼	3.67	32.79	1.16	32.75	32.79	19043	87	          0.12	          3.42	31.65	32.94	31.23	31.63	    58.77	61089028	  1.10	生物制药	北京	 5.41	32.08	9528	9515	  1.00	110	12	--  	       5572.68	
="600329"	中新药业	3.64	15.38	0.54	15.36	15.39	136977	69	          0.32	          2.57	16.32	16.32	15.00	14.84	    33.20	214001264	  3.44	中成药	天津	 8.89	15.62	71240	65737	  1.08	48	163	--  	      53343.37	
="601058"	赛轮股份	3.45	17.40	0.58	17.40	17.43	42662	25	          0.11	          1.13	16.79	17.90	16.79	16.82	    19.60	74423072	  0.97	汽车配件	山东	 6.60	17.44	19512	23150	  0.84	46	100	--  	      37800.00	
="000623"	吉林敖东	3.38	23.26	0.76	23.25	23.26	302676	1203	          0.12	          3.84	22.60	23.68	22.31	22.50	    17.07	702417280	  0.98	中成药	吉林	 6.09	23.21	137857	164819	  0.84	78	1432	--  	      78904.07	
="000993"	闽东电力	3.35	10.48	0.34	10.48	10.49	58209	706	          0.28	          1.56	10.14	10.56	10.00	10.14	    33.25	60403972	  1.16	水力发电	福建	 5.52	10.38	26550	31659	  0.84	63	168	--  	      37300.00	
="600736"	苏州高新	3.29	5.02	0.16	5.02	5.03	274046	9	          0.00	          2.59	4.88	5.09	4.85	4.86	    38.76	137378112	  1.39	园区开发	江苏	 4.94	5.01	129945	144101	  0.90	411	2007	--  	     105788.15	
="002588"	史丹利	3.22	31.40	0.98	31.36	31.40	13863	71	         -0.09	          0.84	30.42	31.61	30.23	30.42	    16.28	43220820	  0.58	农药化肥	山东	 4.54	31.18	4714	9149	  0.52	40	107	--  	      16462.27	
="600082"	海泰发展	3.16	6.52	0.20	6.51	6.55	300467	337	         -0.30	          4.77	6.46	6.85	6.41	6.32	    57.67	198148352	  1.37	园区开发	天津	 6.96	6.59	150910	149557	  1.01	36	318	--  	      62998.89	
="300117"	嘉寓股份	2.95	7.33	0.21	7.33	7.35	46982	502	         -0.13	          1.44	7.13	7.43	7.08	7.12	    40.86	34336256	  1.19	装修装饰	北京	 4.92	7.31	18945	28037	  0.68	430	169	--  	      32580.00	
="002470"	金正大	2.94	26.60	0.76	26.60	26.62	29095	192	          0.15	          0.49	25.80	27.10	25.80	25.84	    17.14	77085288	  0.52	农药化肥	山东	 5.03	26.49	13481	15614	  0.86	31	1	--  	      59254.00	
="600897"	厦门空港	2.91	21.19	0.60	21.19	21.20	65086	1841	          1.09	          2.19	20.99	21.65	20.71	20.59	    13.09	138261760	  1.23	机场	福建	 4.57	21.24	29933	35153	  0.85	2838	70	--  	      29781.00	
="600845"	宝信软件	2.86	34.84	0.97	34.84	34.85	7530	27	          0.46	          0.33	34.00	34.90	33.32	33.87	    46.24	25887584	  0.78	软件服务	上海	 4.66	34.38	3412	4118	  0.83	59	1	--  	      22651.73	
="002073"	软控股份	2.82	12.77	0.35	12.77	12.78	196937	2046	         -0.07	          3.18	12.42	12.95	12.31	12.42	    58.88	251619840	  0.85	软件服务	山东	 5.15	12.78	97548	99389	  0.98	134	700	--  	      61879.48	
="600375"	华菱星马	2.72	12.84	0.34	12.83	12.85	116870	70	          0.62	          2.35	12.50	12.89	12.40	12.50	    50.85	148967168	  0.92	汽车整车	安徽	 3.92	12.75	53950	62920	  0.86	120	146	--  	      49788.89	
="002007"	华兰生物	2.71	35.29	0.93	35.28	35.29	141211	826	          0.05	          2.45	34.39	35.52	34.34	34.36	    36.40	496378016	  1.27	生物制药	河南	 3.43	35.15	68411	72800	  0.94	61	122	--  	      57686.69	
="000752"	西藏发展	2.65	14.33	0.37	14.32	14.33	94017	1234	          0.35	          3.56	13.90	14.50	13.89	13.96	   208.94	134033408	  1.21	啤酒	西藏	 4.37	14.26	43449	50568	  0.86	231	297	--  	      26375.01	
="600673"	东阳光科	2.65	16.28	0.42	16.27	16.28	102796	11	          0.06	          1.25	15.85	16.40	15.70	15.86	   103.47	166482288	  0.46	铝	广东	 4.41	16.20	40771	62025	  0.66	153	15	--  	      82261.22	
="000632"	三木集团	2.56	6.40	0.16	6.39	6.40	87021	392	          0.15	          1.87	6.29	6.46	6.21	6.24	   393.94	55467252	  0.76	综合类	福建	 4.01	6.37	39055	47966	  0.81	240	3360	--  	      46505.91	
="000088"	盐 田 港	2.56	8.00	0.20	8.00	8.01	371935	5100	         -0.12	          1.92	8.05	8.20	7.94	7.80	    33.77	299850464	  0.76	港口	深圳	 3.33	8.06	168579	203356	  0.83	1787	465	--  	     194212.78	
="002465"	海格通信	2.55	18.11	0.45	18.11	18.12	321806	2729	         -0.05	          3.56	17.80	18.25	17.54	17.66	    76.17	579609664	  1.04	通信设备	广东	 4.02	18.01	138778	183028	  0.76	954	943	--  	      90429.34	
="600875"	东方电气	2.48	16.14	0.39	16.15	16.16	336915	33	          0.06	          2.02	16.00	16.46	15.80	15.75	    22.27	547024704	  0.78	电气设备	四川	 4.19	16.24	166065	170850	  0.97	15	62	--  	     166386.00	
="002035"	华帝股份	2.44	13.00	0.31	12.99	13.00	52693	64	          0.15	          1.78	12.70	13.12	12.70	12.69	    17.33	68278400	  0.84	家用电器	广东	 3.31	12.96	26549	26144	  1.02	24	12	--  	      29677.21	
="600097"	开创国际	2.42	13.53	0.32	13.54	13.55	16250	78	          0.07	          1.41	13.25	13.76	13.12	13.21	    26.81	21907708	  0.95	渔业	上海	 4.84	13.48	8907	7343	  1.21	22	151	--  	      11544.99	
="600532"	宏达矿业	2.37	10.80	0.25	10.78	10.79	60152	305	          0.09	          3.64	10.65	10.90	10.40	10.55	    27.43	64705136	  0.83	普钢	山东	 4.74	10.76	29568	30584	  0.97	24	50	--  	      16510.25	
="600881"	亚泰集团	2.27	5.85	0.13	5.85	5.86	309270	25	         -0.67	          1.63	5.81	5.96	5.67	5.72	    51.81	180853056	  0.60	水泥	吉林	 5.07	5.85	137399	171871	  0.80	2652	447	--  	     189473.20	
="002449"	国星光电	2.10	12.67	0.26	12.67	12.68	89330	1326	         -0.15	          3.04	12.42	13.05	12.33	12.41	    40.68	114347544	  0.94	半导体	广东	 5.80	12.80	46186	43144	  1.07	132	284	--  	      29364.30	
