代码	名称	涨幅%%	现价	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	流通股本	
="600555"	九龙山	10.00	4.95	0.45	4.95	--  	127834	13	          0.00	          1.31	4.95	4.95	4.95	4.50	   289.28	63278172	  0.66	旅游景点	上海	 0.00	4.95	107483	20351	  5.28	324729	0	--  	      97350.00	
="600168"	武汉控股	9.99	12.11	1.10	12.11	--  	297601	10	          0.00	          6.75	11.51	12.11	11.24	11.01	    21.62	352351392	  3.52	水务	湖北	 7.90	11.84	172022	125579	  1.37	130293	0	--  	      44115.00	
="600692"	亚通股份	9.98	12.12	1.10	12.12	--  	264186	48	          0.00	         10.36	12.12	12.12	11.85	11.02	   168.71	319469024	  2.27	水运	上海	 2.45	12.09	214724	49462	  4.34	120356	0	--  	      25501.05	
="600684"	珠江实业	9.94	7.30	0.66	7.30	--  	225579	5	          0.00	          3.17	7.30	7.30	7.30	6.64	    16.07	164673264	  0.81	全国地产	广东	 0.00	7.30	201854	23725	  8.51	268102	0	--  	      71121.72	
="000882"	华联股份	9.92	4.21	0.38	4.21	--  	1132849	999	          0.00	         10.57	3.83	4.21	3.83	3.83	   126.81	467208832	  3.26	百货	北京	 9.92	4.12	473381	659468	  0.72	139261	0	--  	     107195.31	
="600533"	栖霞建设	9.90	4.44	0.40	4.44	--  	501871	34	          0.00	          4.78	4.09	4.44	4.09	4.04	    84.15	219428640	  3.61	区域地产	江苏	 8.66	4.37	313070	188801	  1.66	454409	0	--  	     105000.00	
="000516"	开元投资	7.79	8.99	0.65	8.98	8.99	666155	8662	          0.11	          9.46	8.38	9.17	8.30	8.34	    23.19	578209728	  2.20	百货	陕西	10.43	8.68	292291	373864	  0.78	2083	858	--  	      70442.67	
="600238"	海南椰岛	7.04	8.36	0.55	8.35	8.36	296142	118	          1.57	          6.70	7.80	8.41	7.72	7.81	    45.04	239913888	  1.48	红黄药酒	海南	 8.83	8.10	112399	183743	  0.61	157	26	--  	      44203.16	
="600707"	彩虹股份	6.93	11.26	0.73	11.28	11.29	395791	22	          0.17	          5.39	10.62	11.36	10.46	10.53	--  	432895648	  2.07	元器件	陕西	 8.55	10.94	189779	206012	  0.92	2217	1443	--  	      73471.77	
="600861"	北京城乡	6.59	10.03	0.62	10.02	10.03	136438	23	         -0.49	          4.31	9.45	10.15	9.43	9.41	    34.58	133169344	  2.63	百货	北京	 7.65	9.76	65164	71274	  0.91	8	19	--  	      31680.49	
="300294"	博雅生物	5.97	64.66	3.64	64.65	64.66	17319	450	          0.09	          5.43	61.20	64.99	59.66	61.02	    55.12	107531296	  1.41	生物制药	江西	 8.73	62.09	7897	9422	  0.84	32	28	--  	       3188.44	
="000735"	罗 牛 山	5.90	7.90	0.44	7.89	7.90	1561090	12581	          0.38	         17.74	7.58	8.10	7.45	7.46	   145.33	1224360704	  5.14	农业综合	海南	 8.71	7.84	702604	858486	  0.82	4242	835	--  	      88008.24	
="002188"	新 嘉 联	5.72	14.60	0.79	14.58	14.60	90381	1011	         -0.13	          6.33	13.70	14.66	13.53	13.81	--  	127972592	  1.58	元器件	浙江	 8.18	14.16	33505	56876	  0.59	673	1301	--  	      14274.61	
