代码	名称	涨幅%%	现价	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	流通股本(万)	
="000498"	山东路桥	10.06	5.91	0.54	5.91	--  	502168	4723	0.00	         14.18	5.45	5.91	5.45	5.37	    35.24	284516288	  2.10	建筑施工	山东	8.57	5.67	207321	294847	  0.70	40116	0	--  	      35417.01	
="300217"	东方电热	9.97	12.13	1.10	12.13	--  	328522	994	0.00	         15.28	11.03	12.13	10.99	11.03	    49.95	387031296	  2.08	电器仪表	江苏	10.34	11.78	130633	197889	  0.66	23605	0	--  	      21497.27	
="000737"	南风化工	9.92	5.76	0.52	5.76	--  	647332	425	0.00	         11.80	5.25	5.76	5.23	5.24	--  	366380864	  4.89	日用化工	山西	10.11	5.66	316942	330389	  0.96	36403	0	--  	      54873.12	
="002385"	大北农	7.20	17.58	1.18	17.58	17.59	596465	3294	0.34	          6.33	16.36	17.87	16.36	16.40	    49.29	1032808960	  1.31	饲料	北京	9.21	17.32	219573	376892	  0.58	1645	963	--  	      94184.88	
="000726"	鲁  泰Ａ	4.97	12.05	0.57	12.04	12.05	276750	1157	0.33	          4.93	11.60	12.16	11.60	11.48	    12.16	329805952	  2.55	纺织	山东	4.88	11.92	128413	148336	  0.87	36	1042	--  	      56110.69	
="600106"	重庆路桥	4.48	6.06	0.26	6.06	6.07	743884	40	0.33	          8.19	5.80	6.13	5.79	5.80	    21.30	442817632	  2.74	路桥	重庆	5.86	5.95	313043	430841	  0.73	301	3679	--  	      90774.20	
="600141"	兴发集团	4.29	15.80	0.65	15.79	15.80	336424	21	-0.12	          8.27	15.73	15.88	15.46	15.15	    13.15	527738304	  2.95	化工原料	湖北	2.77	15.69	167176	169247	  0.99	319	4	--  	      40687.71	
="000713"	丰乐种业	4.05	11.55	0.45	11.55	11.56	256813	3812	0.17	          8.59	11.11	11.69	11.06	11.10	--  	293734432	  2.17	种植业	安徽	5.68	11.44	103001	153811	  0.67	1409	600	--  	      29887.35	
="000957"	中通客车	3.87	16.66	0.62	16.66	16.67	170447	1044	-0.23	          7.15	16.15	16.99	16.02	16.04	    10.74	283769568	  1.80	汽车整车	山东	6.05	16.65	84966	85480	  0.99	56	99	--  	      23847.91	
="000830"	鲁西化工	3.79	5.48	0.20	5.48	5.49	810243	11183	-0.18	          5.53	5.31	5.60	5.27	5.28	    19.93	442974496	  2.93	农药化肥	山东	6.25	5.47	340870	469372	  0.73	2826	6104	--  	     146398.02	
="000030"	富奥股份	3.61	9.48	0.33	9.47	9.48	278415	2745	0.10	          4.97	9.17	9.55	9.11	9.15	    19.38	260986416	  1.86	汽车配件	吉林	4.81	9.37	115670	162744	  0.71	284	44	--  	      56056.17	
