代码	名称	涨幅%%	现价	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	
="002426"	胜利精密	--  	11.26	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	11.26	    68.41	0	  0.00	元器件	江苏	0.00	11.26	0	0	--  	0	0	--  	
="002333"	罗普斯金	--  	14.36	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	14.36	    59.02	0	  0.00	铝	江苏	0.00	14.36	0	0	--  	0	0	--  	
="002324"	普利特	--  	19.90	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	19.90	    26.33	0	  0.00	塑料	上海	0.00	19.90	0	0	--  	0	0	--  	
="002323"	中联电气	--  	21.95	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	21.95	   130.92	0	  0.00	电气设备	江苏	0.00	21.95	0	0	--  	0	0	--  	
="002168"	深圳惠程	--  	10.13	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	10.13	--  	0	  0.00	电气设备	深圳	0.00	10.13	0	0	--  	0	0	--  	
="002162"	斯米克	0.00	9.45	0.00	9.44	9.45	115107	1420	0.00	          2.75	9.42	9.48	9.23	9.45	   407.47	107898336	  0.97	陶瓷	上海	2.65	9.37	61468	53638	  1.15	170	861	--  	
="002103"	广博股份	--  	10.18	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	10.18	   172.72	0	  0.00	文教休闲	浙江	0.00	10.18	0	0	--  	0	0	--  	
="002044"	江苏三友	--  	10.04	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	10.04	    43.13	0	  0.00	服饰	江苏	0.00	10.04	0	0	--  	0	0	--  	
="002009"	天奇股份	--  	16.30	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	16.30	    47.89	0	  0.00	工程机械	江苏	0.00	16.30	0	0	--  	0	0	--  	
="002006"	*ST精功	--  	8.75	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	8.75	--  	0	  0.00	工程机械	浙江	0.00	8.75	0	0	--  	0	0	--  	
="000920"	南方汇通	--  	13.23	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	13.23	    31.50	0	  0.00	运输设备	贵州	0.00	13.23	0	0	--  	0	0	--  	
="000796"	易食股份	--  	7.23	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	7.23	    95.94	0	  0.00	食品	陕西	0.00	7.23	0	0	--  	0	0	--  	
="000795"	太原刚玉	--  	10.92	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	10.92	--  	0	  0.00	矿物制品	山西	0.00	10.92	0	0	--  	0	0	--  	
="000710"	天兴仪表	--  	13.60	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	13.60	--  	0	  0.00	汽车配件	四川	0.00	13.60	0	0	--  	0	0	--  	
="000627"	天茂集团	--  	4.10	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	4.10	    28.37	0	  0.00	化工原料	湖北	0.00	4.10	0	0	--  	0	0	--  	
="000533"	万 家 乐	--  	5.97	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	5.97	    35.25	0	  0.00	家用电器	广东	0.00	5.97	0	0	--  	0	0	--  	
="000525"	红 太 阳	0.00	17.25	0.00	17.25	17.26	180381	1908	0.00	          3.56	17.10	17.60	16.94	17.25	    16.49	311430624	  1.42	农药化肥	江苏	3.83	17.27	106683	73698	  1.45	1213	534	--  	
="000516"	开元投资	--  	9.85	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	9.85	    26.71	0	  0.00	百货	陕西	0.00	9.85	0	0	--  	0	0	--  	
="000514"	渝 开 发	--  	7.08	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	7.08	    36.98	0	  0.00	区域地产	重庆	0.00	7.08	0	0	--  	0	0	--  	
="000498"	山东路桥	--  	4.64	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	4.64	    27.67	0	  0.00	建筑施工	山东	0.00	4.64	0	0	--  	0	0	--  	
="000021"	长城开发	0.00	8.09	0.00	8.09	8.10	366588	3167	0.00	          2.49	8.10	8.26	8.03	8.09	    65.08	297043104	  0.94	电脑设备	深圳	2.84	8.10	202887	163701	  1.24	4650	2061	--  	
="000016"	深康佳Ａ	0.00	6.20	0.00	6.19	6.20	219073	5033	0.32	          3.65	6.20	6.21	6.13	6.20	   117.67	135423936	  1.27	家用电器	深圳	1.29	6.18	126483	92589	  1.37	2372	580	--  	
="300072"	三聚环保	-0.04	26.75	-0.01	26.72	26.75	124450	2607	0.29	          2.71	26.80	26.88	26.40	26.76	    36.40	331197536	  0.77	化工原料	北京	1.79	26.61	68101	56349	  1.21	100	2653	--  	
="600018"	上港集团	-0.16	6.08	-0.01	6.08	6.09	1734482	35	-0.16	          0.76	6.00	6.15	5.92	6.09	    22.17	1046014784	  1.35	港口	上海	3.78	6.03	868373	866109	  1.00	2610	13550	--  	
="002661"	克明面业	-0.19	41.52	-0.08	41.52	41.53	12474	42	-0.04	          5.84	41.38	41.88	41.23	41.60	    41.78	51768308	  0.91	食品	湖南	1.56	41.50	7316	5158	  1.42	24	87	--  	
="300289"	利德曼	-0.20	34.82	-0.07	34.81	34.82	17978	220	0.00	          3.23	34.93	35.20	34.65	34.89	    62.40	62701524	  0.79	生物制药	北京	1.58	34.88	10502	7476	  1.40	4	15	--  	
="002220"	天宝股份	-0.32	9.39	-0.03	9.38	9.39	80775	1441	0.42	          2.07	9.38	9.55	9.31	9.42	    25.34	75859392	  0.68	食品	辽宁	2.55	9.39	51552	29222	  1.76	15	216	--  	
="002075"	沙钢股份	-0.36	5.57	-0.02	5.57	5.58	384462	5632	0.36	          2.44	5.60	5.61	5.47	5.59	   125.83	211855184	  1.06	特钢	江苏	2.50	5.51	224489	159972	  1.40	1425	1483	--  	
="600532"	宏达矿业	-0.36	10.95	-0.04	10.95	10.96	73076	134	0.00	          4.43	11.03	11.05	10.81	10.99	    27.81	79541752	  1.04	普钢	山东	2.18	10.88	43537	29539	  1.47	1279	272	--  	
="600483"	福能股份	-0.38	10.48	-0.04	10.48	10.49	85235	4	0.09	          2.95	10.47	10.57	10.34	10.52	    18.38	89152680	  1.00	火力发电	福建	2.19	10.46	50368	34867	  1.44	205	415	--  	
="002302"	西部建设	-0.40	15.10	-0.06	15.08	15.10	84229	1189	0.19	          3.11	15.00	15.11	14.93	15.16	    34.27	126570696	  0.80	水泥	新疆	1.19	15.03	44081	40148	  1.10	463	919	--  	
="300083"	劲胜精密	-0.60	25.04	-0.15	25.04	25.05	46086	350	-0.03	          5.24	25.06	25.45	24.89	25.19	   121.92	116012024	  0.95	元器件	广东	2.22	25.17	28476	17610	  1.62	122	297	--  	
="002152"	广电运通	-0.72	20.70	-0.15	20.70	20.71	90843	622	0.00	          1.05	20.60	21.18	20.60	20.85	    31.55	189313456	  0.62	电脑设备	广东	2.78	20.84	48432	42410	  1.14	607	375	--  	
="600275"	武昌鱼	-0.86	5.77	-0.05	5.77	5.78	205775	45	0.00	          4.04	5.83	5.88	5.73	5.82	--  	118800200	  1.32	农业综合	湖北	2.58	5.77	118331	87444	  1.35	120	1698	--  	
="002567"	唐人神	-0.99	10.02	-0.10	10.01	10.02	46742	807	-0.09	          1.11	10.09	10.12	10.00	10.12	    54.97	46901276	  0.48	饲料	湖南	1.19	10.03	26779	19963	  1.34	316	293	--  	
="300145"	南方泵业	-1.05	25.53	-0.27	25.53	25.58	23716	43	0.11	          1.36	25.44	26.26	25.27	25.80	    36.83	61143900	  0.87	专用机械	浙江	3.84	25.78	14393	9323	  1.54	9	30	--  	
="600763"	通策医疗	-1.25	52.32	-0.66	52.35	52.36	15258	5	-0.13	          0.95	52.60	53.20	51.89	52.98	    69.20	80098864	  1.18	医疗保健	浙江	2.47	52.49	7134	8124	  0.88	19	1	--  	
="601137"	博威合金	-1.67	22.32	-0.38	22.31	22.35	53763	5	0.35	          2.50	22.71	22.73	22.19	22.70	    70.93	120049760	  1.25	铜	浙江	2.38	22.33	32917	20846	  1.58	56	69	--  	
数据来源:通达信
