代码	名称	涨幅%%	现价	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	流通股本(万)	
="002324"	普利特	10.00	21.89	1.99	21.89	--  	209648	2	0.00	         13.45	21.89	21.89	20.00	19.90	    28.96	446489824	  5.11	塑料	上海	9.50	21.30	118748	90899	  1.31	24509	0	--  	      15582.66	
="000498"	山东路桥	10.00	5.61	0.51	5.61	--  	158823	968	0.00	          4.48	5.60	5.61	5.37	5.10	    33.45	88648840	  1.58	建筑施工	山东	4.71	5.58	99428	59394	  1.67	88403	0	--  	      35417.01	
="000530"	大冷股份	6.66	12.49	0.78	12.48	12.49	163588	3711	0.32	          7.58	11.72	12.54	11.57	11.71	    34.07	200095904	  1.57	机械基件	辽宁	8.28	12.23	62900	100687	  0.62	1607	1298	--  	      21579.34	
="002221"	东华能源	5.47	18.32	0.95	18.32	18.33	107990	559	-0.05	          2.41	17.39	18.44	17.38	17.37	   208.48	195701264	  2.59	石油贸易	江苏	6.10	18.12	42949	65041	  0.66	523	40	--  	      44718.82	
="000404"	华意压缩	4.37	8.12	0.34	8.12	8.13	297994	4575	0.00	          6.01	7.78	8.23	7.75	7.78	    21.17	239416032	  2.18	专用机械	江西	6.17	8.03	129097	168897	  0.76	1632	1932	--  	      49550.89	
="600191"	华资实业	4.32	9.17	0.38	9.17	9.18	148591	33	-0.21	          3.06	8.84	9.35	8.81	8.79	    90.95	135514416	  2.08	食品	内蒙	6.14	9.12	65475	83116	  0.79	124	186	--  	      48493.19	
="600723"	首商股份	3.56	8.44	0.29	8.43	8.44	146166	189	0.11	          2.22	8.16	8.52	8.13	8.15	    19.92	122092160	  1.81	百货	北京	4.79	8.35	63639	82526	  0.77	962	202	--  	      65722.45	
="600621"	华鑫股份	3.53	8.21	0.28	8.22	8.23	106796	251	0.48	          2.04	7.91	8.26	7.80	7.93	    34.18	87111296	  1.34	全国地产	上海	5.80	8.16	48735	58061	  0.84	146	235	--  	      52408.23	
="600106"	重庆路桥	3.44	5.71	0.19	5.71	5.72	329706	11	0.35	          3.63	5.60	5.88	5.60	5.52	    20.07	189553440	  1.51	路桥	重庆	5.07	5.75	161464	168242	  0.96	1602	1221	--  	      90774.20	
="600143"	金发科技	3.04	7.12	0.21	7.12	7.13	528961	15	0.70	          2.07	6.89	7.22	6.88	6.91	    29.94	374797760	  0.95	塑料	广东	4.92	7.09	230145	298816	  0.77	339	1714	--  	     256000.00	
="002001"	新 和 成	2.96	16.35	0.47	16.35	16.36	489226	3803	0.24	          4.56	15.89	16.81	15.89	15.88	    18.73	799160192	  2.96	化学制药	浙江	5.79	16.34	211297	277928	  0.76	462	272	--  	     107301.28	
="300077"	国民技术	2.40	29.39	0.69	29.36	29.39	118714	1127	0.27	          4.71	29.13	30.27	28.91	28.70	  1144.67	350714624	  1.72	半导体	深圳	4.74	29.54	62373	56341	  1.11	312	36	--  	      25222.42	
="000521"	美菱电器	2.22	6.46	0.14	6.45	6.46	125309	1842	0.31	          2.12	6.34	6.47	6.30	6.32	    15.47	80186728	  0.88	家用电器	安徽	2.69	6.40	58221	67087	  0.87	398	804	--  	      59107.98	
="600116"	三峡水利	2.03	14.07	0.28	14.06	14.07	52403	23	0.64	          1.96	13.72	14.13	13.72	13.79	    24.23	73301040	  0.69	水力发电	重庆	2.97	13.99	28454	23948	  1.19	70	46	--  	      26753.32	
="600252"	中恒集团	1.89	17.22	0.32	17.22	17.23	365879	160	0.05	          3.35	17.12	17.44	16.93	16.90	    20.32	629311168	  1.47	中成药	广西	3.02	17.20	163898	201980	  0.81	20	586	--  	     109174.75	
="600015"	华夏银行	1.83	12.81	0.23	12.79	12.80	1162691	379	0.47	          1.79	12.69	13.05	12.66	12.58	     6.49	1493569664	  0.76	银行	北京	3.10	12.85	565644	597046	  0.95	306	1726	--  	     648768.69	
="000418"	小天鹅Ａ	1.59	14.08	0.22	14.07	14.08	134872	937	0.21	          3.08	14.20	14.68	13.91	13.86	    12.99	192684080	  2.21	家用电器	江苏	5.56	14.29	62991	71881	  0.88	25	198	--  	      43776.10	
="000729"	燕京啤酒	1.53	8.65	0.13	8.64	8.65	217719	2371	0.11	          0.87	8.49	8.74	8.44	8.52	    19.90	187116768	  0.80	啤酒	北京	3.52	8.59	119503	98216	  1.22	361	879	--  	     250045.17	
="601398"	工商银行	1.45	4.89	0.07	4.89	4.90	5396965	216	0.20	          0.20	4.84	4.97	4.83	4.82	     5.88	2645522688	  0.82	银行	北京	2.90	4.90	2785984	2610980	  1.07	6522	28517	--  	   26670016.00	
="000957"	中通客车	1.45	15.40	0.22	15.40	15.41	100044	1317	0.00	          4.20	15.25	15.80	15.18	15.18	     9.92	155436464	  0.84	汽车整车	山东	4.08	15.54	52841	47203	  1.12	1013	32	--  	      23847.91	
="600805"	悦达投资	1.40	12.29	0.17	12.27	12.29	302242	219	0.16	          3.56	12.21	12.45	12.09	12.12	    10.45	370810304	  1.21	综合类	江苏	2.97	12.27	144230	158012	  0.91	63	225	--  	      84920.21	
="600312"	平高电气	1.38	16.11	0.22	16.11	16.12	162819	12	0.12	          1.99	16.01	16.36	15.56	15.89	    32.32	262565184	  0.49	电气设备	河南	5.03	16.13	83430	79389	  1.05	252	305	--  	      81896.61	
="002271"	东方雨虹	1.29	35.30	0.45	35.25	35.30	32003	584	0.71	          1.47	34.64	36.38	34.60	34.85	    25.70	114171568	  1.03	其他建材	北京	5.11	35.68	15463	16539	  0.93	10	424	--  	      21825.31	
="000690"	宝新能源	1.13	6.27	0.07	6.26	6.27	252071	3478	0.31	          1.47	6.16	6.30	6.16	6.20	     9.75	157401232	  0.67	火力发电	广东	2.26	6.24	116490	135581	  0.86	966	6374	--  	     171265.66	
="000789"	万年青	1.07	13.25	0.14	13.24	13.25	114231	1496	-0.60	          2.79	13.48	13.62	13.19	13.11	    10.84	152230656	  1.20	水泥	江西	3.28	13.33	59647	54583	  1.09	30	408	--  	      40888.75	
="600060"	海信电器	0.96	12.59	0.12	12.59	12.60	693211	63	0.23	          5.30	12.46	12.92	12.42	12.47	    13.44	881683648	  1.64	家用电器	山东	4.01	12.72	331823	361387	  0.92	886	765	--  	     130848.13	
="601169"	北京银行	0.93	10.91	0.10	10.90	10.91	1352320	216	0.46	          1.51	10.91	11.16	10.73	10.81	     6.86	1483940352	  0.70	银行	北京	3.98	10.97	660530	691790	  0.95	532	54	--  	     896768.94	
="600377"	宁沪高速	0.71	7.13	0.05	7.11	7.13	59779	52	0.28	          0.16	7.07	7.13	7.06	7.08	    13.03	42447860	  0.48	路桥	江苏	0.99	7.10	27598	32181	  0.86	142	160	--  	     379275.53	
="600583"	海油工程	0.70	10.07	0.07	10.07	10.08	526529	1032	0.19	          1.30	10.06	10.18	9.95	10.00	    12.88	530079776	  0.41	石油开采	天津	2.30	10.07	261552	264977	  0.99	338	104	--  	     404901.41	
