代码	名称	涨幅%%	现价	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	
="300083"	劲胜精密	-1.02	25.19	-0.26	25.19	25.20	55849	98	-0.03	          6.36	25.40	25.40	24.40	25.45	   122.65	138533584	  1.04	元器件	广东	3.93	24.80	33119	22730	  1.46	95	152	--  	
="600223"	鲁商置业	-1.06	5.60	-0.06	5.60	5.61	262164	241	0.00	          2.62	5.66	5.88	5.49	5.66	    33.95	148873104	  1.55	区域地产	山东	6.89	5.68	164247	97916	  1.68	327	502	--  	
="000993"	闽东电力	-1.10	9.88	-0.11	9.88	9.89	48129	440	0.00	          1.29	10.00	10.03	9.77	9.99	    31.35	47496624	  0.75	水力发电	福建	2.60	9.87	28516	19612	  1.45	237	1216	--  	
="600731"	湖南海利	-1.17	9.27	-0.11	9.27	9.29	61826	12	0.43	          2.42	9.38	9.53	9.06	9.38	   577.97	57290456	  1.38	农药化肥	湖南	5.01	9.27	36722	25104	  1.46	92	178	--  	
="000021"	长城开发	-1.22	8.09	-0.10	8.09	8.10	395693	2965	0.37	          2.69	8.16	8.17	7.98	8.19	    65.08	318732128	  0.90	电脑设备	深圳	2.32	8.06	207391	188301	  1.10	1829	2379	--  	
="002075"	沙钢股份	-1.24	5.59	-0.07	5.59	5.60	449648	5007	0.35	          2.85	5.65	5.87	5.50	5.66	   126.28	254793152	  1.26	特钢	江苏	6.54	5.67	256178	193469	  1.32	23645	1959	--  	
="002557"	洽洽食品	-1.26	21.14	-0.27	21.13	21.14	65483	778	0.33	          1.94	21.57	21.57	20.88	21.41	    25.95	138196288	  0.56	食品	安徽	3.22	21.10	41182	24301	  1.69	275	103	--  	
="000605"	渤海股份	-1.30	19.01	-0.25	19.01	19.02	23579	116	0.05	          2.67	19.50	19.55	18.78	19.26	    94.52	44881764	  1.26	水务	北京	4.00	19.03	13545	10034	  1.35	18	101	--  	
="601288"	农业银行	-1.35	2.92	-0.04	2.92	2.93	12151751	3768	0.00	          0.43	2.97	3.04	2.87	2.96	     4.67	3592873472	  1.29	银行	北京	5.74	2.96	5529829	6621922	  0.84	620	19074	--  	
="600873"	梅花生物	-1.36	6.52	-0.09	6.51	6.53	481640	411	0.00	          1.55	6.55	6.64	6.42	6.61	    56.03	312631840	  1.06	食品	西藏	3.33	6.49	265853	215787	  1.23	265	728	--  	
="600400"	红豆股份	-1.44	6.15	-0.09	6.15	6.16	252634	9	0.49	          4.51	6.24	6.24	5.92	6.24	   111.55	153901008	  1.67	服饰	江苏	5.13	6.09	159025	93609	  1.70	200	697	--  	
="600783"	鲁信创投	-1.64	23.34	-0.39	23.34	23.35	466775	48	-0.55	          6.27	24.08	24.91	22.90	23.73	    40.84	1117762048	  1.29	矿物制品	山东	8.47	23.95	230669	236106	  0.98	369	102	--  	
="601166"	兴业银行	-1.67	12.38	-0.21	12.39	12.40	7273342	415	0.00	          4.50	12.62	13.00	12.22	12.59	     4.62	9187549184	  1.23	银行	福建	6.20	12.63	3684696	3588645	  1.03	3105	15905	--  	
="000089"	深圳机场	-1.72	5.71	-0.10	5.71	5.72	283895	1699	0.17	          1.68	5.77	5.86	5.59	5.81	    37.76	162749024	  1.12	机场	深圳	4.65	5.73	184843	99052	  1.87	1543	2690	--  	
="601398"	工商银行	-1.91	4.10	-0.08	4.09	4.10	6488923	2089	0.00	          0.25	4.16	4.26	4.08	4.18	     4.90	2697790464	  1.19	银行	北京	4.31	4.16	3140573	3348349	  0.94	16982	859	--  	
="002271"	东方雨虹	-2.19	32.23	-0.72	32.23	32.25	56696	422	0.09	          2.60	32.94	32.94	31.46	32.95	    23.46	182297680	  0.83	其他建材	北京	4.49	32.15	32774	23921	  1.37	94	32	--  	
="600000"	浦发银行	-2.25	12.58	-0.29	12.58	12.60	7305615	485	-0.07	          4.90	12.84	13.29	12.32	12.87	     5.06	9380076544	  1.25	银行	上海	7.54	12.84	3637443	3668171	  0.99	2108	5498	--  	
="002011"	盾安环境	-2.28	10.72	-0.25	10.71	10.72	455705	1429	0.09	          5.44	10.97	11.05	10.53	10.97	    59.27	489910400	  1.05	工程机械	浙江	4.74	10.75	273984	181720	  1.51	3322	2012	--  	
="002142"	宁波银行	-2.37	13.61	-0.33	13.61	13.62	1204579	7204	0.00	          4.19	13.80	14.26	13.39	13.94	     7.24	1672294912	  1.07	银行	浙江	6.24	13.88	622139	582439	  1.07	932	772	--  	
="300289"	利德曼	-2.51	34.89	-0.90	34.88	34.89	26532	160	0.20	          4.76	35.98	35.98	34.38	35.79	    62.53	92648104	  1.29	生物制药	北京	4.47	34.92	15869	10662	  1.49	81	49	--  	
="601939"	建设银行	-2.56	4.94	-0.13	4.94	4.95	4896123	1561	0.00	          5.10	5.11	5.20	4.88	5.07	     4.87	2477979136	  1.33	银行	北京	6.31	5.06	2561484	2334638	  1.10	921	6633	--  	
="600015"	华夏银行	-2.59	10.89	-0.29	10.90	10.91	3689159	32	-0.09	          5.69	11.18	11.70	10.70	11.18	     5.52	4128460800	  1.26	银行	北京	8.94	11.19	1758766	1930392	  0.91	455	5758	--  	
="601601"	中国太保	-2.61	24.24	-0.65	24.19	24.20	1321609	46	-0.04	          2.10	24.99	26.16	24.05	24.89	    18.39	3319894528	  1.27	保险	上海	8.48	25.12	673095	648514	  1.04	91	446	--  	
="002315"	焦点科技	-3.51	62.72	-2.28	62.61	62.72	42406	263	0.81	          7.04	64.40	64.70	60.50	65.00	    58.93	263806688	  0.99	互联网	江苏	6.46	62.21	22687	19719	  1.15	6	79	--  	
="601998"	中信银行	-3.60	6.43	-0.24	6.44	6.45	3551178	211	-0.92	          1.11	6.60	6.85	6.37	6.67	     6.99	2351961600	  1.06	银行	北京	7.20	6.62	1728476	1822702	  0.95	800	801	--  	
="601988"	中国银行	-4.21	3.41	-0.15	3.40	3.41	18009458	2446	0.29	          0.92	3.50	3.58	3.36	3.56	     6.23	6253702656	  2.00	银行	北京	6.18	3.47	6897852	11111606	  0.62	30769	18150	--  	
数据来源:通达信
