代码	名称	涨幅%%	现价	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%%	
="601818"	光大银行	10.14	3.80	0.35	3.80	--  	14555320	300	          0.00	          3.66	3.51	3.80	3.43	3.45	     5.70	5341157376	  2.41	银行	北京	10.72	
="600029"	南方航空	10.11	4.14	0.38	4.14	--  	3558599	100	          0.00	          5.07	4.07	4.14	4.02	3.76	    24.27	1465782528	  3.30	空运	广东	 3.19	
="601328"	交通银行	10.10	5.34	0.49	5.34	--  	9617226	365	          0.00	          2.94	4.88	5.34	4.84	4.85	     5.77	4947163648	  2.79	银行	上海	10.31	
="601998"	中信银行	10.09	6.11	0.56	6.11	--  	4184033	5	          0.00	          1.31	5.59	6.11	5.59	5.55	     6.64	2494598144	  2.49	银行	北京	 9.37	
="600657"	信达地产	10.09	5.13	0.47	5.13	--  	596633	25	          0.00	          3.91	4.64	5.13	4.62	4.66	    23.38	291116864	  1.84	全国地产	北京	10.94	
="603166"	福达股份	10.06	9.19	0.84	9.19	--  	122	10	          0.00	          0.03	9.19	9.19	9.19	8.35	    39.51	112118	  0.17	汽车配件	广西	 0.00	
="600015"	华夏银行	10.05	10.18	0.93	10.18	--  	3972063	69	          0.00	          6.12	9.28	10.18	9.21	9.25	     5.16	3884925696	  2.58	银行	北京	10.49	
="600415"	小商品城	10.05	10.73	0.98	10.73	--  	1096774	34	          0.00	          4.03	9.78	10.73	9.54	9.75	    68.23	1128252416	  1.27	商品城	浙江	12.21	
="000517"	荣安地产	10.05	9.53	0.87	9.52	9.53	251588	3925	          0.00	         11.31	8.70	9.53	8.69	8.66	    27.99	232714256	  3.39	区域地产	浙江	 9.70	
="600289"	亿阳信通	10.04	11.62	1.06	11.62	--  	624776	15	          0.00	         11.01	10.86	11.62	10.77	10.56	  1285.54	712525824	  2.84	软件服务	黑龙江	 8.05	
="600547"	山东黄金	10.03	18.21	1.66	18.21	--  	19248	10	          0.00	          0.14	18.21	18.21	18.21	16.55	    32.86	35052356	  0.09	黄金	山东	 0.00	
="600291"	西水股份	10.03	18.76	1.71	18.76	--  	249827	5	          0.00	          6.51	18.18	18.76	18.00	17.05	    23.52	464848992	  1.32	水泥	内蒙	 4.46	
="000713"	丰乐种业	10.03	8.56	0.78	8.56	--  	4289	1	          0.00	          0.14	8.56	8.56	8.56	7.78	--  	3671863	  0.30	种植业	安徽	 0.00	
="002142"	宁波银行	10.02	13.61	1.24	13.61	--  	1272519	14669	          0.00	          4.43	12.30	13.61	12.15	12.37	     7.24	1653096832	  1.71	银行	浙江	11.80	
="000939"	凯迪电力	10.02	9.99	0.91	9.99	--  	13446	8	          0.00	          0.14	9.99	9.99	9.99	9.08	    54.03	13433223	  0.09	火力发电	湖北	 0.00	
="600115"	东方航空	10.02	5.27	0.48	5.27	--  	3170822	6	          0.00	          4.07	5.27	5.27	5.13	4.79	    24.34	1662133760	  3.27	空运	上海	 2.92	
="300339"	润和软件	10.02	27.24	2.48	27.24	--  	102947	42	          0.00	          7.98	24.17	27.24	24.17	24.76	    97.70	270714144	  2.41	软件服务	江苏	12.40	
="603019"	中科曙光	10.02	35.04	3.19	35.04	--  	4671	5	          0.00	          0.62	35.04	35.04	35.04	31.85	   266.24	16368060	  1.77	电脑设备	天津	 0.00	
="000636"	风华高科	10.01	9.34	0.85	9.34	--  	643999	327	          0.00	          9.60	8.85	9.34	8.73	8.49	    89.82	589712896	  2.92	元器件	广东	 7.18	
="601216"	内蒙君正	10.01	10.44	0.95	10.44	--  	691518	56	          0.00	          3.38	9.60	10.44	9.45	9.49	    26.81	692316416	  1.08	化工原料	内蒙	10.43	
="000158"	常山股份	10.01	11.21	1.02	11.21	--  	408134	20	          0.00	          5.68	10.44	11.21	10.26	10.19	--  	446948992	  2.08	纺织	河北	 9.32	
="300377"	赢时胜	10.01	63.77	5.80	63.77	--  	61727	7	          0.00	         22.28	58.14	63.77	56.80	57.97	   594.08	372828128	  1.18	软件服务	深圳	12.02	
="300399"	京天利	10.01	63.88	5.81	63.88	--  	73736	82	          0.00	         36.87	60.66	63.88	59.50	58.07	   141.36	458078304	  2.40	互联网	北京	 7.54	
="002657"	中科金财	10.00	64.99	5.91	64.99	--  	48231	33	          0.00	          7.55	58.84	64.99	56.70	59.08	   150.79	299754208	  1.24	软件服务	北京	14.03	
="300348"	长亮科技	10.00	102.49	9.32	102.48	102.49	10503	247	          0.03	          8.08	96.80	102.49	95.01	93.17	   211.51	104700536	  1.29	软件服务	深圳	 8.03	
="300085"	银之杰	10.00	44.87	4.08	44.87	--  	35254	2	          0.00	          2.83	40.43	44.87	40.33	40.79	  2408.13	152954912	  0.89	软件服务	深圳	11.13	
="300279"	和晶科技	10.00	30.47	2.77	30.47	--  	87926	34	          0.00	         15.48	27.19	30.47	26.70	27.70	   149.66	254682208	  1.13	元器件	江苏	13.61	
="000622"	恒立实业	10.00	9.24	0.84	9.24	--  	168283	1053	          0.00	          6.16	8.40	9.24	8.30	8.40	--  	150113872	  1.31	汽车配件	湖南	11.19	
="600221"	海南航空	10.00	2.86	0.26	2.86	--  	12116616	1165	          0.00	         10.26	2.78	2.86	2.75	2.60	    13.84	3424391936	  3.85	空运	海南	 4.23	
="300178"	腾邦国际	10.00	35.53	3.23	35.53	--  	105809	42	          0.00	          6.81	32.40	35.53	32.18	32.30	    69.09	369801664	  0.98	旅游服务	深圳	10.37	
="002667"	鞍重股份	10.00	39.82	3.62	39.82	--  	35217	60	          0.00	         12.59	36.05	39.82	36.01	36.20	    59.00	136290368	  1.79	工程机械	辽宁	10.52	
="002496"	辉丰股份	10.00	24.53	2.23	24.53	--  	224604	35	          0.00	         12.17	23.55	24.53	23.23	22.30	    37.45	541786240	  2.94	农药化肥	江苏	 5.83	
="600200"	江苏吴中	10.00	13.09	1.19	13.09	--  	18059	1	          0.00	          0.35	13.09	13.09	13.09	11.90	   270.24	23640528	  0.16	生物制药	江苏	 0.00	
="002315"	焦点科技	10.00	65.35	5.94	65.35	--  	55701	66	          0.00	          9.25	59.58	65.35	59.55	59.41	    61.40	352728832	  1.42	互联网	江苏	 9.76	
="300233"	金城医药	10.00	41.92	3.81	41.92	--  	39261	1111	          0.02	          3.24	38.70	41.92	38.01	38.11	    52.12	159479504	  2.77	化学制药	山东	10.26	
="603169"	兰石重装	10.00	26.08	2.37	26.08	--  	565923	203	          0.00	         56.59	22.45	26.08	22.08	23.71	   243.05	1348160512	  1.51	专用机械	甘肃	16.87	
="603011"	合锻股份	10.00	25.64	2.33	25.64	--  	11161	2	          0.00	          2.48	25.64	25.64	25.64	23.31	   172.42	28617804	  2.21	机床制造	安徽	 0.00	
="300326"	凯利泰	9.99	34.34	3.12	34.34	--  	34873	17	          0.00	          6.94	34.34	34.34	34.34	31.22	   104.70	119755392	  3.23	医疗保健	上海	 0.00	
