代码	名称	涨幅%%	现价	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	流通股本	
="000507"	珠海港	9.09	7.68	0.64	7.67	7.68	1031013	11933	          0.26	         13.35	7.05	7.74	6.95	7.04	--  	764577920	  1.31	港口	广东	11.22	7.42	426398	604615	  0.71	1658	5891	--  	      77214.38	
="000088"	盐 田 港	7.63	8.61	0.61	8.61	8.62	748797	13641	          0.93	          3.86	8.01	8.66	7.90	8.00	    36.35	625971776	  1.63	港口	深圳	 9.50	8.36	320556	428241	  0.75	927	2745	--  	     194212.78	
="002531"	天顺风能	7.36	15.02	1.03	15.02	15.03	125600	815	          0.00	          3.06	13.98	15.39	13.98	13.99	    33.16	188221648	  5.51	电气设备	江苏	10.08	14.99	59948	65652	  0.91	1469	287	--  	      41060.92	
="600483"	福能股份	5.35	10.43	0.53	10.40	10.42	122698	15	         -0.09	          4.25	9.99	10.49	9.86	9.90	    18.29	126541840	  1.07	火力发电	福建	 6.36	10.31	43379	79319	  0.55	99	677	--  	      28848.36	
="600897"	厦门空港	5.10	22.27	1.08	22.26	22.28	108930	41	          0.49	          3.66	21.18	22.87	21.00	21.19	    13.76	238320192	  2.02	机场	福建	 8.82	21.88	44544	64386	  0.69	36	12	--  	      29781.00	
="600083"	博信股份	5.06	11.21	0.54	11.21	11.22	38077	4	          0.08	          1.68	10.71	11.26	10.65	10.67	   609.99	41971016	  1.05	元器件	广东	 5.72	11.02	13606	24471	  0.56	288	487	--  	      22598.08	
="600153"	建发股份	4.61	7.94	0.35	7.94	7.95	1100902	44	          0.37	          3.88	7.62	7.97	7.58	7.59	    10.73	857079616	  1.88	商贸代理	福建	 5.14	7.79	444122	656780	  0.68	961	6129	--  	     283520.06	
="000016"	深康佳Ａ	4.58	6.40	0.28	6.40	6.41	201151	2343	          0.15	          3.35	6.12	6.47	6.10	6.12	   121.46	127522264	  1.18	家用电器	深圳	 6.05	6.34	73524	127627	  0.58	319	874	--  	      59991.50	
="600683"	京投银泰	4.43	6.36	0.27	6.35	6.36	134914	30	          0.47	          1.82	6.05	6.45	6.00	6.09	--  	84360056	  1.93	区域地产	浙江	 7.39	6.25	53018	81896	  0.65	754	338	--  	      74077.75	
="002470"	金正大	4.32	27.75	1.15	27.75	27.76	67138	1013	          0.21	          1.13	26.57	27.97	26.57	26.60	    17.88	184517152	  1.25	农药化肥	山东	 5.26	27.48	24743	42395	  0.58	19	32	--  	      59254.00	
="600082"	海泰发展	4.29	6.80	0.28	6.79	6.80	332060	57	          0.14	          5.27	6.50	6.86	6.47	6.52	    60.15	222156816	  1.42	园区开发	天津	 5.98	6.69	137234	194826	  0.70	174	2868	--  	      62998.89	
="601137"	博威合金	3.48	21.12	0.71	21.10	21.11	75014	127	          0.38	          3.49	20.18	21.15	19.60	20.41	    67.12	154062960	  1.35	铜	浙江	 7.59	20.54	17816	57198	  0.31	26	35	--  	      21500.00	
="600875"	东方电气	3.35	16.68	0.54	16.67	16.68	407102	5	         -0.05	          2.45	16.15	16.83	16.05	16.14	    23.01	673113536	  1.10	电气设备	四川	 4.83	16.53	180995	226107	  0.80	30	212	--  	     166386.00	
="000701"	厦门信达	3.33	12.40	0.40	12.40	12.41	121980	1731	          0.08	          5.08	12.12	12.50	12.04	12.00	    43.67	149936768	  2.13	综合类	福建	 3.83	12.29	60298	61682	  0.98	551	760	--  	      24024.32	
="000632"	三木集团	3.28	6.61	0.21	6.61	6.62	166985	1313	          0.00	          3.59	6.37	6.68	6.34	6.40	   406.86	109375832	  1.48	综合类	福建	 5.31	6.55	76030	90955	  0.84	589	1447	--  	      46505.91	
="000897"	津滨发展	3.10	6.98	0.21	6.98	6.99	1092366	23707	          0.14	          6.76	6.70	7.03	6.65	6.77	   372.91	749186560	  1.55	区域地产	天津	 5.61	6.86	449531	642835	  0.70	255	9769	--  	     161708.06	
="600615"	丰华股份	3.05	13.84	0.41	13.85	13.86	97150	62	          0.14	          5.18	13.34	14.10	13.32	13.43	   178.49	133619440	  2.26	区域地产	上海	 5.81	13.75	46482	50668	  0.92	138	172	--  	      18762.44	
="600802"	福建水泥	2.97	8.32	0.24	8.31	8.32	115054	5	          0.24	          3.01	8.08	8.35	8.07	8.08	--  	94589008	  0.96	水泥	福建	 3.47	8.22	48287	66767	  0.72	1798	20	--  	      38187.37	
="002700"	新疆浩源	2.65	24.79	0.64	24.78	24.79	56245	1069	          0.04	          5.88	24.15	24.90	24.01	24.15	    55.75	138001744	  0.89	供气供热	新疆	 3.69	24.54	25557	30688	  0.83	176	103	--  	       9564.16	
="000672"	上峰水泥	2.51	7.76	0.19	7.76	7.77	120852	1915	          0.12	          5.74	7.82	8.17	7.72	7.57	    15.70	95282816	  1.89	水泥	甘肃	 5.94	7.88	55630	65222	  0.85	504	1011	--  	      21069.01	
="600120"	浙江东方	2.14	17.18	0.36	17.15	17.17	180115	32	          0.29	          3.56	16.78	17.50	16.65	16.82	    16.05	309748800	  0.87	商贸代理	浙江	 5.05	17.20	74500	105615	  0.71	310	269	--  	      50547.33	
="600354"	敦煌种业	1.96	8.31	0.16	8.31	8.32	190372	84	          0.12	          4.25	8.14	8.35	8.02	8.15	--  	156882656	  0.61	种植业	甘肃	 4.05	8.24	89657	100715	  0.89	42	981	--  	      44780.21	
