代码	名称	涨幅%%	现价	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	流通股本(万)	
="000586"	汇源通信	10.03	12.72	1.16	12.72	--  	283132	25	0.00	         14.64	11.93	12.72	11.77	11.56	   698.28	351243424	  1.68	通信设备	四川	8.22	12.41	134562	148569	  0.91	3697	0	--  	      19344.00	
="601069"	西部黄金	10.03	16.12	1.47	16.12	--  	1019068	10	0.00	         80.88	14.44	16.12	13.35	14.65	   160.16	1517719168	 25.27	黄金	新疆	18.91	14.89	534982	484085	  1.11	27617	0	--  	      12600.00	
="000717"	韶钢松山	10.03	3.51	0.32	3.51	--  	612980	1137	0.00	          5.43	3.19	3.51	3.19	3.19	--  	209228192	  1.26	钢加工	广东	10.03	3.41	270730	342249	  0.79	106298	0	--  	     112803.64	
="601519"	大智慧	10.02	18.78	1.71	18.78	--  	410832	9	0.00	          2.07	18.78	18.78	18.78	17.07	   349.12	771542912	  5.09	软件服务	上海	0.00	18.78	324950	85882	  3.78	582629	0	--  	     198770.00	
="002673"	西部证券	10.02	32.07	2.92	32.07	--  	479633	736	0.00	          6.98	29.34	32.07	29.34	29.15	    68.59	1498787328	  2.07	证券	陕西	9.37	31.25	205331	274301	  0.75	106578	0	--  	      68761.11	
="300213"	佳讯飞鸿	10.02	28.34	2.58	28.34	--  	48800	237	0.21	          4.06	25.60	28.34	25.10	25.76	   106.71	133875304	  1.82	通信设备	北京	12.58	27.43	19872	28927	  0.69	10076	0	--  	      12031.41	
="601567"	三星电气	10.01	22.96	2.09	22.96	--  	25815	50	0.00	          0.75	20.80	22.96	20.51	20.87	    34.15	58722656	  1.76	电器仪表	浙江	11.74	22.75	16976	8838	  1.92	8197	0	--  	      34425.00	
="002351"	漫步者	10.01	19.56	1.78	19.56	--  	92715	4697	1.92	          7.00	17.80	19.56	17.80	17.78	    60.40	175548192	  2.02	电脑设备	深圳	9.90	18.93	39261	53453	  0.73	15326	0	--  	      13240.05	
="603799"	华友钴业	10.01	13.41	1.22	13.41	--  	23028	10	0.00	          2.53	13.41	13.41	13.41	12.19	    45.54	30880080	 13.71	小金属	浙江	0.00	13.41	21529	1498	 14.37	186461	0	--  	       9100.00	
="600559"	老白干酒	10.01	49.47	4.50	49.47	--  	50465	10	1.10	          3.60	44.99	49.47	44.95	44.97	   117.11	238812336	  3.50	白酒	河北	10.05	47.32	23511	26953	  0.87	825	0	--  	      14000.00	
="002469"	三维工程	10.01	20.23	1.84	20.23	--  	435481	454	0.00	         17.28	19.01	20.23	18.31	18.39	    50.21	850628544	  2.40	建筑施工	山东	10.44	19.53	275031	160450	  1.71	90503	0	--  	      25195.47	
="300364"	中文在线	10.00	33.88	3.08	33.88	--  	64539	271	0.00	         21.51	33.88	33.88	33.88	30.80	    89.16	218659520	  7.08	出版业	北京	0.00	33.88	52817	11722	  4.51	76903	0	--  	       3000.00	
="002396"	星网锐捷	10.00	30.04	2.73	30.04	--  	196210	210	0.00	          5.59	30.04	30.04	28.70	27.31	    57.93	588163264	  3.09	通信设备	福建	4.91	29.98	157737	38472	  4.10	36842	0	--  	      35106.00	
="600962"	国投中鲁	9.99	16.51	1.50	16.51	--  	101111	5	0.00	          3.98	15.00	16.51	15.00	15.01	--  	164272192	  1.86	软饮料	北京	10.06	16.25	46981	54129	  0.87	6536	0	--  	      25402.00	
="002178"	延华智能	9.99	17.95	1.63	17.95	--  	330497	463	0.00	         10.61	16.10	17.95	16.03	16.32	   123.81	580558528	  1.77	建筑施工	上海	11.76	17.57	142107	188389	  0.75	29404	0	--  	      31137.69	
="600318"	巢东股份	9.98	13.55	1.23	13.55	--  	8312	4	0.00	          0.34	13.55	13.55	13.55	12.32	    21.69	11262841	  0.22	水泥	安徽	0.00	13.55	6286	2026	  3.10	95668	0	--  	      24200.00	
="600681"	万鸿集团	9.95	9.06	0.82	9.05	9.06	181993	19	0.66	          7.38	8.24	9.06	8.13	8.24	  5856.03	162401952	  3.66	装修装饰	湖北	11.29	8.92	90305	91687	  0.98	520	944	--  	      24655.36	
="002135"	东南网架	9.95	6.08	0.55	6.08	--  	270966	307	0.00	          4.04	5.68	6.08	5.61	5.53	    57.24	162083408	  1.84	建筑施工	浙江	8.50	5.98	114232	156734	  0.73	87822	0	--  	      67119.45	
