代码	名称	涨幅%%	现价	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	流通股本(万)	
="600863"	内蒙华电	10.12	4.68	0.43	4.68	--  	4834286	113	0.00	         18.32	4.31	4.68	4.31	4.25	    15.61	2216450816	  2.78	火力发电	内蒙	8.71	4.58	2185915	2648370	  0.83	9388	0	--  	     263910.44	
="601991"	大唐发电	10.05	6.79	0.62	6.79	--  	2091627	15	0.00	          2.09	6.35	6.79	6.35	6.17	    18.50	1409099264	  2.53	火力发电	北京	7.13	6.74	1330213	761413	  1.75	35953	0	--  	     999436.00	
="000966"	长源电力	10.03	13.38	1.22	13.37	13.38	417927	4892	0.75	          7.54	12.40	13.38	12.40	12.16	     8.94	546616896	  2.43	火力发电	湖北	8.06	13.08	167775	250151	  0.67	873	6834	--  	      55414.19	
="600525"	长园集团	10.03	13.71	1.25	13.71	--  	426523	10	0.00	          4.94	13.69	13.71	13.02	12.46	    35.00	582715008	  3.98	电气设备	深圳	5.54	13.66	208226	218296	  0.95	27478	0	--  	      86351.00	
="000767"	漳泽电力	10.02	4.83	0.44	4.83	--  	1486317	1222	0.00	          9.44	4.43	4.83	4.43	4.39	    25.58	710174656	  3.13	火力发电	山西	9.11	4.78	852519	633798	  1.35	67138	0	--  	     157371.63	
="600108"	亚盛集团	10.01	11.32	1.03	11.32	--  	3502644	15	0.00	         17.99	10.85	11.32	10.40	10.29	    91.28	3840633088	  2.90	农业综合	甘肃	8.94	10.96	1690726	1811918	  0.93	35331	0	--  	     194691.52	
="601600"	中国铝业	10.00	6.38	0.58	6.38	--  	5079800	55	0.00	          5.30	6.38	6.38	6.07	5.80	--  	3210326272	  2.93	铝	北京	5.34	6.32	3278936	1800864	  1.82	86366	0	--  	     958052.19	
="600886"	国投电力	10.00	10.67	0.97	10.66	10.67	3616519	1062	0.00	          5.33	9.88	10.67	9.88	9.70	    11.70	3798314752	  3.38	水力发电	甘肃	8.14	10.50	1792787	1823731	  0.98	6524	1283	--  	     678602.31	
="600795"	国电电力	10.00	4.51	0.41	4.51	--  	17129252	102	0.00	         11.13	4.34	4.51	4.34	4.10	    11.39	7674621440	  2.25	火力发电	辽宁	4.15	4.48	10958207	6171044	  1.78	684060	0	--  	    1539514.88	
="600275"	武昌鱼	10.00	5.83	0.53	5.83	--  	242786	68	0.51	          4.77	5.25	5.83	5.18	5.30	--  	133910272	  2.47	农业综合	湖北	12.26	5.52	106556	136230	  0.78	6865	0	--  	      50883.71	
="600096"	云天化	9.99	12.44	1.13	12.44	--  	717972	36	0.00	         13.77	11.66	12.44	11.36	11.31	--  	866610112	  1.88	农药化肥	云南	9.55	12.07	328064	389908	  0.84	3489	0	--  	      52126.35	
="601898"	中煤能源	9.99	7.38	0.67	7.38	--  	2814197	10	0.00	          3.07	6.90	7.38	6.80	6.71	   111.33	2027836800	  2.86	煤炭开采	北京	8.64	7.21	1323233	1490963	  0.89	43969	0	--  	     915200.06	
="600027"	华电国际	9.99	7.38	0.67	7.38	--  	1718936	64	0.00	          2.92	6.99	7.38	6.99	6.71	    11.47	1260005120	  1.28	火力发电	山东	5.81	7.33	1192109	526827	  2.26	399776	0	--  	     588005.63	
="600705"	中航资本	9.98	20.71	1.88	20.71	--  	4538	10	0.00	          0.06	20.71	20.71	20.71	18.83	    19.58	9397908	  0.02	多元金融	黑龙江	0.00	20.71	4463	74	 60.31	524353	0	--  	      74464.21	
="000408"	金谷源	9.98	6.50	0.59	6.50	--  	3111	14	0.00	          0.12	6.50	6.50	6.50	5.91	--  	2021955	  0.29	商贸代理	河北	0.00	6.50	3083	27	114.19	257636	0	--  	      25230.06	
="300341"	麦迪电气	9.98	12.34	1.12	12.34	--  	133475	34	0.00	         18.32	12.34	12.34	11.22	11.22	    56.47	162053008	  4.79	电气设备	福建	9.98	12.14	81681	51793	  1.58	8890	0	--  	       7286.64	
="000998"	隆平高科	9.98	22.59	2.05	22.59	--  	941525	4824	0.04	         11.33	20.98	22.59	20.60	20.54	   145.43	2030044800	  3.02	种植业	湖南	9.69	21.56	423304	518221	  0.82	15536	0	--  	      83123.59	
="600113"	浙江东日	9.98	9.15	0.83	9.15	--  	2164	6	0.00	          0.07	9.15	9.15	9.15	8.32	   170.69	1980371	  0.02	区域地产	浙江	0.00	9.15	2149	15	143.27	86310	0	--  	      31860.00	
="000983"	西山煤电	9.98	8.82	0.80	8.82	--  	2416772	10919	0.00	          7.67	8.13	8.82	8.00	8.02	    60.84	2079776000	  3.09	煤炭开采	山西	10.22	8.61	1260605	1156167	  1.09	10672	0	--  	     315117.00	
="000713"	丰乐种业	9.97	11.25	1.02	11.25	--  	317171	1276	0.00	         10.61	10.18	11.25	9.85	10.23	--  	334765408	  2.40	种植业	安徽	13.69	10.55	152829	164342	  0.93	41585	0	--  	      29887.35	
="601186"	中国铁建	9.97	14.34	1.30	14.34	--  	2556846	157	0.00	          2.49	14.34	14.34	14.24	13.04	    17.70	3666251008	  1.82	建筑施工	北京	0.77	14.34	2251234	305612	  7.37	554607	0	--  	    1026124.56	
="600011"	华能国际	9.96	9.27	0.84	9.27	--  	2350881	62	0.00	          2.24	8.61	9.27	8.61	8.43	    10.03	2156868352	  2.21	火力发电	北京	7.83	9.17	1310423	1040457	  1.26	19640	0	--  	    1050000.00	
="600853"	龙建股份	9.96	5.63	0.51	5.63	--  	1332164	5	0.17	         24.82	5.40	5.63	5.27	5.12	   167.85	739190272	  3.81	建筑施工	黑龙江	7.03	5.55	506021	826142	  0.61	4258	0	--  	      53680.76	
="002239"	金 飞 达	9.96	5.52	0.50	5.52	--  	3232	53	0.00	          0.08	5.52	5.52	5.52	5.02	   226.34	1784031	  0.06	服饰	江苏	0.00	5.52	2814	417	  6.75	159271	0	--  	      42210.00	
="600808"	马钢股份	9.95	4.31	0.39	4.31	--  	5897847	5	0.00	          9.88	4.13	4.31	4.01	3.92	--  	2500925184	  2.02	普钢	安徽	7.65	4.24	2714528	3183318	  0.85	111225	0	--  	     596775.13	
="000875"	吉电股份	9.91	5.10	0.46	5.10	--  	1234653	2423	0.00	         18.71	4.72	5.10	4.71	4.64	   550.35	614320512	  3.51	火力发电	吉林	8.41	4.98	686988	547665	  1.25	16080	0	--  	      66003.21	
="601988"	中国银行	9.89	3.89	0.35	3.89	--  	35748324	223	0.00	          1.82	3.66	3.89	3.60	3.54	     7.11	13681318912	  3.13	银行	北京	8.19	3.83	20364872	15383451	  1.32	619362	0	--  	   19591296.00	
="601288"	农业银行	9.88	3.56	0.32	3.56	--  	23626924	100	0.28	          0.83	3.29	3.56	3.27	3.24	     5.69	8248902656	  2.57	银行	北京	8.95	3.49	10634505	12992418	  0.82	19964	0	--  	   28416352.00	
="600227"	赤天化	9.86	3.12	0.28	3.12	--  	8643	100	0.00	          0.09	3.12	3.12	3.12	2.84	--  	2696504	  0.11	农药化肥	贵州	0.00	3.12	8589	53	162.06	1084685	0	--  	      95039.25	
="600578"	京能电力	9.46	6.94	0.60	6.95	6.96	1712979	1488	2.05	          7.59	6.42	6.96	6.29	6.34	    11.21	1149357312	  1.81	火力发电	北京	10.57	6.71	786922	926056	  0.85	3264	11435	--  	     225731.70	
="600801"	华新水泥	9.25	10.51	0.89	10.50	10.51	854012	16	0.76	          8.79	9.80	10.58	9.80	9.62	    14.47	885530624	  3.08	水泥	湖北	8.11	10.37	426712	427299	  1.00	30	13	--  	      97167.99	
="600016"	民生银行	9.14	10.51	0.88	10.50	10.51	19069532	396	0.57	          7.04	9.49	10.58	9.43	9.63	     7.30	19578636288	  1.51	银行	北京	11.94	10.27	10297953	8771579	  1.17	22391	877	--  	    2710607.50	
="600726"	华电能源	9.13	5.14	0.43	5.14	5.15	961282	34	0.78	         13.34	4.78	5.18	4.74	4.71	    39.71	479445248	  3.63	火力发电	黑龙江	9.34	4.99	417249	544032	  0.77	1456	2844	--  	      72058.04	
="600158"	中体产业	8.98	20.39	1.68	20.43	20.44	1177868	40	-0.04	         17.91	19.42	20.58	18.75	18.71	   195.25	2346716928	  1.75	文教休闲	天津	9.78	19.92	583279	594589	  0.98	100	66	--  	      65749.53	
="600348"	阳泉煤业	8.64	9.43	0.75	9.39	9.40	1623526	611	0.85	          6.75	8.66	9.55	8.60	8.68	    40.27	1496149888	  2.75	煤炭开采	山西	10.94	9.22	805634	817892	  0.99	9547	494	--  	     240500.00	
="600354"	敦煌种业	8.54	10.17	0.80	10.08	10.09	726041	115	0.99	         16.21	9.52	10.29	8.91	9.37	--  	699203584	  2.41	种植业	甘肃	14.73	9.63	324106	401935	  0.81	760	602	--  	      44780.21	
="601939"	建设银行	8.21	6.59	0.50	6.58	6.59	10794105	594	-0.30	         11.25	6.13	6.70	6.04	6.09	     6.49	6987803136	  2.08	银行	北京	10.84	6.47	4953953	5840152	  0.85	2456	1380	--  	     959365.75	
="601233"	桐昆股份	8.19	9.78	0.74	9.71	9.72	352638	15	0.30	          3.68	9.00	9.90	8.91	9.04	   414.36	332886176	  2.07	化纤	浙江	10.95	9.44	158193	194445	  0.81	19	21	--  	      95927.07	
="601118"	海南橡胶	8.12	10.39	0.78	10.39	10.40	2534000	372	0.48	          6.45	10.00	10.50	9.58	9.61	  3778.85	2547753728	  2.95	橡胶	海南	9.57	10.05	1188118	1345881	  0.88	714	7320	--  	     393117.16	
="601899"	紫金矿业	8.11	3.60	0.27	3.60	3.61	11057832	488	0.55	          7.00	3.35	3.66	3.35	3.33	    29.68	3850760192	  2.74	黄金	福建	9.31	3.48	4266895	6790936	  0.63	16394	14793	--  	    1580380.38	
="002677"	浙江美大	7.92	19.90	1.46	19.90	19.92	114214	984	0.30	         22.84	19.58	20.28	18.99	18.44	    36.23	225638336	  6.10	家用电器	浙江	7.00	19.76	49077	65137	  0.75	735	40	--  	       5000.00	
="600900"	长江电力	7.81	11.04	0.80	11.05	11.06	2356183	19	0.09	          2.42	10.55	11.26	10.55	10.24	    14.46	2574454016	  2.82	水力发电	北京	6.93	10.93	1081669	1274514	  0.85	159	135	--  	     974594.13	
="000401"	冀东水泥	7.75	12.24	0.88	12.24	12.25	529670	2787	0.24	          4.37	11.57	12.50	11.50	11.36	   596.42	644539712	  2.58	水泥	河北	8.80	12.17	209358	320311	  0.65	350	1151	--  	     121233.36	
="300056"	三维丝	7.57	22.46	1.58	22.45	22.46	198143	1718	0.08	         17.41	20.88	22.97	20.08	20.88	    80.47	441259200	  2.01	专用机械	福建	13.84	22.27	117290	80852	  1.45	274	469	--  	      11381.00	
="000539"	粤电力Ａ	7.46	8.36	0.58	8.36	8.37	696626	5158	0.00	          3.27	7.92	8.50	7.83	7.78	    10.87	575159232	  2.00	火力发电	广东	8.61	8.26	328969	367657	  0.89	773	1105	--  	     212769.03	
="600359"	新农开发	7.23	13.05	0.88	13.05	13.08	250644	338	1.24	          7.81	12.37	13.20	11.80	12.17	--  	315163488	  2.53	农业综合	新疆	11.50	12.57	120332	130312	  0.92	11	123	--  	      32100.00	
