代码	名称	涨幅%%	现价	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	流通股本(万)	
="600652"	爱使股份	10.07	8.31	0.76	8.31	--  	1029186	57	0.00	         18.48	7.51	8.31	7.41	7.55	--  	824952256	  4.05	煤炭开采	上海	11.92	8.02	432311	596874	  0.72	283646	0	--  	      55700.26	
="603799"	华友钴业	10.02	12.19	1.11	12.19	--  	7004	5	0.00	          0.77	12.19	12.19	12.19	11.08	    41.40	8537876	 29.18	小金属	浙江	0.00	12.19	6885	119	 57.86	211813	0	--  	       9100.00	
="300173"	松德股份	10.02	24.71	2.25	24.71	--  	54501	250	0.00	          4.81	22.59	24.71	22.57	22.46	  1088.54	132286776	  3.34	轻工机械	广东	9.53	24.27	22759	31742	  0.72	16099	0	--  	      11323.00	
="002308"	威创股份	10.01	10.99	1.00	10.99	--  	428479	1981	0.00	          5.13	10.88	10.99	10.64	9.99	   133.12	468683328	  3.52	电脑设备	广东	3.50	10.94	317497	110982	  2.86	76717	0	--  	      83550.63	
="300350"	华鹏飞	10.01	42.22	3.84	42.22	--  	90955	265	0.00	         37.71	41.00	42.22	40.00	38.38	   112.00	376998688	 18.05	仓储物流	深圳	5.78	41.45	69594	21361	  3.26	29177	0	--  	       2412.05	
="300216"	千山药机	10.00	45.74	4.16	45.74	--  	95663	65	0.00	          7.84	41.19	45.74	41.16	41.58	   118.03	420577568	  1.70	医疗保健	湖南	11.01	43.96	44555	51107	  0.87	10201	0	--  	      12195.49	
="000028"	国药一致	10.00	52.56	4.78	52.56	--  	25773	113	0.00	          1.10	48.50	52.56	48.50	47.78	    28.27	135329584	  1.56	医药商业	深圳	8.50	52.51	25251	522	 48.37	21840	0	--  	      23326.17	
="600511"	国药股份	10.00	34.31	3.12	34.31	--  	118435	13	0.00	          4.27	34.31	34.31	33.40	31.19	    32.87	405283360	  2.90	医药商业	北京	2.92	34.22	89910	28525	  3.15	21276	0	--  	      27764.33	
="300419"	浩丰科技	10.00	118.35	10.76	118.35	--  	82713	66	0.00	         80.30	113.50	118.35	100.02	107.59	    90.40	914853568	 86.16	软件服务	北京	17.04	110.61	42066	40646	  1.03	5549	0	--  	       1030.00	
="600889"	南京化纤	10.00	9.90	0.90	9.90	--  	200208	5	0.00	          6.52	8.91	9.90	8.91	9.00	--  	192825696	  1.93	化纤	江苏	11.00	9.63	76967	123241	  0.62	38422	0	--  	      30706.92	
="600318"	巢东股份	10.00	12.32	1.12	12.32	--  	16357	5	0.00	          0.68	12.32	12.32	12.32	11.20	    19.72	20151356	  0.39	水泥	安徽	0.00	12.32	16316	40	407.90	90178	0	--  	      24200.00	
="300364"	中文在线	10.00	30.80	2.80	30.80	--  	41492	948	0.00	         13.83	30.80	30.80	30.80	28.00	    81.06	127795696	 43.22	出版业	北京	0.00	30.80	40641	851	 47.76	93189	0	--  	       3000.00	
="002112"	三变科技	10.00	11.55	1.05	11.55	--  	127359	3253	0.00	          6.81	10.50	11.55	10.43	10.50	   187.95	141717568	  7.47	电气设备	浙江	10.67	11.13	48518	78841	  0.62	2620	0	--  	      18706.90	
="000977"	浪潮信息	10.00	49.83	4.53	49.83	--  	198500	376	0.00	          4.62	49.83	49.83	47.50	45.30	    93.20	986394496	  2.38	电脑设备	山东	5.14	49.69	126664	71836	  1.76	28844	0	--  	      43000.00	
="002739"	万达院线	10.00	87.70	7.97	87.70	--  	337179	1033	0.00	         56.20	87.70	87.70	85.00	79.73	    61.33	2948078592	175.61	影视音像	北京	3.39	87.43	299941	37237	  8.05	45063	0	--  	       6000.00	
="000586"	汇源通信	9.99	11.56	1.05	11.56	--  	156546	55	0.00	          8.09	10.50	11.56	10.42	10.51	   634.60	174812400	  1.09	通信设备	四川	10.85	11.17	69456	87090	  0.80	60973	0	--  	      19344.00	
="002577"	雷柏科技	9.99	39.20	3.56	39.20	--  	178903	68	0.00	          6.32	37.42	39.20	37.15	35.64	   127.52	692052480	  4.36	电脑设备	深圳	5.75	38.68	84056	94847	  0.89	32720	0	--  	      28288.00	
="002469"	三维工程	9.99	18.39	1.67	18.39	--  	128958	297	0.00	          5.12	18.39	18.39	18.39	16.72	    45.64	237153728	  0.60	建筑施工	山东	0.00	18.39	101491	27466	  3.70	96294	0	--  	      25195.47	
="601519"	大智慧	9.99	17.07	1.55	17.07	--  	294624	58	0.00	          1.48	17.07	17.07	17.07	15.52	   317.33	502922656	 11.06	软件服务	上海	0.00	17.07	286774	7849	 36.54	778844	0	--  	     198770.00	
="603601"	再升科技	9.99	32.49	2.95	32.49	--  	78912	5	0.00	         46.42	32.49	32.49	32.20	29.54	    52.49	256359600	 82.20	玻璃	重庆	0.98	32.49	76536	2376	 32.21	15406	0	--  	       1700.00	
="601069"	西部黄金	9.98	14.65	1.33	14.65	--  	187952	41	0.00	         14.92	14.65	14.65	14.65	13.32	   145.55	275349888	 60.24	黄金	新疆	0.00	14.65	185307	2645	 70.06	146083	0	--  	      12600.00	
="603678"	火炬电子	9.98	35.27	3.20	35.27	35.28	320565	76	0.94	         77.06	35.28	35.28	30.50	32.07	    42.12	1076881408	267.14	元器件	福建	14.90	33.59	193098	127467	  1.51	33	881	--  	       4160.00	
="002676"	顺威股份	9.93	21.70	1.96	21.70	21.71	76862	1285	0.00	         17.98	19.62	21.71	19.26	19.74	    66.10	160971600	  2.15	塑料	广东	12.41	20.94	37174	39687	  0.94	1368	2418	--  	       4275.22	
="002282"	博深工具	9.21	18.85	1.59	18.85	18.86	150776	3231	0.85	         12.58	17.32	18.99	17.20	17.26	   110.22	280389632	  2.88	轻工机械	河北	10.37	18.60	62786	87990	  0.71	220	1370	--  	      11982.66	
="600510"	黑牡丹	9.18	9.28	0.78	9.28	9.29	240488	17	0.43	          3.02	8.48	9.35	8.48	8.50	    27.74	220035296	  3.68	全国地产	江苏	10.24	9.15	87896	152592	  0.58	321	33	--  	      79552.27	
="000523"	广州浪奇	8.53	10.94	0.86	10.93	10.94	356408	4375	0.18	          8.01	10.08	11.09	10.08	10.08	   145.07	382077440	  2.49	日用化工	广东	10.02	10.72	158887	197520	  0.80	1021	798	--  	      44493.73	
="002641"	永高股份	8.19	10.96	0.83	10.96	10.97	212253	1302	-0.18	          6.20	10.12	11.14	10.12	10.13	    22.41	231981392	  7.76	塑料	浙江	10.07	10.93	86727	125525	  0.69	259	70	--  	      34209.00	
="002333"	罗普斯金	7.20	12.96	0.87	12.96	12.97	85204	1672	-0.30	          3.51	12.15	13.25	12.05	12.09	    53.27	108364712	  5.07	铝	江苏	9.93	12.72	34851	50352	  0.69	20	137	--  	      24248.49	
="300304"	云意电气	7.11	20.04	1.33	20.03	20.04	189727	1810	0.30	         29.64	18.53	20.58	18.50	18.71	    49.43	378640768	  2.95	汽车配件	江苏	11.12	19.96	92476	97250	  0.95	1305	431	--  	       6400.00	
="300287"	飞利信	6.93	37.20	2.41	37.19	37.20	90696	956	0.37	          5.69	34.90	38.00	34.80	34.79	   160.39	334472640	  1.51	软件服务	北京	9.20	36.88	39582	51113	  0.77	3	10	--  	      15947.01	
="000058"	深 赛 格	6.91	7.89	0.51	7.88	7.89	643138	3864	0.38	         11.95	7.62	8.12	7.56	7.38	    99.68	513042272	  3.55	元器件	深圳	7.59	7.98	366799	276339	  1.33	1810	1965	--  	      53831.10	
="002366"	丹甫股份	6.55	41.98	2.58	41.96	41.98	72875	940	0.76	          6.96	39.40	42.78	39.40	39.40	   123.87	298915232	  1.96	工程机械	四川	8.58	41.02	33790	39084	  0.86	5	85	--  	      10477.55	
="000930"	中粮生化	6.55	8.30	0.51	8.30	8.31	877852	17150	0.36	          9.10	7.71	8.57	7.70	7.79	   184.96	718463296	  4.41	食品	安徽	11.17	8.18	380495	497357	  0.77	2431	1138	--  	      96441.10	
="300069"	金利华电	6.33	16.80	1.00	16.80	16.83	22595	680	0.29	          3.79	15.77	16.89	15.35	15.80	    82.74	37082112	  3.04	电气设备	浙江	9.75	16.41	6461	16134	  0.40	254	164	--  	       5968.08	
="600229"	青岛碱业	6.28	10.66	0.63	10.66	10.68	220067	133	-0.09	          5.56	10.02	10.96	9.76	10.03	    63.95	230268800	  2.02	化工原料	山东	11.96	10.46	102392	117675	  0.87	261	1780	--  	      39578.62	
="603000"	人民网	6.16	50.50	2.93	50.80	50.85	382907	1242	0.03	         17.17	47.66	51.36	47.08	47.57	   116.57	1899931392	  2.35	互联网	北京	9.00	49.62	160534	222373	  0.72	258	195	--  	      22304.55	
="300221"	银禧科技	6.07	17.82	1.02	17.81	17.82	101194	337	0.05	          5.06	16.99	18.48	16.95	16.80	   137.99	182304864	  2.15	塑料	广东	9.11	18.02	44488	56705	  0.78	282	140	--  	      20000.00	
