代码	名称	涨幅%%	现价	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	流通股本	
="002075"	沙钢股份	10.00	5.17	0.47	5.17	--  	359798	1518	          0.00	          2.28	4.70	5.17	4.65	4.70	   116.79	178933936	  1.79	特钢	江苏	11.06	4.97	147319	212479	  0.69	102646	0	--  	     157626.48	
="600223"	鲁商置业	9.98	5.51	0.50	5.51	--  	564805	10	          0.00	          5.64	5.02	5.51	4.97	5.01	    33.40	303395552	  6.74	区域地产	山东	10.78	5.37	185072	379733	  0.49	140562	0	--  	     100096.79	
="600021"	上海电力	8.72	6.98	0.56	6.98	7.00	845170	3312	          0.86	          3.95	6.39	7.06	6.36	6.42	    18.38	574980928	  1.17	火力发电	上海	10.90	6.80	403683	441487	  0.91	6657	3237	--  	     213973.92	
="002117"	东港股份	7.41	19.87	1.37	19.86	19.87	173560	1919	         -0.20	          4.79	18.80	20.31	18.75	18.50	    45.33	339035232	  6.89	广告包装	山东	 8.43	19.53	69270	104290	  0.66	17	989	--  	      36217.28	
="600196"	复星医药	6.47	21.06	1.28	21.04	21.05	971855	8	         -0.14	          5.10	19.90	21.50	19.63	19.78	    23.19	2007315456	  3.03	化学制药	上海	 9.45	20.65	428207	543648	  0.79	202	282	--  	     190439.23	
="601313"	江南嘉捷	5.03	11.69	0.56	11.69	11.70	62822	42	          0.25	          2.34	11.14	11.70	11.04	11.13	    21.53	71702336	  1.56	运输设备	江苏	 5.93	11.41	24667	38155	  0.65	11	358	--  	      26852.53	
="600532"	宏达矿业	4.17	11.23	0.45	11.23	11.24	107563	6	          0.17	          6.51	10.81	11.35	10.81	10.78	    28.52	119819824	  1.50	普钢	山东	 5.01	11.14	44526	63037	  0.71	5	306	--  	      16510.25	
="002572"	索菲亚	3.96	22.57	0.86	22.57	22.58	14447	89	          0.22	          0.57	21.71	22.57	21.58	21.71	    37.69	32254414	  1.00	家居用品	广东	 4.56	22.33	5507	8940	  0.62	15	30	--  	      25138.69	
="002531"	天顺风能	3.73	15.58	0.56	15.57	15.58	121877	866	          0.12	          2.97	15.00	15.78	14.82	15.02	    34.39	187667088	  3.08	电气设备	江苏	 6.39	15.40	44673	77204	  0.58	130	203	--  	      41060.92	
="002470"	金正大	3.42	28.70	0.95	28.70	28.71	77450	405	          0.00	          1.31	28.00	28.93	27.50	27.75	    18.49	219559936	  1.32	农药化肥	山东	 5.15	28.35	33590	43860	  0.77	331	20	--  	      59254.00	
