代码	名称	涨幅%%	现价	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	流通股本(万)	
="603600"	N永艺	44.03	14.72	4.50	14.72	--  	444	5	0.00	          0.18	14.72	14.72	14.72	10.22	    25.37	653568	0.00	家居用品	浙江	0.00	14.72	444	0	--  	183888	0	--  	       2500.00	
="300417"	N南华	44.03	23.16	7.08	23.16	--  	93	5	0.00	          0.09	21.23	23.16	21.23	16.08	    31.28	214423	0.00	电器仪表	广东	12.00	23.06	93	0	--  	76031	0	--  	       1020.00	
="300415"	N伊之密	43.99	19.18	5.86	19.18	--  	217	5	0.00	          0.07	15.98	19.18	15.98	13.32	    29.68	415086	0.00	专用机械	广东	24.02	19.13	184	33	  5.58	115062	0	--  	       3000.00	
="000912"	泸 天 化	10.07	8.31	0.76	8.31	--  	289018	2756	0.00	         10.82	7.56	8.31	7.38	7.55	--  	232807776	  4.53	农药化肥	四川	12.32	8.06	134181	154837	  0.87	450	0	--  	      26715.00	
="600156"	华升股份	10.06	9.52	0.87	9.52	--  	247367	10	0.00	          6.15	9.52	9.52	9.45	8.65	--  	235404912	  1.24	纺织	湖南	0.81	9.52	195668	51699	  3.78	51362	0	--  	      40211.07	
="601519"	大智慧	10.03	6.58	0.60	6.58	--  	3849	15	0.00	          0.02	6.58	6.58	6.58	5.98	   112.62	2532629	  0.02	软件服务	上海	0.00	6.58	3707	141	 26.29	3705592	0	--  	     198770.00	
="600401"	海润光伏	10.03	10.31	0.94	10.31	--  	2652763	5	0.00	         24.51	10.31	10.31	9.81	9.37	--  	2722528512	  3.31	半导体	江苏	5.34	10.26	2022901	629861	  3.21	165255	0	--  	     108247.84	
="300413"	快乐购	10.03	15.80	1.44	15.80	--  	274	5	0.00	          0.04	15.80	15.80	15.80	14.36	    38.71	432920	  0.57	百货	湖南	0.00	15.80	263	11	 23.91	134533	0	--  	       7000.00	
="300112"	万讯自控	10.03	11.96	1.09	11.96	--  	2700	2	0.00	          0.21	11.96	11.96	11.96	10.87	    93.48	3229212	  0.05	电器仪表	深圳	0.00	11.96	2519	181	 13.92	33175	0	--  	      12676.55	
="300053"	欧比特	10.03	20.52	1.87	20.52	--  	2373	43	0.00	          0.15	20.52	20.52	20.52	18.65	   192.16	4869704	  0.04	半导体	广东	0.00	20.52	2011	362	  5.56	24808	0	--  	      15809.96	
