代码	名称	涨幅%%	现价	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	流通股本	
="603606"	N东方	44.02	11.81	3.61	11.81	--  	488	1	          0.00	          0.16	9.84	11.81	9.84	8.20	    32.00	574161	0.00	电气设备	浙江	24.02	11.77	483	5	 96.60	299285	0	--  	       3135.00	
="002463"	沪电股份	10.09	5.13	0.47	5.13	--  	998021	23465	          0.00	          5.97	4.60	5.13	4.53	4.66	   244.96	489827296	  2.21	元器件	江苏	12.88	4.91	401548	596473	  0.67	8048	0	--  	     167298.05	
="600917"	重庆燃气	10.07	8.31	0.76	8.31	--  	12997	10	          0.00	          0.83	8.31	8.31	8.31	7.55	    35.21	10800773	  1.87	供气供热	重庆	 0.00	8.31	10131	2866	  3.53	331433	0	--  	      15600.00	
="600862"	南通科技	10.05	11.50	1.05	11.50	--  	20677	30	          0.00	          0.32	11.50	11.50	11.50	10.45	--  	23778550	  1.39	全国地产	江苏	 0.00	11.50	18824	1853	 10.16	254627	0	--  	      63792.85	
="601099"	太平洋	10.05	7.01	0.64	7.01	--  	1733999	50	          0.00	          6.99	6.40	7.01	6.40	6.37	    85.85	1174896384	  2.12	证券	云南	 9.58	6.78	1129901	604098	  1.87	218599	0	--  	     248046.70	
="000626"	如意集团	10.04	13.48	1.23	13.48	--  	114281	2	          0.00	          5.65	13.48	13.48	13.13	12.25	    35.59	153623824	  2.89	商贸代理	江苏	 2.86	13.44	86586	27695	  3.13	31772	0	--  	      20229.75	
="600590"	泰豪科技	10.03	9.87	0.90	9.87	--  	8006	10	          0.00	          0.16	9.87	9.87	9.87	8.97	--  	7902139	  0.05	电气设备	江西	 0.00	9.87	7071	935	  7.56	108107	0	--  	      50032.57	
="600062"	华润双鹤	10.02	22.83	2.08	22.83	--  	306550	40	          0.00	          5.36	21.22	22.83	21.22	20.75	    20.70	685152128	  1.77	化学制药	北京	 7.76	22.35	141521	165029	  0.86	69796	0	--  	      57169.58	
="600789"	鲁抗医药	10.02	9.99	0.91	9.99	--  	953559	72	          0.00	         16.40	9.32	9.99	8.98	9.08	--  	912751552	  1.30	化学制药	山东	11.12	9.57	474037	479522	  0.99	108774	0	--  	      58157.55	
="002730"	电光科技	10.02	17.02	1.55	17.02	--  	1181	5	          0.00	          0.32	17.02	17.02	17.02	15.47	    47.93	2010760	  2.46	电气设备	浙江	 0.00	17.02	1030	151	  6.82	63543	0	--  	       3667.00	
="000955"	欣龙控股	10.02	6.04	0.55	6.04	--  	498581	20	          0.00	          9.98	6.04	6.04	5.96	5.49	--  	301096256	  3.02	纺织	海南	 1.46	6.04	419715	78866	  5.32	228729	0	--  	      49939.50	
="000890"	法 尔 胜	10.02	7.14	0.65	7.13	7.14	276970	10433	          0.28	          7.30	6.57	7.14	6.42	6.49	   324.90	188935344	  1.73	钢加工	江苏	11.09	6.82	117071	159899	  0.73	1413	11847	--  	      37953.87	
="300338"	开元仪器	10.02	21.64	1.97	21.64	--  	101211	299	          0.00	         20.96	19.77	21.64	19.55	19.67	    51.68	209777232	  1.82	电器仪表	湖南	10.63	20.73	51117	50094	  1.02	10866	0	--  	       4828.66	
="300402"	宝色股份	10.01	8.57	0.78	8.57	--  	373	5	          0.00	          0.07	8.57	8.57	8.57	7.79	    39.91	319661	  0.78	专用机械	江苏	 0.00	8.57	337	36	  9.36	145724	0	--  	       5100.00	
="002077"	大港股份	10.01	10.11	0.92	10.11	--  	99240	1	          0.00	          3.94	9.30	10.11	9.29	9.19	    54.27	98398128	  2.32	区域地产	江苏	 8.92	9.92	68465	30775	  2.22	48022	0	--  	      25200.00	
