代码	名称	涨幅%%	现价	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	流通股本(万)	
="600033"	福建高速	10.12	3.81	0.35	3.81	--  	1803514	2987	0.00	          6.57	3.49	3.81	3.37	3.46	    15.71	658544256	  1.49	路桥	福建	12.72	3.65	819828	983685	  0.83	34658	0	--  	     274440.00	
="000702"	正虹科技	10.06	9.63	0.88	9.63	--  	107620	521	0.00	          4.04	8.75	9.63	8.75	8.75	   162.11	102326088	  1.47	饲料	湖南	10.06	9.51	40038	67581	  0.59	786	0	--  	      26663.19	
="000088"	盐 田 港	10.05	11.39	1.04	11.39	--  	1012611	661	0.00	          5.21	10.51	11.39	10.51	10.35	    48.08	1119439360	  1.05	港口	深圳	8.50	11.05	418445	594166	  0.70	33231	0	--  	     194212.78	
="002307"	北新路桥	10.04	12.71	1.16	12.71	--  	778057	618	0.00	         13.96	11.98	12.71	11.60	11.55	   170.44	955449664	  1.42	建筑施工	新疆	9.61	12.28	364252	413805	  0.88	10308	0	--  	      55731.30	
="600396"	金山股份	10.04	5.48	0.50	5.48	--  	7202	26	0.00	          0.11	5.48	5.48	5.48	4.98	    12.39	3946877	  0.05	火力发电	辽宁	0.00	5.48	7129	73	 97.66	572163	0	--  	      68120.00	
="000987"	广州友谊	10.04	11.29	1.03	11.29	--  	13613	10	0.00	          0.38	11.29	11.29	11.29	10.26	    17.68	15369608	  0.55	百货	广东	0.00	11.29	13452	161	 83.55	508524	0	--  	      35866.73	
="000507"	珠海港	10.04	11.29	1.03	11.29	--  	914323	1174	0.00	         11.84	10.35	11.29	10.35	10.26	--  	999088192	  1.05	港口	广东	9.16	10.93	398935	515387	  0.77	30111	0	--  	      77214.38	
="601929"	吉视传媒	10.03	12.83	1.17	12.82	12.83	642335	56	0.31	          9.78	11.95	12.83	11.76	11.66	    37.88	801007680	  2.22	影视音像	吉林	9.18	12.47	235845	406490	  0.58	408	4801	--  	      65649.14	
="600008"	首创股份	10.03	9.98	0.91	9.98	--  	1079901	40	0.00	          4.91	9.02	9.98	8.88	9.07	    74.65	1042858752	  0.89	环境保护	北京	12.13	9.66	526644	553256	  0.95	93663	0	--  	     220000.00	
="300355"	蒙草抗旱	10.03	17.00	1.55	17.00	--  	190505	104	0.00	          9.25	15.55	17.00	15.50	15.45	    38.48	315155072	  1.56	环境保护	内蒙	9.71	16.54	88667	101837	  0.87	8405	0	--  	      20584.33	
="000153"	丰原药业	10.03	14.04	1.28	14.04	--  	86945	299	0.00	          2.93	12.72	14.04	12.71	12.76	    91.78	118563408	  0.96	化学制药	安徽	10.42	13.64	43935	43009	  1.02	827	0	--  	      29664.51	
="601928"	凤凰传媒	10.03	11.74	1.07	11.74	--  	545962	2	0.00	          8.30	10.97	11.74	10.81	10.67	    30.51	619674944	  1.17	出版业	江苏	8.72	11.35	284176	261785	  1.09	86153	0	--  	      65788.35	
="600832"	东方明珠	10.03	16.02	1.46	16.02	--  	1907011	17	0.00	          5.98	14.76	16.02	14.73	14.56	    39.71	2936424960	  1.48	综合类	上海	8.86	15.40	879079	1027931	  0.86	6487	0	--  	     318633.50	
="600571"	信雅达	10.03	21.73	1.98	21.73	--  	1630	5	0.00	          0.08	21.73	21.73	21.73	19.75	    50.14	3542272	  0.08	软件服务	浙江	0.00	21.73	1331	299	  4.45	41759	0	--  	      20241.98	
="000897"	津滨发展	10.03	8.78	0.80	8.77	8.78	1517957	15012	0.00	          9.39	8.01	8.78	7.90	7.98	   469.08	1264388352	  0.77	区域地产	天津	11.03	8.33	750724	767232	  0.98	7208	490	--  	     161708.06	
="300148"	天舟文化	10.02	22.61	2.06	22.61	--  	224561	6	0.00	          9.89	20.55	22.61	20.42	20.55	    97.11	499071424	  2.47	出版业	湖南	10.66	22.22	123950	100610	  1.23	11425	0	--  	      22698.09	
="300172"	中电环保	10.02	22.83	2.08	22.83	--  	77491	14	0.00	          7.58	20.88	22.83	20.88	20.75	    63.59	170933184	  0.66	环境保护	江苏	9.40	22.06	39175	38315	  1.02	11099	0	--  	      10224.55	
="000905"	厦门港务	10.02	18.33	1.67	18.33	--  	688010	8	0.00	         12.96	17.10	18.33	17.10	16.66	    55.82	1254161152	  1.56	港口	福建	7.38	18.23	397566	290444	  1.37	34356	0	--  	      53100.00	
="601018"	宁波港	10.02	4.61	0.42	4.61	--  	3783382	65	0.00	          2.96	4.30	4.61	4.18	4.19	    18.62	1681185536	  1.36	港口	浙江	10.26	4.44	1548989	2234392	  0.69	57005	0	--  	    1280000.00	
="601933"	永辉超市	10.02	9.33	0.85	9.33	--  	1118011	17	0.00	          3.64	8.51	9.33	8.50	8.48	    35.09	1004854080	  1.44	超市连锁	福建	9.79	8.99	483787	634223	  0.76	550338	0	--  	     307160.00	
="601801"	皖新传媒	10.02	18.66	1.70	18.66	--  	316493	1	0.00	          3.48	16.96	18.66	16.96	16.96	    22.27	573529664	  2.33	出版业	安徽	10.02	18.12	126976	189517	  0.67	3539	0	--  	      91000.00	
="000022"	深赤湾Ａ	10.02	23.71	2.16	23.71	--  	143269	158	0.00	          3.08	21.88	23.71	21.88	21.55	    31.27	328131488	  1.11	港口	深圳	8.49	22.90	65651	77617	  0.85	6060	0	--  	      46486.73	
