代码	名称	涨幅%%	现价	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	流通股本(万)	
="600888"	新疆众和	8.32	8.20	0.63	8.20	8.21	278408	227	0.00	          4.34	7.56	8.32	7.54	7.57	--  	221583136	  2.27	铝	新疆	10.30	7.96	128341	150067	  0.86	1186	338	--  	      64122.58	
="600614"	鼎立股份	6.78	14.02	0.89	13.97	13.98	244148	41	-0.28	          5.46	13.01	14.15	13.01	13.13	   336.93	335550816	  1.07	综合类	上海	8.68	13.74	109195	134952	  0.81	155	174	--  	      44675.94	
="600284"	浦东建设	6.32	12.11	0.72	12.11	12.12	708621	8	0.00	         10.72	11.47	12.22	11.38	11.39	    26.50	846871424	  2.09	建筑施工	上海	7.37	11.95	322675	385946	  0.84	273	880	--  	      66104.00	
="600739"	辽宁成大	6.29	22.13	1.31	22.10	22.11	905973	7	-0.22	          6.64	20.83	22.44	20.71	20.82	    34.55	1962405632	  1.43	商贸代理	辽宁	8.31	21.66	402762	503211	  0.80	683	338	--  	     136470.98	
="000069"	华侨城Ａ	5.60	7.17	0.38	7.16	7.17	2200499	22850	0.27	          7.07	6.80	7.19	6.77	6.79	    13.90	1543937408	  1.61	旅游景点	深圳	6.19	7.02	928545	1271953	  0.73	5223	6474	--  	     311246.41	
="002221"	东华能源	5.40	16.60	0.85	16.58	16.60	65736	590	-0.06	          1.47	15.85	16.90	15.55	15.75	   188.90	108019552	  0.81	石油贸易	江苏	8.57	16.43	27239	38497	  0.71	227	213	--  	      44718.82	
="600648"	外高桥	5.39	33.43	1.71	33.43	33.45	203053	39	-0.20	          2.51	31.73	34.05	31.45	31.72	    52.19	668090880	  1.57	园区开发	上海	8.20	32.90	81651	121402	  0.67	146	281	--  	      81022.34	
="600259"	广晟有色	5.24	58.20	2.90	58.18	58.20	102254	65	0.06	          4.10	55.25	59.50	55.03	55.30	  1274.48	594101952	  0.92	小金属	海南	8.08	58.10	45806	56448	  0.81	28	274	--  	      24940.00	
="600278"	东方创业	4.94	13.18	0.62	13.17	13.18	127663	6	0.00	          2.44	12.50	13.19	12.49	12.56	    54.05	164875168	  1.14	商贸代理	上海	5.57	12.91	56182	71481	  0.79	201	52	--  	      52224.17	
="600305"	恒顺醋业	4.93	18.29	0.86	18.27	18.28	83644	13	-0.05	          3.29	17.43	18.93	17.43	17.43	    75.00	152283696	  2.93	食品	江苏	8.61	18.21	33898	49746	  0.68	14	1	--  	      25430.00	
="600641"	万业企业	4.32	6.04	0.25	6.04	6.05	276443	278	-0.16	          3.43	5.78	6.09	5.75	5.79	    13.92	164428016	  2.39	区域地产	上海	5.87	5.95	104026	172416	  0.60	433	1999	--  	      80615.88	
="600706"	曲江文旅	4.00	15.86	0.61	15.88	15.90	42298	16	0.06	          4.93	15.27	16.48	15.27	15.25	    47.08	67608544	  1.80	旅游服务	陕西	7.93	15.98	19333	22964	  0.84	36	140	--  	       8573.24	
="600036"	招商银行	3.93	15.34	0.58	15.35	15.36	4229380	382	0.26	          2.05	14.88	15.38	14.71	14.76	     6.33	6383178752	  1.00	银行	深圳	4.54	15.09	1862150	2367229	  0.79	561	6	--  	    2062894.50	
="600009"	上海机场	3.88	19.80	0.74	19.79	19.80	206392	197	-0.30	          1.89	19.00	19.89	18.91	19.06	    18.13	403527456	  0.88	机场	上海	5.14	19.55	82495	123897	  0.67	118	234	--  	     109347.64	
="600621"	华鑫股份	3.81	7.91	0.29	7.90	7.91	109365	27	0.38	          2.09	7.61	7.92	7.57	7.62	    32.93	85071296	  1.38	全国地产	上海	4.59	7.78	44551	64814	  0.69	47	767	--  	      52408.23	
="000800"	一汽轿车	3.73	16.14	0.58	16.13	16.14	436795	4003	0.06	          3.09	15.70	16.40	15.56	15.56	    79.99	701394048	  1.19	汽车整车	吉林	5.40	16.06	192480	244315	  0.79	926	476	--  	     141175.41	
="600123"	兰花科创	3.60	10.36	0.36	10.36	10.38	392010	10156	0.77	          3.43	10.00	10.40	9.93	10.00	   505.10	399277760	  0.78	煤炭开采	山西	4.70	10.19	161083	230926	  0.70	1083	1	--  	     114240.00	
="601288"	农业银行	3.59	3.46	0.12	3.45	3.46	9506749	50	0.00	          0.33	3.34	3.48	3.30	3.34	     5.53	3222118656	  0.72	银行	北京	5.39	3.39	4283330	5223418	  0.82	33674	4384	--  	   28416352.00	
="601398"	工商银行	3.59	4.62	0.16	4.62	4.63	6707735	11812	0.00	          0.25	4.47	4.64	4.45	4.46	     5.52	3048645888	  0.78	银行	北京	4.26	4.54	3337993	3369741	  0.99	801	52141	--  	   26471778.00	
="600675"	中华企业	3.39	6.40	0.21	6.39	6.40	530450	100	0.15	          2.84	6.18	6.44	6.17	6.19	    58.26	334832192	  1.22	区域地产	上海	4.36	6.31	213017	317432	  0.67	180	18	--  	     186705.94	
