代码	名称	涨幅%%	现价	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	流通股本	
="000415"	渤海租赁	10.02	11.31	1.03	11.31	--  	90782	177	          0.00	          0.72	11.31	11.31	11.03	10.28	    21.53	102622016	  0.44	多元金融	新疆	 2.72	11.30	77346	13436	  5.76	127188	0	--  	     126917.42	
="600617"	国新能源	6.14	28.01	1.62	27.98	28.04	43862	154	         -0.07	          4.27	26.57	28.10	26.30	26.39	    39.83	120050656	  1.97	供气供热	山西	 6.82	27.37	18771	25091	  0.75	4	26	--  	      10263.63	
="600635"	大众公用	5.45	6.39	0.33	6.39	6.40	828986	273	          0.00	          5.04	6.18	6.61	6.16	6.06	    39.08	533609728	  2.45	供气供热	上海	 7.43	6.44	357817	471169	  0.76	69	3045	--  	     164486.98	
="600655"	豫园商城	4.97	11.62	0.55	11.61	11.62	302004	66	         -0.25	          2.10	11.07	11.80	10.96	11.07	    21.46	348171936	  1.26	百货	上海	 7.59	11.53	139220	162784	  0.86	56	143	--  	     143732.20	
="601336"	新华保险	4.86	29.75	1.38	29.75	29.76	171089	2	          0.00	          1.55	28.31	30.09	28.20	28.37	    11.00	503314176	  1.18	保险	北京	 6.66	29.42	65599	105490	  0.62	21	2	--  	     110058.07	
="600238"	海南椰岛	4.49	9.78	0.42	9.78	9.79	96972	15	         -0.20	          2.19	9.31	9.84	9.30	9.36	    78.38	93110760	  1.33	红黄药酒	海南	 5.77	9.60	36396	60576	  0.60	70	1560	--  	      44203.16	
="002673"	西部证券	4.26	17.39	0.71	17.38	17.39	294178	3076	          0.11	          4.28	16.60	17.53	16.55	16.68	    37.19	507253280	  1.21	证券	陕西	 5.88	17.24	151379	142799	  1.06	24	546	--  	      68761.11	
="002259"	升达林业	3.55	7.00	0.24	7.00	7.01	287444	2685	         -0.14	          4.73	6.83	7.05	6.72	6.76	   353.49	199863680	  2.33	家居用品	四川	 4.88	6.95	129361	158083	  0.82	19193	3921	--  	      60716.10	
="002588"	史丹利	3.49	33.18	1.12	33.15	33.18	36636	282	         -0.06	          2.23	31.99	33.51	31.89	32.06	    17.20	120601816	  2.12	农药化肥	山东	 5.05	32.92	14279	22357	  0.64	2	231	--  	      16462.27	
="600999"	招商证券	2.97	13.50	0.39	13.49	13.50	658265	177	          0.00	          1.41	13.15	13.54	12.99	13.11	    23.21	881206720	  0.93	证券	深圳	 4.20	13.39	299335	358930	  0.83	284	908	--  	     466109.97	
="601179"	中国西电	2.50	5.32	0.13	5.31	5.32	511269	210	          0.37	          1.17	5.14	5.45	5.11	5.19	    31.72	272010272	  1.30	电气设备	陕西	 6.55	5.32	240909	270360	  0.89	1025	473	--  	     435700.00	
="002090"	金智科技	2.41	17.87	0.42	17.87	17.90	31353	253	         -0.27	          1.68	17.50	18.05	17.50	17.45	    51.60	55878860	  1.47	软件服务	江苏	 3.15	17.82	15157	16196	  0.94	3	137	--  	      18666.93	
="600109"	国金证券	2.36	14.33	0.33	14.33	14.34	845598	1	          0.06	          3.27	14.00	14.48	13.86	14.00	    50.69	1206180224	  0.80	证券	四川	 4.43	14.26	374002	471596	  0.79	191	1291	--  	     258814.34	
="600287"	江苏舜天	2.33	9.22	0.21	9.20	9.24	125386	71	         -0.21	          2.87	9.03	9.34	8.89	9.01	    51.51	115727320	  2.41	商贸代理	江苏	 4.99	9.23	59114	66272	  0.89	5	213	--  	      43679.60	
="002162"	斯米克	2.29	8.95	0.20	8.94	8.95	113757	1239	          0.00	          2.72	8.74	9.07	8.66	8.75	   385.91	101466120	  0.96	陶瓷	上海	 4.69	8.92	51068	62689	  0.81	335	37	--  	      41800.00	
="600078"	澄星股份	2.20	8.81	0.19	8.80	8.81	122554	16	         -0.33	          1.85	8.66	8.91	8.50	8.62	   162.58	107264512	  1.13	化工原料	江苏	 4.76	8.75	59553	63001	  0.95	388	105	--  	      66257.28	
="000507"	珠海港	2.00	7.65	0.15	7.65	7.66	529005	4543	          0.13	          6.85	7.37	7.75	7.32	7.50	--  	398653440	  0.67	港口	广东	 5.73	7.54	252323	276682	  0.91	4702	4169	--  	      77214.38	
="600736"	苏州高新	1.78	5.16	0.09	5.15	5.16	438000	11	          0.00	          4.14	5.11	5.35	5.07	5.07	    39.84	227610000	  2.40	园区开发	江苏	 5.52	5.20	218402	219598	  0.99	721	504	--  	     105788.15	
="600120"	浙江东方	1.74	17.50	0.30	17.51	17.52	232644	10	          0.22	          4.60	17.01	17.74	17.01	17.20	    16.35	406470368	  1.13	商贸代理	浙江	 4.24	17.47	97694	134950	  0.72	72	167	--  	      50547.33	
="601009"	南京银行	1.61	10.71	0.17	10.71	10.72	808799	60	          0.09	          2.72	10.49	10.81	10.43	10.54	     5.73	860502976	  1.15	银行	江苏	 3.61	10.64	340476	468323	  0.73	179	1542	--  	     296893.31	
="300019"	硅宝科技	1.59	17.90	0.28	17.90	17.92	17024	132	          0.11	          1.58	17.49	17.95	17.46	17.62	    37.12	30276050	  0.55	化工原料	四川	 2.78	17.78	8388	8636	  0.97	256	203	--  	      10745.41	
="600676"	交运股份	1.56	8.45	0.13	8.45	8.46	110821	39	          0.59	          1.42	8.28	8.54	8.26	8.32	    22.91	93432736	  0.49	汽车配件	上海	 3.37	8.43	52629	58192	  0.90	278	5	--  	      78214.10	
="600291"	西水股份	1.56	13.65	0.21	13.63	13.64	104660	12	         -0.14	          2.73	13.48	13.76	13.38	13.44	    17.12	142409024	  1.50	水泥	内蒙	 2.83	13.61	39147	65513	  0.60	73	94	--  	      38400.00	
="601058"	赛轮股份	1.49	17.67	0.26	17.63	17.65	28136	35	          0.05	          0.74	17.31	17.76	17.31	17.41	    19.90	49462556	  0.87	汽车配件	山东	 2.58	17.58	10150	17986	  0.56	7	10	--  	      37800.00	
="600153"	建发股份	1.44	7.74	0.11	7.73	7.74	563881	30	          0.25	          1.99	7.56	7.78	7.50	7.63	    10.46	431033984	  0.73	商贸代理	福建	 3.67	7.64	256645	307236	  0.84	446	795	--  	     283520.06	
="000088"	盐 田 港	1.44	8.47	0.12	8.46	8.47	364154	6855	         -0.35	          1.88	8.21	8.64	8.17	8.35	    35.76	306130432	  0.79	港口	深圳	 5.63	8.41	176808	187346	  0.94	4159	1473	--  	     194212.78	
="000877"	天山股份	1.42	7.87	0.11	7.87	7.88	222914	1461	          0.00	          2.53	7.72	7.93	7.68	7.76	    16.91	174734160	  0.86	水泥	新疆	 3.22	7.84	97922	124992	  0.78	1119	2775	--  	      88001.99	
="601107"	四川成渝	1.41	3.60	0.05	3.59	3.60	89394	23	          0.27	          0.41	3.55	3.60	3.51	3.55	     9.69	31906596	  0.80	路桥	四川	 2.54	3.57	42513	46881	  0.91	546	3748	--  	     216274.00	
="000701"	厦门信达	1.39	12.44	0.17	12.43	12.44	73922	1296	         -0.08	          3.08	12.28	12.47	12.22	12.27	    43.82	91433128	  1.04	综合类	福建	 2.04	12.37	30921	43001	  0.72	456	265	--  	      24024.32	
="002302"	西部建设	1.33	14.46	0.19	14.46	14.47	79744	1446	          0.13	          2.94	14.18	14.54	14.03	14.27	    32.82	114028952	  1.20	水泥	新疆	 3.57	14.30	40389	39355	  1.03	350	152	--  	      27091.33	
="000528"	柳    工	1.26	8.02	0.10	8.01	8.02	186778	2484	          0.00	          1.66	7.90	8.07	7.87	7.92	    37.72	149729248	  0.73	工程机械	广西	 2.53	8.02	80881	105897	  0.76	1074	1931	--  	     112508.84	
="000563"	陕国投Ａ	1.26	8.87	0.11	8.87	8.88	183103	4676	          0.33	          2.43	8.73	8.93	8.70	8.76	    33.09	161813328	  0.60	多元金融	陕西	 2.63	8.84	94413	88690	  1.06	1574	2795	--  	      75266.72	
="600970"	中材国际	1.20	10.16	0.12	10.16	10.17	288120	68	         -0.09	          2.64	10.04	10.19	9.92	10.04	    16.87	291057280	  0.63	建筑施工	江苏	 2.69	10.10	136859	151261	  0.90	502	682	--  	     109329.72	
="600400"	红豆股份	1.16	6.11	0.07	6.08	6.10	69898	27	          1.15	          1.25	6.03	6.12	5.99	6.04	   110.83	42252968	  0.46	服饰	江苏	 2.15	6.04	33987	35911	  0.95	198	139	--  	      56039.96	
