代码	名称	涨幅%%	现价	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	流通股本	
="300282"	汇冠股份	10.02	31.74	2.89	31.74	--  	28467	27	          0.00	         12.06	30.00	31.74	29.80	28.85	   354.26	89004096	  5.65	电脑设备	北京	 6.72	31.27	15290	13177	  1.16	3280	0	--  	       2361.06	
="600635"	大众公用	10.02	7.03	0.64	7.03	--  	1331051	109	          0.00	          8.09	6.34	7.03	6.33	6.39	    42.99	902598592	  3.52	供气供热	上海	10.95	6.78	535406	795645	  0.67	465523	0	--  	     164486.98	
="600999"	招商证券	10.00	14.85	1.35	14.85	--  	1437095	10	          0.00	          3.08	13.51	14.85	13.41	13.50	    25.53	2070543360	  2.23	证券	深圳	10.67	14.41	743183	693912	  1.07	102599	0	--  	     466109.97	
="002075"	沙钢股份	9.98	5.62	0.51	5.62	--  	445864	825	          0.00	          2.83	5.11	5.62	5.02	5.11	   126.96	243651600	  1.47	特钢	江苏	11.74	5.46	276562	169302	  1.63	127625	0	--  	     157626.48	
="600764"	中电广通	9.98	10.36	0.94	10.36	--  	123760	2	          0.00	          3.75	9.38	10.36	9.35	9.42	   554.76	123655936	  3.24	通信设备	北京	10.72	9.99	48663	75097	  0.65	25822	0	--  	      32972.69	
="600325"	华发股份	9.97	10.59	0.96	10.58	10.59	790390	314	          0.76	          9.67	9.65	10.59	9.64	9.63	    23.97	813560000	  1.68	区域地产	广东	 9.87	10.29	308779	481611	  0.64	2	150	--  	      81704.56	
="601137"	博威合金	9.29	23.17	1.97	23.19	23.20	104369	105	          0.69	          4.85	21.10	23.29	20.70	21.20	    73.63	232895920	  1.84	铜	浙江	12.22	22.31	30276	74093	  0.41	247	450	--  	      21500.00	
="000623"	吉林敖东	8.32	25.25	1.94	25.25	25.26	506949	5334	         -0.31	          6.42	23.35	25.40	23.32	23.31	    18.53	1236318592	  2.24	中成药	吉林	 8.92	24.39	218680	288269	  0.76	11	39	--  	      78904.07	
="600162"	香江控股	7.54	6.70	0.47	6.69	6.70	511206	151	          0.00	          6.66	6.21	6.83	6.19	6.23	    15.69	336281664	  1.25	全国地产	深圳	10.27	6.58	192812	318394	  0.61	536	82	--  	      76781.27	
="002673"	西部证券	7.42	18.68	1.29	18.68	18.69	450400	4868	         -0.21	          6.55	17.38	18.88	17.10	17.39	    39.95	812213568	  2.03	证券	陕西	10.24	18.03	189638	260762	  0.73	3820	579	--  	      68761.11	
