代码	名称	涨幅%%	现价	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	流通股本(万)	
="600180"	瑞茂通	10.03	17.66	1.61	17.66	--  	129754	1	0.00	          5.02	16.08	17.66	16.05	16.05	    46.32	223233456	  1.19	仓储物流	山东	10.03	17.20	61497	68256	  0.90	13133	0	--  	      25850.25	
="002024"	苏宁云商	9.97	11.36	1.03	11.36	--  	3687772	6033	0.00	          7.46	10.41	11.36	10.30	10.33	--  	4055182592	  1.03	电器连锁	江苏	10.26	11.00	1549862	2137909	  0.72	338905	0	--  	     494071.41	
="600879"	航天电子	6.99	16.83	1.10	16.83	16.84	1018337	1007	0.95	          9.80	15.76	16.89	15.57	15.73	   114.84	1665637248	  3.21	航空	湖北	8.39	16.36	482343	535993	  0.90	22976	3060	--  	     103953.70	
="600060"	海信电器	6.66	15.53	0.97	15.52	15.53	927616	122	0.12	          7.09	14.45	15.98	14.42	14.56	    16.58	1401339264	  0.96	家用电器	山东	10.71	15.11	396632	530983	  0.75	66	76	--  	     130848.13	
="600326"	西藏天路	6.41	9.13	0.55	9.13	9.14	217305	128	0.66	          3.97	8.63	9.15	8.63	8.58	    73.46	193751232	  1.44	建筑施工	西藏	6.06	8.92	96289	121016	  0.80	5	909	--  	      54720.00	
="300197"	铁汉生态	5.41	16.17	0.83	16.16	16.17	94858	2519	0.12	          3.24	15.36	16.20	15.36	15.34	    44.12	149503152	  1.01	环境保护	深圳	5.48	15.76	40360	54497	  0.74	212	60	--  	      29293.67	
="300015"	爱尔眼科	4.20	32.99	1.33	32.98	32.99	70940	440	0.00	          1.36	31.88	33.49	31.70	31.66	    63.42	233072688	  1.53	医疗保健	湖南	5.65	32.85	32334	38606	  0.84	43	193	--  	      52327.30	
="601857"	中国石油	4.19	11.69	0.47	11.68	11.69	1688847	494	-0.08	          0.10	11.42	11.77	11.22	11.22	    16.71	1936931456	  0.96	石油开采	北京	4.90	11.47	772850	915996	  0.84	2920	4735	--  	   16192208.00	
="002301"	齐心集团	3.70	10.38	0.37	10.38	10.39	97879	1115	0.00	          2.87	9.99	10.46	9.91	10.01	   183.84	100433040	  1.35	文教休闲	深圳	5.49	10.26	43616	54263	  0.80	118	74	--  	      34120.00	
="000619"	海螺型材	3.61	9.75	0.34	9.72	9.75	49403	2739	0.82	          1.37	9.41	9.75	9.41	9.41	    25.65	47389964	  0.58	其他建材	安徽	3.61	9.59	21900	27502	  0.80	74	250	--  	      36000.00	
="000416"	民生控股	3.48	10.12	0.34	10.11	10.12	113766	1686	0.19	          2.14	9.88	10.12	9.71	9.78	   162.05	113017296	  0.74	百货	山东	4.19	9.93	48294	65471	  0.74	166	314	--  	      53161.03	
="600054"	黄山旅游	3.38	16.80	0.55	16.80	16.81	43300	5	0.00	          3.68	16.33	16.90	16.26	16.25	    27.81	72075592	  1.29	旅游景点	安徽	3.94	16.65	13748	29551	  0.47	124	5	--  	      11762.00	
="300262"	巴安水务	3.20	21.93	0.68	21.93	21.94	122027	683	0.18	          7.76	21.25	22.49	21.11	21.25	    69.94	266475664	  1.04	环境保护	上海	6.49	21.84	57972	64054	  0.91	488	463	--  	      15727.58	
="600448"	华纺股份	2.95	6.97	0.20	6.96	6.97	73459	20	0.00	          2.30	6.85	7.06	6.79	6.77	   100.95	50920244	  0.81	纺织	山东	3.99	6.93	34905	38553	  0.91	885	190	--  	      31980.00	
="002436"	兴森科技	2.75	37.71	1.01	37.71	37.73	23195	140	0.02	          1.51	36.90	37.99	36.50	36.70	    61.31	86229688	  1.15	元器件	深圳	4.06	37.18	10164	13030	  0.78	10	27	--  	      15335.95	
="002311"	海大集团	2.61	14.13	0.36	14.12	14.13	53744	419	0.07	          0.50	13.82	14.18	13.73	13.77	    21.02	75192824	  0.84	饲料	广东	3.27	13.99	18695	35049	  0.53	516	707	--  	     106940.92	
="002394"	联发股份	2.54	12.11	0.30	12.10	12.11	69235	1017	0.08	          2.14	11.87	12.11	11.81	11.81	    16.88	83022584	  0.98	纺织	江苏	2.54	11.99	35185	34050	  1.03	364	185	--  	      32370.00	
="002239"	金 飞 达	2.54	6.87	0.17	6.86	6.87	142991	2538	0.00	          3.39	6.69	6.98	6.68	6.70	   281.70	98099360	  0.82	服饰	江苏	4.48	6.86	69772	73218	  0.95	415	6002	--  	      42210.00	
="000063"	中兴通讯	2.52	19.13	0.47	19.12	19.13	505012	6033	0.26	          1.80	18.83	19.15	18.68	18.66	    26.93	955744512	  0.92	通信设备	深圳	2.52	18.93	215999	289012	  0.75	16	610	--  	     280129.03	
="002056"	横店东磁	2.51	24.06	0.59	24.05	24.06	49275	765	-0.04	          1.20	23.60	24.19	23.52	23.47	    28.30	118197800	  0.82	元器件	浙江	2.85	23.99	19435	29840	  0.65	83	1	--  	      41081.51	
="600094"	大名城	2.50	9.44	0.23	9.42	9.44	37109	30	0.00	          0.28	9.16	9.48	9.00	9.21	   258.38	34292932	  0.76	区域地产	上海	5.21	9.24	18507	18601	  0.99	179	292	--  	     131283.69	
="002375"	亚厦股份	2.43	22.33	0.53	22.32	22.33	167086	2726	0.26	          4.86	21.81	22.58	21.68	21.80	    20.42	371150080	  1.29	装修装饰	浙江	4.13	22.21	70877	96208	  0.74	68	261	--  	      34353.73	
="002088"	鲁阳股份	2.43	13.08	0.31	13.08	13.09	20370	707	0.46	          1.01	12.78	13.08	12.77	12.77	    44.69	26360604	  0.42	矿物制品	山东	2.43	12.94	8267	12102	  0.68	400	39	--  	      20144.38	
="002543"	万和电气	2.40	12.38	0.29	12.37	12.38	28063	357	0.08	          0.88	12.16	12.39	12.16	12.09	    18.03	34535268	  0.77	家用电器	广东	1.90	12.31	13571	14492	  0.94	119	320	--  	      31872.50	
="000550"	江铃汽车	2.36	39.90	0.92	39.90	39.94	30162	119	-0.32	          0.58	39.32	40.58	39.32	38.98	    16.87	120443464	  1.43	汽车整车	江西	3.23	39.93	12825	17336	  0.74	140	2	--  	      51742.80	
="000498"	山东路桥	2.22	5.99	0.13	5.98	5.99	198522	5116	0.00	          5.61	5.82	6.00	5.81	5.86	    35.72	117353664	  0.36	建筑施工	山东	3.24	5.91	100570	97951	  1.03	631	657	--  	      35417.01	
="002028"	思源电气	2.21	14.35	0.31	14.35	14.36	122242	1332	0.00	          2.62	14.05	14.38	14.05	14.04	    20.53	174397728	  0.68	电气设备	上海	2.35	14.27	54615	67626	  0.81	156	948	--  	      46646.76	
="002454"	松芝股份	2.16	16.57	0.35	16.57	16.58	24404	327	0.00	          1.01	16.20	16.73	16.20	16.22	    24.57	40456324	  0.43	汽车配件	上海	3.27	16.58	13476	10928	  1.23	10	221	--  	      24081.55	
="002482"	广田股份	2.14	18.59	0.39	18.59	18.60	86794	99	0.05	          1.92	18.21	18.84	18.21	18.20	    22.43	161552064	  1.41	装修装饰	深圳	3.46	18.61	38179	48614	  0.79	274	4	--  	      45321.30	
="300251"	光线传媒	2.13	25.86	0.54	25.85	25.86	170538	1663	0.27	          3.21	25.28	26.10	25.28	25.32	    99.91	441055520	  0.58	影视音像	北京	3.24	25.86	86364	84174	  1.03	146	61	--  	      53120.28	
