代码	名称	涨幅%%	现价	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	流通股本	
="600755"	厦门国贸	10.02	6.37	0.58	6.37	--  	928834	39	          0.00	          6.98	5.82	6.37	5.77	5.79	    11.38	575360960	  1.70	商贸代理	福建	10.36	6.19	548202	380632	  1.44	440786	0	--  	     133083.59	
="600088"	中视传媒	9.33	22.86	1.95	22.87	22.88	313357	19	          0.13	          9.45	21.07	23.00	20.83	20.91	   143.03	710252480	  1.62	影视音像	上海	10.38	22.67	179847	133510	  1.35	125	1	--  	      33142.19	
="600717"	天津港	9.11	12.81	1.07	12.82	12.83	656045	1	          0.23	          3.92	11.74	12.90	11.67	11.74	    17.84	810471808	  2.09	港口	天津	10.48	12.35	262162	393883	  0.67	799	2720	--  	     167476.91	
="000897"	津滨发展	7.30	6.17	0.42	6.16	6.17	704510	12336	          0.32	          4.36	5.76	6.25	5.69	5.75	   329.64	421656672	  2.43	区域地产	天津	 9.74	5.99	288397	416113	  0.69	3702	12339	--  	     161708.06	
="000685"	中山公用	6.83	13.76	0.88	13.75	13.76	130648	1982	          0.00	          1.99	12.80	13.97	12.79	12.88	    18.93	176706176	  2.04	水务	广东	 9.16	13.53	55681	74967	  0.74	5872	323	--  	      65505.55	
="600727"	鲁北化工	5.91	6.09	0.34	6.06	6.07	177960	440	         -0.65	          5.07	5.75	6.20	5.75	5.75	   165.40	107825696	  1.42	农药化肥	山东	 7.83	6.06	75461	102499	  0.74	5	180	--  	      35092.66	
="300180"	华峰超纤	5.57	21.22	1.12	21.22	21.23	23805	539	          0.37	          2.06	20.33	21.37	20.19	20.10	    30.50	49821560	  1.50	化纤	上海	 5.87	20.93	9776	14029	  0.70	13	310	--  	      11531.30	
="300320"	海达股份	4.91	17.73	0.83	17.73	17.75	28173	548	          0.05	          4.07	16.95	18.18	16.95	16.90	    27.34	50113788	  1.75	橡胶	江苏	 7.28	17.79	12075	16098	  0.75	49	16	--  	       6921.29	
="000088"	盐 田 港	4.86	6.47	0.30	6.47	6.48	449397	9338	          0.31	          2.31	6.19	6.50	6.18	6.17	    28.09	286855168	  2.19	港口	深圳	 5.19	6.38	186047	263350	  0.71	10301	4403	--  	     194212.78	
="002215"	诺 普 信	4.51	10.19	0.44	10.19	10.20	93890	888	         -0.09	          1.82	9.75	10.43	9.70	9.75	    17.53	94825816	  1.16	农药化肥	深圳	 7.49	10.10	35782	58108	  0.62	317	1112	--  	      51575.60	
="600386"	北巴传媒	4.44	11.05	0.47	11.04	11.05	126320	97	          0.36	          3.13	10.61	11.07	10.52	10.58	    23.10	137745520	  1.25	公共交通	北京	 5.20	10.90	54847	71473	  0.77	200	21	--  	      40320.00	
="600082"	海泰发展	4.36	5.51	0.23	5.52	5.53	176961	350	          0.18	          2.81	5.27	5.60	5.22	5.28	   111.60	95063824	  1.27	园区开发	天津	 7.20	5.37	79861	97100	  0.82	259	158	--  	      62998.89	
="300203"	聚光科技	4.17	20.73	0.83	20.73	20.75	103270	862	         -0.48	          2.32	19.70	21.00	19.70	19.90	    78.26	213259440	  0.82	电器仪表	浙江	 6.53	20.65	49611	53659	  0.92	57	100	--  	      44500.00	
="600012"	皖通高速	4.12	5.05	0.20	5.03	5.04	62764	30	          0.19	          0.54	4.82	5.09	4.82	4.85	     9.55	31208592	  0.86	路桥	安徽	 5.57	4.97	26409	36355	  0.73	1396	70	--  	     116560.00	
="601007"	金陵饭店	4.09	10.94	0.43	10.94	10.96	52311	103	         -0.09	          1.74	10.56	10.96	10.29	10.51	   105.30	55422324	  0.83	酒店餐饮	江苏	 6.37	10.59	23829	28482	  0.84	195	245	--  	      30000.00	
="600800"	天津磁卡	4.08	7.39	0.29	7.39	7.40	215548	16	          0.00	          3.53	7.00	7.48	7.00	7.10	--  	156126288	  0.72	综合类	天津	 6.76	7.24	93087	122461	  0.76	1251	3239	--  	      61031.10	
="600693"	东百集团	3.92	8.21	0.31	8.19	8.20	57778	2	          0.00	          1.69	7.90	8.36	7.89	7.90	     8.29	47309416	  2.43	百货	福建	 5.95	8.19	17713	40065	  0.44	179	178	--  	      34216.55	
="600707"	彩虹股份	3.81	11.17	0.41	11.16	11.17	335956	4	          0.44	          4.57	10.57	11.29	10.42	10.76	--  	365921280	  1.06	元器件	陕西	 8.09	10.89	152765	183191	  0.83	72	133	--  	      73471.77	
="002031"	巨轮股份	3.80	11.19	0.41	11.18	11.19	123737	2478	          0.26	          3.02	10.80	11.20	10.73	10.78	    31.95	136046704	  1.08	汽车配件	广东	 4.36	10.99	55424	68313	  0.81	1477	1112	--  	      40972.19	
="002656"	卡奴迪路	3.76	17.13	0.62	17.12	17.13	60921	852	          0.23	         10.20	16.50	17.24	16.33	16.51	    84.84	102084528	  1.83	服饰	广东	 5.51	16.76	30756	30165	  1.02	60	585	--  	       5975.00	
="600125"	铁龙物流	3.69	7.03	0.25	7.02	7.03	346095	100	          0.28	          2.65	6.76	7.07	6.73	6.78	    26.26	241488480	  1.10	铁路	辽宁	 5.01	6.98	157510	188585	  0.84	722	481	--  	     130552.18	
="300294"	博雅生物	3.60	63.07	2.19	63.07	63.18	8679	41	          0.11	          2.72	60.85	64.78	60.65	60.88	    53.77	54533968	  0.79	生物制药	江西	 6.78	62.83	3791	4888	  0.78	9	5	--  	       3188.44	
="300204"	舒泰神	3.58	27.75	0.96	27.74	27.75	22716	62	          0.03	          0.96	27.80	28.48	27.43	26.79	    55.14	63457108	  1.69	生物制药	北京	 3.92	27.93	8741	13975	  0.63	1	221	--  	      23575.42	
="600179"	黑化股份	3.49	7.42	0.25	7.42	7.43	126451	9	          0.54	          3.24	7.16	7.50	7.04	7.17	--  	92523672	  0.86	焦炭加工	黑龙江	 6.42	7.32	51026	75425	  0.68	600	332	--  	      39000.00	
="600097"	开创国际	3.42	13.59	0.45	13.58	13.59	16767	10	          0.44	          1.45	13.14	13.69	13.11	13.14	    36.32	22369390	  0.50	渔业	上海	 4.41	13.34	7552	9215	  0.82	37	126	--  	      11544.99	
="600033"	福建高速	3.25	2.86	0.09	2.86	2.87	787735	32	         -0.34	          2.87	2.76	2.98	2.75	2.77	    12.13	227150960	  1.00	路桥	福建	 8.30	2.88	303185	484550	  0.63	489	667	--  	     274440.00	
="002702"	海欣食品	3.24	18.46	0.58	18.45	18.46	20588	474	          0.10	          3.38	17.93	18.47	17.82	17.88	--  	37568548	  1.75	食品	福建	 3.64	18.25	5539	15049	  0.37	83	57	--  	       6100.00	
="002168"	深圳惠程	3.01	9.58	0.28	9.57	9.58	358449	4066	          0.00	          6.31	9.35	9.89	9.18	9.30	--  	343268576	  1.07	电气设备	深圳	 7.63	9.58	152810	205639	  0.74	257	242	--  	      56803.58	
="000040"	宝安地产	3.01	5.14	0.15	5.13	5.14	51624	1052	          0.19	          1.11	5.02	5.18	4.95	4.99	   126.50	26448566	  1.00	全国地产	深圳	 4.61	5.12	25670	25954	  0.99	2282	645	--  	      46443.83	
