代码	名称	涨幅%%	现价	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	流通股本	
="601588"	北辰实业	10.09	3.82	0.35	3.82	--  	1298271	10	          0.00	          4.88	3.80	3.82	3.69	3.47	    30.05	495061216	  7.12	区域地产	北京	 3.75	3.81	1048441	249830	  4.20	129880	0	--  	     266000.00	
="600999"	招商证券	10.03	16.34	1.49	16.34	--  	2560306	10	          0.00	          5.49	15.80	16.34	15.61	14.85	    28.10	4140581376	  3.28	证券	深圳	 4.92	16.17	1303842	1256464	  1.04	33065	0	--  	     466109.97	
="000776"	广发证券	10.02	14.82	1.35	14.82	--  	280165	3879	          0.00	          0.47	14.82	14.82	14.82	13.47	    21.64	415204864	  0.22	证券	广东	 0.00	14.82	267805	12360	 21.67	296967	0	--  	     591929.13	
="000024"	招商地产	10.02	14.50	1.32	14.50	--  	1101055	166	          0.00	         10.73	14.00	14.50	13.88	13.18	    12.50	1570302464	  2.94	全国地产	深圳	 4.70	14.26	596036	505019	  1.18	116852	0	--  	     102629.85	
="601901"	方正证券	10.01	8.13	0.74	8.13	--  	6015929	31	          0.00	          9.86	7.59	8.13	7.52	7.39	    33.86	4793592832	  3.28	证券	湖南	 8.25	7.97	3166079	2849850	  1.11	111619	0	--  	     610000.00	
="600497"	驰宏锌锗	10.01	11.43	1.04	11.43	--  	1018460	7	          0.00	          6.11	11.43	11.43	10.81	10.39	    93.49	1142994176	  4.61	铅锌	云南	 5.97	11.22	573274	445186	  1.29	30567	0	--  	     166756.09	
="601336"	新华保险	8.65	34.41	2.74	34.45	34.48	419703	6	          0.82	          3.81	32.80	34.84	32.20	31.67	    12.73	1427539200	  2.69	保险	北京	 8.34	34.01	182001	237702	  0.77	2	16	--  	     110058.07	
="000623"	吉林敖东	8.08	27.29	2.04	27.29	27.30	584561	4471	          0.36	          7.41	26.30	27.35	26.20	25.25	    20.03	1568273664	  2.08	中成药	吉林	 4.55	26.83	267811	316750	  0.85	483	2780	--  	      78904.07	
="002315"	焦点科技	7.77	61.97	4.47	61.96	61.97	47445	727	          0.40	          7.88	58.00	62.60	57.01	57.50	    58.22	284922208	  1.46	互联网	江苏	 9.72	60.05	18994	28451	  0.67	9	91	--  	       6021.45	
="300091"	金通灵	7.53	25.00	1.75	24.99	25.00	35899	590	          0.00	          2.84	23.25	25.07	23.25	23.25	   435.17	87570432	  4.83	机械基件	江苏	 7.83	24.39	11324	24575	  0.46	2	863	--  	      12639.70	
="600837"	海通证券	7.38	13.54	0.93	13.55	13.56	5816513	3409	          0.00	          7.19	13.00	13.80	12.91	12.61	    19.67	7771174400	  2.54	证券	上海	 7.06	13.36	2731085	3085428	  0.89	2304	8727	--  	     809213.13	
="601137"	博威合金	7.29	24.86	1.69	24.70	25.00	94878	51	          1.26	          4.41	23.10	25.00	22.69	23.17	    79.00	225507248	  1.48	铜	浙江	 9.97	23.77	24594	70284	  0.35	40	414	--  	      21500.00	
="000926"	福星股份	6.64	9.00	0.56	9.00	9.01	673960	4233	         -0.11	         12.75	8.78	9.16	8.69	8.44	     8.29	601793792	  2.90	区域地产	湖北	 5.57	8.93	303414	370546	  0.82	4179	2241	--  	      52853.94	
="600764"	中电广通	6.37	11.02	0.66	11.04	11.05	226098	484	          0.36	          6.86	10.83	11.30	10.48	10.36	   590.10	246096960	  4.19	通信设备	北京	 7.92	10.88	102988	123110	  0.84	382	250	--  	      32972.69	
="600617"	国新能源	6.36	30.09	1.80	30.06	30.09	39395	2	          0.09	          3.84	28.30	30.15	27.90	28.29	    42.79	116123856	  1.61	供气供热	山西	 7.95	29.48	14072	25323	  0.56	10	5	--  	      10263.63	
="600109"	国金证券	5.92	16.09	0.90	16.09	16.10	2116774	3014	          0.31	          8.18	15.65	16.47	15.31	15.19	    56.91	3386198528	  2.19	证券	四川	 7.64	16.00	1017858	1098916	  0.93	60	397	--  	     258814.34	
="600238"	海南椰岛	5.92	10.38	0.58	10.37	10.38	178120	16	          0.38	          4.03	9.85	10.45	9.85	9.80	    83.19	183128288	  2.14	红黄药酒	海南	 6.12	10.28	85441	92679	  0.92	63	8	--  	      44203.16	
="000750"	国海证券	5.90	12.03	0.67	12.03	12.04	1827184	10960	          0.08	          9.05	11.60	12.40	11.41	11.36	    44.79	2185395712	  2.94	证券	广西	 8.71	11.96	815433	1011751	  0.81	5039	1500	--  	     201821.09	
="000717"	韶钢松山	5.19	2.84	0.14	2.83	2.84	603842	7753	          0.35	          5.35	2.72	2.90	2.71	2.70	--  	169919264	  2.53	钢加工	广东	 7.04	2.81	269801	334041	  0.81	4228	1599	--  	     112803.64	
="000563"	陕国投Ａ	4.99	9.67	0.46	9.67	9.68	785738	8585	         -0.30	         10.44	9.33	9.96	9.17	9.21	    36.08	759835200	  3.22	多元金融	陕西	 8.58	9.67	368276	417462	  0.88	1874	469	--  	      75266.72	
="600483"	福能股份	4.92	10.67	0.50	10.66	10.67	133507	6	         -0.09	          4.63	10.35	10.76	10.18	10.17	    18.71	141004528	  1.76	火力发电	福建	 5.70	10.56	47893	85614	  0.56	67	14	--  	      28848.36	
="000514"	渝 开 发	4.68	6.49	0.29	6.48	6.49	243399	2265	          0.15	          2.88	6.54	6.68	6.35	6.20	    33.90	158105872	  4.09	区域地产	重庆	 5.32	6.50	117603	125796	  0.93	114	715	--  	      84377.09	
="002011"	盾安环境	4.65	11.25	0.50	11.25	11.26	515957	6059	         -0.08	          6.16	10.82	11.49	10.57	10.75	    62.20	571277312	  1.20	工程机械	浙江	 8.56	11.07	217663	298294	  0.73	28	1483	--  	      83800.65	
="300289"	利德曼	4.56	34.38	1.50	34.35	34.38	37201	180	          0.14	          6.68	33.98	35.20	33.88	32.88	    61.62	128230488	  2.58	生物制药	北京	 4.01	34.47	18016	19185	  0.94	1	12	--  	       5572.68	
="600223"	鲁商置业	4.49	5.58	0.24	5.57	5.59	413244	10	          0.35	          4.13	5.45	5.75	5.43	5.34	    33.82	230704160	  1.35	区域地产	山东	 5.99	5.58	175759	237485	  0.74	151	292	--  	     100096.79	
="600122"	宏图高科	4.27	6.60	0.27	6.59	6.60	456976	119	          0.60	          4.03	6.43	6.64	6.33	6.33	    32.41	298675328	  3.70	其他连锁	江苏	 4.90	6.54	206469	250507	  0.82	8612	2366	--  	     113481.46	
="600676"	交运股份	4.26	8.81	0.36	8.81	8.82	225563	80	          0.22	          2.88	8.58	8.85	8.44	8.45	    23.88	196091024	  1.57	汽车配件	上海	 4.85	8.69	114733	110830	  1.04	100	1126	--  	      78214.10	
="000543"	皖能电力	4.26	9.06	0.37	9.05	9.06	550336	2991	          0.66	          5.37	8.87	9.26	8.80	8.69	    10.08	497576256	  3.63	火力发电	安徽	 5.29	9.04	276399	273937	  1.01	887	3813	--  	     102515.75	
="300282"	汇冠股份	4.16	33.06	1.32	33.01	33.06	36415	1075	          0.18	         15.42	32.10	33.50	31.41	31.74	   368.99	118511192	  3.79	电脑设备	北京	 6.58	32.54	18080	18335	  0.99	1	230	--  	       2361.06	
="600528"	中铁二局	4.14	7.55	0.30	7.54	7.55	732097	110	         -0.13	          5.02	7.36	7.68	7.25	7.25	    27.72	550205504	  1.98	建筑施工	四川	 5.93	7.52	322918	409179	  0.79	1053	2617	--  	     145920.00	
="600635"	大众公用	4.13	7.32	0.29	7.31	7.32	2126265	134	          0.96	         12.93	7.30	7.53	7.03	7.03	    44.76	1554360192	  3.69	供气供热	上海	 7.11	7.31	1076345	1049920	  1.03	577	171	--  	     164486.98	
="601669"	中国电建	3.99	4.17	0.16	4.16	4.17	2932751	633	          0.00	          8.89	4.08	4.22	4.04	4.01	     9.03	1216723072	  3.43	建筑施工	北京	 4.49	4.15	1264379	1668372	  0.76	5936	17746	--  	     330000.00	
="600153"	建发股份	3.87	8.06	0.30	8.06	8.07	1337640	47	          0.49	          4.72	8.00	8.18	7.83	7.76	    10.89	1073486464	  1.81	商贸代理	福建	 4.51	8.03	644592	693048	  0.93	4766	1655	--  	     283520.06	
="000900"	现代投资	3.81	6.54	0.24	6.54	6.55	249193	2188	          0.00	          2.46	6.35	6.55	6.31	6.30	    17.02	160757056	  2.26	路桥	湖南	 3.81	6.45	103202	145991	  0.71	2927	6198	--  	     101128.75	
="600029"	南方航空	3.70	3.64	0.13	3.64	3.65	1283897	166	         -0.27	          1.83	3.55	3.68	3.52	3.51	    21.34	462570304	  2.24	空运	广东	 4.56	3.60	636451	647446	  0.98	549	119	--  	     702265.00	
="300196"	长海股份	3.63	19.97	0.70	19.96	19.97	19707	126	          0.15	          1.80	19.30	20.05	19.21	19.27	    26.95	38817888	  2.42	玻璃	江苏	 4.36	19.70	7692	12015	  0.64	10	33	--  	      10918.94	
