代码	名称	涨幅%%	现价	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	流通股本(万)	
="600348"	阳泉煤业	10.03	9.76	0.89	9.76	--  	990752	6	0.00	          4.12	9.08	9.76	9.08	8.87	    41.68	946057856	  1.57	煤炭开采	山西	7.67	9.55	498399	492353	  1.01	120976	0	--  	     240500.00	
="000758"	中色股份	10.01	16.16	1.47	16.16	--  	943698	1419	0.00	         10.47	14.74	16.16	14.62	14.69	   169.49	1484605440	  1.91	铅锌	北京	10.48	15.73	415555	528142	  0.79	14053	0	--  	      90156.15	
="601088"	中国神华	10.00	22.32	2.03	22.32	--  	1348528	1	0.00	          0.82	20.32	22.32	20.32	20.29	    11.24	2929278464	  1.59	煤炭开采	北京	9.86	21.72	710867	637661	  1.11	194090	0	--  	    1649103.75	
="600259"	广晟有色	10.00	61.14	5.56	61.14	--  	142544	4	0.00	          5.72	56.00	61.14	55.05	55.58	  1338.86	842145984	  1.60	小金属	海南	10.96	59.08	67829	74715	  0.91	3166	0	--  	      24940.00	
="601101"	昊华能源	10.00	9.46	0.86	9.46	--  	733774	10	0.00	          6.11	8.61	9.46	8.54	8.60	    57.75	677873216	  3.08	煤炭开采	北京	10.70	9.24	404953	328820	  1.23	36436	0	--  	     119999.82	
="600123"	兰花科创	10.00	11.33	1.03	11.33	--  	1657445	15	0.00	         14.51	10.30	11.33	10.23	10.30	   552.40	1844224128	  4.31	煤炭开采	山西	10.68	11.13	979643	677802	  1.45	19370	0	--  	     114240.00	
="600121"	郑州煤电	10.00	6.27	0.57	6.27	--  	485768	110	0.00	          6.96	5.72	6.27	5.68	5.70	--  	296558048	  5.38	煤炭开采	河南	10.35	6.10	218927	266841	  0.82	9431	0	--  	      69834.40	
="000552"	靖远煤电	10.00	11.11	1.01	11.11	--  	379983	448	0.00	         10.73	10.12	11.11	10.12	10.10	    22.00	412092096	  3.96	煤炭开采	甘肃	9.80	10.85	175311	204671	  0.86	54960	0	--  	      35412.42	
="601857"	中国石油	9.99	11.89	1.08	11.89	--  	3726890	117	0.00	          0.23	10.90	11.89	10.77	10.81	    16.99	4228175360	  1.68	石油开采	北京	10.36	11.35	1819082	1907807	  0.95	309553	0	--  	   16192208.00	
="600335"	国机汽车	9.98	19.72	1.79	19.72	--  	88800	60	0.00	          1.59	17.79	19.72	17.63	17.93	    14.84	169334096	  1.80	汽车配件	天津	11.66	19.07	29514	59285	  0.50	1866	0	--  	      56000.46	
="600362"	江西铜业	9.98	20.28	1.84	20.28	--  	1247142	15	0.00	          6.01	18.49	20.28	18.49	18.44	    22.66	2465291008	  2.90	铜	江西	9.71	19.77	596671	650471	  0.92	22668	0	--  	     207524.73	
="000983"	西山煤电	9.98	9.04	0.82	9.04	--  	1765687	5914	0.00	          5.60	8.28	9.04	8.26	8.22	    62.36	1558864000	  2.39	煤炭开采	山西	9.49	8.83	901390	864296	  1.04	90799	0	--  	     315117.00	
="600740"	山西焦化	9.97	7.39	0.67	7.39	--  	611243	15	0.00	          9.31	6.71	7.39	6.71	6.72	   205.73	439872928	  3.63	焦炭加工	山西	10.12	7.20	263344	347898	  0.76	7052	0	--  	      65683.27	
="601699"	潞安环能	9.97	12.69	1.15	12.69	--  	1047764	10	0.00	          4.55	11.54	12.69	11.54	11.54	    34.49	1293959168	  2.31	煤炭开采	山西	9.97	12.35	525692	522072	  1.01	62195	0	--  	     230108.41	
="000937"	冀中能源	9.95	9.17	0.83	9.17	--  	1279426	1119	0.00	          5.80	8.35	9.17	8.33	8.34	   458.33	1147900416	  2.98	煤炭开采	河北	10.07	8.97	647493	631932	  1.02	72529	0	--  	     220706.56	
="601666"	平煤股份	9.95	6.63	0.60	6.63	--  	1292722	300	0.00	          5.47	6.03	6.63	6.00	6.03	   135.83	831261824	  2.18	煤炭开采	河南	10.45	6.43	720827	571895	  1.26	39976	0	--  	     236116.50	
="600876"	洛阳玻璃	9.94	7.96	0.72	7.96	--  	2172	10	0.00	          0.09	7.96	7.96	7.96	7.24	   411.72	1728801	  0.04	玻璃	河南	0.00	7.96	1937	234	  8.28	58223	0	--  	      25001.82	
="600489"	中金黄金	9.60	11.64	1.02	11.66	11.67	1842507	366	0.77	          6.26	10.61	11.68	10.51	10.62	    65.37	2072291840	  3.10	黄金	北京	11.02	11.25	785681	1056825	  0.74	489	5050	--  	     294322.88	
="000032"	深桑达Ａ	9.45	12.04	1.04	12.03	12.04	133688	806	0.08	          5.74	11.17	12.10	11.13	11.00	--  	158348080	  5.41	元器件	深圳	8.82	11.84	60483	73205	  0.83	1797	84	--  	      23282.71	
="600486"	扬农化工	9.04	32.82	2.72	32.80	32.83	135958	68	-0.87	          5.26	30.12	33.11	29.42	30.10	    20.05	432805600	  1.44	农药化肥	江苏	12.26	31.83	53423	82534	  0.65	3	44	--  	      25824.91	
="600688"	上海石化	8.55	4.70	0.37	4.69	4.70	3411649	256	-1.26	         14.30	4.34	4.76	4.31	4.33	--  	1574849920	  2.89	石油加工	上海	10.39	4.62	1363240	2048409	  0.67	9746	5060	--  	     238500.00	
="002415"	海康威视	8.45	24.26	1.89	24.25	24.26	389060	1327	-0.04	          1.23	22.44	24.61	22.22	22.37	    26.97	923695744	  1.97	电器仪表	浙江	10.68	23.74	140759	248301	  0.57	127	654	--  	     315046.75	
="000792"	盐湖股份	8.20	23.48	1.78	23.47	23.48	271264	2968	0.21	          2.53	21.77	23.76	21.77	21.70	    42.90	624795328	  2.26	农药化肥	青海	9.17	23.03	113668	157596	  0.72	573	563	--  	     107353.50	
="002155"	辰州矿业	8.15	11.02	0.83	11.01	11.02	842264	14911	-0.54	          8.46	10.15	11.21	9.96	10.19	    79.92	905481472	  1.96	黄金	湖南	12.27	10.75	406408	435856	  0.93	969	914	--  	      99608.52	
="600309"	万华化学	8.08	23.54	1.76	23.54	23.55	665253	62	-0.08	          3.08	21.78	23.77	21.77	21.78	    18.20	1534055552	  1.79	化工原料	山东	9.18	23.06	287357	377896	  0.76	87	59	--  	     216233.45	
="601899"	紫金矿业	7.99	3.65	0.27	3.64	3.65	8915832	2204	0.00	          5.64	3.39	3.68	3.39	3.38	    30.09	3185986304	  2.64	黄金	福建	8.58	3.57	3645512	5270319	  0.69	21089	112	--  	    1580380.38	
="000869"	张  裕Ａ	7.86	37.60	2.74	37.60	37.61	82929	1349	-0.05	          1.83	34.86	37.76	34.76	34.86	    24.19	302417280	  2.26	红黄药酒	山东	8.61	36.47	30591	52338	  0.58	560	30	--  	      45346.07	
="600690"	青岛海尔	7.70	19.99	1.43	19.97	19.98	910666	5	-0.29	          3.33	18.86	20.25	18.71	18.56	    10.83	1799932160	  2.24	家用电器	山东	8.30	19.77	399406	511259	  0.78	137	58	--  	     273684.13	
="601633"	长城汽车	7.65	44.73	3.18	44.73	44.75	117174	28	-0.15	          0.58	41.55	45.25	41.20	41.55	    18.27	512867168	  1.76	汽车整车	河北	9.75	43.77	42252	74922	  0.56	136	20	--  	     200924.30	
="600066"	宇通客车	7.43	23.99	1.66	24.00	24.01	355764	15	-0.41	          2.86	22.75	24.16	22.31	22.33	    23.58	832407744	  1.88	汽车整车	河南	8.28	23.40	145142	210621	  0.69	10	371	--  	     124421.64	
="000418"	小天鹅Ａ	7.26	14.03	0.95	14.03	14.04	190773	989	0.07	          4.36	13.11	14.26	13.10	13.08	    12.94	263483024	  3.11	家用电器	江苏	8.87	13.81	79361	111411	  0.71	330	172	--  	      43776.10	
="000655"	金岭矿业	7.26	9.60	0.65	9.60	9.61	208656	2690	-0.10	          3.50	8.96	9.71	8.93	8.95	    29.30	196728960	  3.22	普钢	山东	8.72	9.43	81987	126669	  0.65	56	635	--  	      59534.01	
="000799"	酒 鬼 酒	6.96	15.68	1.02	15.68	15.69	229499	9660	1.68	         10.24	14.64	15.68	14.45	14.66	--  	349588032	  1.46	白酒	湖南	8.39	15.23	93235	136264	  0.68	435	311	--  	      22420.16	
="000338"	潍柴动力	6.93	29.18	1.89	29.18	29.19	704953	4420	0.03	          6.74	27.58	29.60	27.43	27.29	     9.84	2026692608	  1.81	汽车配件	山东	7.95	28.75	290649	414303	  0.70	692	143	--  	     104608.49	
="002428"	云南锗业	6.89	15.51	1.00	15.51	15.52	385405	3628	-0.06	          6.22	14.50	15.73	14.38	14.51	    71.94	589153984	  2.51	小金属	云南	9.30	15.29	176738	208667	  0.85	1455	273	--  	      62002.58	
="603399"	新华龙	6.36	11.38	0.68	11.37	11.38	127327	123	-0.26	         10.17	10.62	11.43	10.62	10.70	    88.41	142409408	  2.02	小金属	辽宁	7.57	11.18	52880	74447	  0.71	132	7	--  	      12525.79	
="000417"	合肥百货	6.27	8.81	0.52	8.81	8.82	384533	3894	-0.11	          4.94	8.21	9.05	8.11	8.29	    17.84	329428160	  1.19	百货	安徽	11.34	8.57	163632	220901	  0.74	439	956	--  	      77859.75	
="600050"	中国联通	6.26	5.26	0.31	5.25	5.26	8312544	95	0.19	          3.92	4.97	5.39	4.91	4.95	    23.89	4274376192	  1.95	电信运营	上海	9.70	5.14	3817308	4495236	  0.85	4254	17	--  	    2119659.75	
="002064"	华峰氨纶	5.89	11.33	0.63	11.33	11.34	486422	4763	0.08	          7.30	11.19	11.77	11.19	10.70	    23.61	560723904	  3.97	化纤	浙江	5.42	11.53	261849	224572	  1.17	183	1344	--  	      66669.71	
="600805"	悦达投资	5.58	11.93	0.63	11.93	11.94	440973	1	0.08	          5.19	11.41	12.06	11.39	11.30	    10.14	520062624	  1.83	综合类	江苏	5.93	11.79	190357	250616	  0.76	659	161	--  	      84920.21	
="601369"	陕鼓动力	5.52	9.18	0.48	9.19	9.20	304684	304	0.54	          1.86	8.69	9.21	8.60	8.70	    38.33	274673408	  1.59	机械基件	陕西	7.01	9.02	133974	170710	  0.78	3435	3468	--  	     163877.02	
="600058"	五矿发展	5.50	18.42	0.96	18.44	18.49	493994	10	1.15	          4.61	17.40	18.50	17.19	17.46	    83.82	888883200	  1.21	商贸代理	北京	7.50	17.99	209482	284512	  0.74	25	523	--  	     107191.07	
="002237"	恒邦股份	5.43	17.09	0.88	17.08	17.09	184852	1674	0.17	          4.62	16.08	17.26	16.01	16.21	    24.85	311268512	  2.75	黄金	山东	7.71	16.84	77135	107716	  0.72	427	115	--  	      40015.00	
="000800"	一汽轿车	5.42	15.96	0.82	15.95	15.96	384832	6922	-0.12	          2.73	15.14	16.40	15.14	15.14	    79.10	610098240	  1.16	汽车整车	吉林	8.32	15.85	139472	245360	  0.57	137	325	--  	     141175.41	
