代码	名称	涨幅%%	现价	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	流通股本(万)	
="601857"	中国石油	8.66	12.29	0.98	12.26	12.27	2494050	3235	0.32	          0.15	11.37	12.38	11.22	11.31	    17.56	2920515840	  1.03	石油开采	北京	10.26	11.71	1181536	1312513	  0.90	1328	1967	--  	   16192208.00	
="600015"	华夏银行	5.93	13.57	0.76	13.58	13.59	1822214	1492	0.14	          2.81	12.86	13.59	12.76	12.81	     6.88	2406622208	  1.27	银行	北京	6.48	13.21	832525	989688	  0.84	1845	2437	--  	     648768.69	
="600614"	鼎立股份	5.52	14.71	0.77	14.70	14.71	170690	122	-0.06	          3.82	13.82	14.82	13.82	13.94	   353.51	247431968	  1.48	综合类	上海	7.17	14.50	64974	105716	  0.61	456	22	--  	      44675.94	
="000860"	顺鑫农业	5.41	19.29	0.99	19.29	19.30	113956	1254	0.05	          2.60	18.71	19.64	18.71	18.30	    29.23	219612000	  1.99	农业综合	北京	5.08	19.27	53163	60792	  0.87	61	1772	--  	      43852.50	
="600268"	国电南自	4.82	7.40	0.34	7.39	7.40	131936	334	0.13	          2.08	7.07	7.48	7.03	7.06	--  	96665688	  1.15	电气设备	江苏	6.37	7.33	57932	74003	  0.78	5	2344	--  	      63524.64	
="600159"	大龙地产	4.45	4.46	0.19	4.45	4.46	125703	190	0.45	          1.51	4.27	4.48	4.27	4.27	    30.19	54870184	  1.14	区域地产	北京	4.92	4.37	53464	72238	  0.74	1370	75	--  	      83000.32	
="000572"	海马汽车	4.27	5.37	0.22	5.36	5.37	259410	5802	0.00	          1.58	5.25	5.38	5.16	5.15	    41.95	137125744	  1.03	汽车整车	海南	4.27	5.29	100220	159189	  0.63	2815	1928	--  	     164205.73	
="600050"	中国联通	4.19	4.97	0.20	4.97	4.98	3039833	1181	0.20	          1.43	4.78	4.98	4.75	4.77	    22.57	1477892608	  0.79	电信运营	上海	4.82	4.86	1375073	1664760	  0.83	275	7465	--  	    2119659.75	
="601398"	工商银行	4.09	5.09	0.20	5.08	5.09	6232085	12007	-0.39	          0.23	4.89	5.12	4.85	4.89	     6.12	3093536256	  1.03	银行	北京	5.52	4.96	2944296	3287788	  0.90	17571	4299	--  	   26670016.00	
="000488"	晨鸣纸业	3.96	6.30	0.24	6.29	6.30	180258	1727	0.15	          1.63	6.07	6.30	6.01	6.06	    26.82	111625488	  0.67	造纸	山东	4.79	6.19	67753	112504	  0.60	135	3411	--  	     110503.72	
="000723"	美锦能源	3.87	7.79	0.29	7.78	7.79	61322	2215	1.16	          3.15	7.50	7.79	7.42	7.50	   481.74	46580620	  0.92	焦炭加工	山西	4.93	7.60	33129	28193	  1.18	2568	280	--  	      19486.41	
="600009"	上海机场	3.65	19.58	0.69	19.57	19.58	120222	377	0.25	          1.10	18.89	19.58	18.82	18.89	    17.92	231260928	  0.73	机场	上海	4.02	19.24	40761	79461	  0.51	209	201	--  	     109347.64	
="600101"	明星电力	3.58	9.85	0.34	9.82	9.84	101247	99	0.51	          3.12	9.55	9.90	9.49	9.51	    20.97	98163536	  1.14	水力发电	四川	4.31	9.70	38039	63207	  0.60	10	73	--  	      32417.90	
="601933"	永辉超市	3.50	8.86	0.30	8.86	8.87	348102	262	-0.11	          1.13	8.58	8.97	8.56	8.56	    33.33	305936608	  1.12	超市连锁	福建	4.79	8.79	167304	180798	  0.93	716	421	--  	     307160.00	
="000157"	中联重科	3.48	6.54	0.22	6.54	6.55	1283040	18453	0.15	          2.05	6.33	6.55	6.30	6.32	    37.79	826781760	  0.85	工程机械	湖南	3.96	6.44	553096	729943	  0.76	2971	13591	--  	     626117.19	
="600761"	安徽合力	3.43	14.77	0.49	14.77	14.78	85381	149	0.00	          1.38	14.28	14.88	14.23	14.28	    14.12	124905248	  0.64	工程机械	安徽	4.55	14.63	37056	48324	  0.77	9	53	--  	      61681.73	
="601877"	正泰电器	3.40	31.95	1.05	31.95	31.96	43037	17	0.28	          0.43	30.96	32.12	30.96	30.90	    18.39	137047504	  1.60	电气设备	浙江	3.75	31.84	20707	22330	  0.93	26	7	--  	     101144.64	
="600116"	三峡水利	3.34	14.54	0.47	14.53	14.54	112130	5	0.13	          4.19	14.06	14.64	14.00	14.07	    25.03	162563136	  1.73	水力发电	重庆	4.55	14.50	48531	63599	  0.76	28	142	--  	      26753.32	
="601369"	陕鼓动力	3.18	8.77	0.27	8.76	8.77	117234	66	0.00	          0.72	8.57	8.78	8.42	8.50	    36.62	101178464	  0.63	机械基件	陕西	4.24	8.63	52141	65092	  0.80	317	10	--  	     163877.02	
="600642"	申能股份	3.15	6.22	0.19	6.21	6.22	372705	462	0.16	          0.82	6.05	6.24	6.04	6.03	    14.92	229721184	  0.74	火力发电	上海	3.32	6.16	177000	195705	  0.90	2559	458	--  	     455203.84	
="600688"	上海石化	3.13	4.28	0.13	4.27	4.28	716221	408	0.00	          3.00	4.19	4.29	4.15	4.15	--  	302802336	  0.89	石油加工	上海	3.37	4.23	278162	438059	  0.63	6334	1121	--  	     238500.00	
="601666"	平煤股份	3.11	5.97	0.18	5.96	5.97	436400	1065	0.33	          1.85	5.82	5.98	5.68	5.79	   122.31	253865984	  0.99	煤炭开采	河南	5.18	5.82	208476	227923	  0.91	3164	642	--  	     236116.50	
="600583"	海油工程	3.08	10.38	0.31	10.37	10.38	831730	301	0.67	          2.05	10.21	10.40	10.12	10.07	    13.28	853657856	  0.74	石油开采	天津	2.78	10.26	372691	459039	  0.81	648	789	--  	     404901.41	
="000417"	合肥百货	2.99	8.27	0.24	8.26	8.27	104895	678	0.24	          1.35	8.03	8.32	7.95	8.03	    16.74	85424104	  0.68	百货	安徽	4.61	8.14	48637	56258	  0.86	20	679	--  	      77859.75	
="600054"	黄山旅游	2.97	15.62	0.45	15.61	15.64	34294	1	0.12	          2.92	15.20	15.77	15.18	15.17	    25.86	53086148	  1.28	旅游景点	安徽	3.89	15.48	9896	24398	  0.41	19	8	--  	      11762.00	
="000737"	南风化工	2.85	5.06	0.14	5.06	5.07	98269	1442	0.19	          1.79	4.92	5.09	4.88	4.92	--  	49075668	  1.36	日用化工	山西	4.27	4.99	40584	57684	  0.70	429	1689	--  	      54873.12	
="002244"	滨江集团	2.73	7.91	0.21	7.90	7.91	96863	1200	0.00	          0.84	7.70	7.92	7.66	7.70	    14.09	75558232	  0.81	区域地产	浙江	3.38	7.80	40975	55887	  0.73	282	1318	--  	     114773.00	
="000537"	广宇发展	2.52	8.55	0.21	8.55	8.56	140191	1869	0.35	          2.73	8.34	8.57	8.32	8.34	    13.37	118965384	  0.96	区域地产	天津	3.00	8.49	64502	75688	  0.85	2103	1649	--  	      51271.33	
="000063"	中兴通讯	2.50	19.65	0.48	19.64	19.65	551027	11758	0.15	          1.97	19.40	19.65	19.00	19.17	    27.66	1072296000	  0.68	通信设备	深圳	3.39	19.46	255377	295649	  0.86	2428	914	--  	     280129.03	
="002233"	塔牌集团	2.45	10.02	0.24	10.02	10.03	118971	1566	0.00	          2.14	9.81	10.05	9.74	9.78	    13.62	118497168	  1.25	水泥	广东	3.17	9.96	52949	66022	  0.80	608	432	--  	      55565.60	
="601678"	滨化股份	2.42	10.16	0.24	10.15	10.16	96681	232	0.00	          1.46	9.96	10.18	9.96	9.92	    15.93	97613400	  0.69	化工原料	山东	2.22	10.10	46677	50003	  0.93	590	147	--  	      66000.00	
="000826"	桑德环境	2.40	28.58	0.67	28.57	28.58	167371	708	0.00	          1.99	28.09	29.20	28.09	27.91	    35.30	480932928	  1.22	环境保护	湖北	3.98	28.73	79690	87680	  0.91	353	640	--  	      83933.35	
="002128"	露天煤业	2.40	9.39	0.22	9.38	9.39	87166	2049	0.42	          0.66	9.16	9.39	9.05	9.17	    50.08	80303976	  0.61	煤炭开采	内蒙	3.71	9.21	44127	43039	  1.03	1129	302	--  	     132668.17	
="000690"	宝新能源	2.23	6.41	0.14	6.40	6.41	248936	2589	0.15	          1.45	6.26	6.41	6.18	6.27	     9.96	157674000	  0.73	火力发电	广东	3.67	6.33	97744	151191	  0.65	1851	2901	--  	     171265.66	
="600089"	特变电工	2.23	12.86	0.28	12.85	12.86	753110	225	0.31	          2.38	12.65	12.87	12.37	12.58	    22.66	948404480	  0.81	电气设备	新疆	3.97	12.59	358391	394718	  0.91	2038	41	--  	     316591.31	
="000725"	京东方Ａ	2.19	3.26	0.07	3.25	3.26	2168312	24045	0.30	          1.88	3.19	3.26	3.16	3.19	    46.52	695812032	  0.67	元器件	北京	3.13	3.21	930766	1237545	  0.75	32902	13977	--  	    1150574.38	
="000789"	万年青	2.19	13.54	0.29	13.53	13.54	94611	1306	0.37	          2.31	13.27	13.57	13.14	13.25	    11.07	126403336	  0.97	水泥	江西	3.25	13.36	40878	53732	  0.76	814	238	--  	      40888.75	
="002473"	圣莱达	2.06	27.81	0.56	27.80	27.81	4217	158	-0.25	          0.26	27.29	27.98	27.00	27.25	--  	11569329	  0.50	家用电器	浙江	3.60	27.43	1461	2756	  0.53	76	100	--  	      16000.00	
