代码	名称	涨幅%%	现价	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	流通股本(万)	
="603899"	N晨光	44.03	18.94	5.79	18.94	--  	654	10	0.00	          0.11	18.94	18.94	18.94	13.15	    23.92	1238676	0.00	文教休闲	上海	0.00	18.94	654	0	--  	141140	0	--  	       6000.00	
="603558"	N健盛	44.00	27.72	8.47	27.72	--  	353	10	0.00	          0.18	27.72	27.72	27.72	19.25	    26.00	978516	0.00	纺织	浙江	0.00	27.72	353	0	--  	54656	0	--  	       2000.00	
="002734"	N利民	43.97	15.39	4.70	15.39	--  	427	5	0.00	          0.17	12.83	15.39	12.83	10.69	    30.91	653697	0.00	农药化肥	江苏	23.95	15.31	337	90	  3.74	183125	0	--  	       2500.00	
="601188"	龙江交通	10.11	4.79	0.44	4.79	--  	568216	14	0.00	          4.68	4.40	4.79	4.36	4.35	    15.08	259645904	  3.95	路桥	黑龙江	9.89	4.57	279572	288643	  0.97	105656	0	--  	     121320.00	
="600017"	日照港	10.11	5.01	0.46	5.01	--  	1297840	315	0.00	          4.93	4.54	5.01	4.40	4.55	    20.28	625322112	  2.92	港口	山东	13.41	4.82	886429	411410	  2.15	275558	0	--  	     263063.16	
="000955"	欣龙控股	10.08	5.68	0.52	5.68	--  	627112	2163	0.00	         12.56	5.20	5.68	5.20	5.16	--  	344002912	  5.72	纺织	海南	9.30	5.49	245274	381837	  0.64	7132	0	--  	      49939.50	
="000498"	山东路桥	10.06	5.91	0.54	5.91	--  	502168	4723	0.00	         14.18	5.45	5.91	5.45	5.37	    35.24	284516288	  2.10	建筑施工	山东	8.57	5.67	207321	294847	  0.70	40116	0	--  	      35417.01	
="600398"	海澜之家	10.04	12.38	1.13	12.38	--  	471070	18	0.00	          7.29	12.00	12.38	11.88	11.25	    25.86	580328832	  7.04	服饰	江苏	4.44	12.32	279799	191271	  1.46	55425	0	--  	      64660.41	
="600770"	综艺股份	10.04	10.52	0.96	10.52	--  	1051065	4	0.00	          9.52	9.89	10.52	9.78	9.56	   526.02	1092976128	  4.63	综合类	江苏	7.74	10.40	657552	393512	  1.67	65948	0	--  	     110460.00	
="000929"	兰州黄河	10.04	12.06	1.10	12.06	--  	222870	139	0.00	         12.01	11.13	12.06	11.08	10.96	    37.26	264779184	  5.02	啤酒	甘肃	8.94	11.88	130705	92164	  1.42	11080	0	--  	      18558.80	
