代码	名称	涨幅%%	现价	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	流通股本(万)	
="000983"	西山煤电	9.98	8.82	0.80	8.82	--  	2416772	10919	0.00	          7.67	8.13	8.82	8.00	8.02	    60.84	2079776000	  3.09	煤炭开采	山西	10.22	8.61	1260605	1156167	  1.09	10672	0	--  	     315117.00	
="601988"	中国银行	9.89	3.89	0.35	3.89	--  	35748324	223	0.00	          1.82	3.66	3.89	3.60	3.54	     7.11	13681318912	  3.13	银行	北京	8.19	3.83	20364872	15383451	  1.32	619362	0	--  	   19591296.00	
="601288"	农业银行	9.88	3.56	0.32	3.56	--  	23626924	100	0.28	          0.83	3.29	3.56	3.27	3.24	     5.69	8248902656	  2.57	银行	北京	8.95	3.49	10634505	12992418	  0.82	19964	0	--  	   28416352.00	
="600801"	华新水泥	9.25	10.51	0.89	10.50	10.51	854012	16	0.76	          8.79	9.80	10.58	9.80	9.62	    14.47	885530624	  3.08	水泥	湖北	8.11	10.37	426712	427299	  1.00	30	13	--  	      97167.99	
="600016"	民生银行	9.14	10.51	0.88	10.50	10.51	19069532	396	0.57	          7.04	9.49	10.58	9.43	9.63	     7.30	19578636288	  1.51	银行	北京	11.94	10.27	10297953	8771579	  1.17	22391	877	--  	    2710607.50	
="601899"	紫金矿业	8.11	3.60	0.27	3.60	3.61	11057832	488	0.55	          7.00	3.35	3.66	3.35	3.33	    29.68	3850760192	  2.74	黄金	福建	9.31	3.48	4266895	6790936	  0.63	16394	14793	--  	    1580380.38	
="000401"	冀东水泥	7.75	12.24	0.88	12.24	12.25	529670	2787	0.24	          4.37	11.57	12.50	11.50	11.36	   596.42	644539712	  2.58	水泥	河北	8.80	12.17	209358	320311	  0.65	350	1151	--  	     121233.36	
="601088"	中国神华	6.85	20.28	1.30	20.28	20.29	1832094	321	0.44	          1.11	19.31	20.76	19.31	18.98	    10.21	3681353728	  1.97	煤炭开采	北京	7.64	20.09	912570	919524	  0.99	53	1466	--  	    1649103.75	
="601398"	工商银行	6.80	4.71	0.30	4.71	4.72	17465550	6262	0.21	          0.66	4.46	4.80	4.46	4.41	     5.63	8172305408	  2.95	银行	北京	7.71	4.68	7602743	9862807	  0.77	678	4522	--  	   26471778.00	
="600642"	申能股份	5.63	6.75	0.36	6.75	6.77	1543289	95	0.44	          3.39	6.43	6.91	6.43	6.39	    16.20	1037289472	  1.87	火力发电	上海	7.51	6.72	746896	796392	  0.94	1125	395	--  	     455203.84	
="601699"	潞安环能	5.20	12.33	0.61	12.33	12.34	1197664	43	0.08	          5.20	11.78	12.88	11.78	11.72	    33.51	1476230656	  2.03	煤炭开采	山西	9.39	12.33	610302	587361	  1.04	38	1821	--  	     230108.41	
