代码	名称	涨幅%%	现价	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	流通股本(万)	
="002469"	三维工程	10.00	16.72	1.52	16.72	--  	366136	865	0.00	         14.53	15.45	16.72	15.15	15.20	    41.50	601801344	  2.31	建筑施工	山东	10.33	16.44	203254	162882	  1.25	10268	0	--  	      25195.47	
="000665"	湖北广电	9.97	15.44	1.40	15.44	--  	95436	538	0.00	          5.02	14.15	15.44	14.01	14.04	    56.33	143260304	  3.98	影视音像	湖北	10.19	15.01	49258	46178	  1.07	25621	0	--  	      18995.71	
="600804"	鹏博士	8.23	23.67	1.80	23.64	23.65	993732	249	-0.42	          7.41	22.20	24.06	21.77	21.87	    58.51	2343809792	  2.33	电信运营	四川	10.47	23.59	518515	475216	  1.09	172	479	--  	     134194.16	
="002508"	老板电器	3.48	38.96	1.31	38.96	38.98	38203	406	0.17	          1.23	38.20	39.00	37.70	37.65	    27.03	147557920	  1.64	家用电器	浙江	3.45	38.62	11703	26500	  0.44	173	1	--  	      31175.00	
="600060"	海信电器	3.34	15.79	0.51	15.78	15.81	816320	604	-0.18	          6.24	15.30	16.05	15.00	15.28	    16.86	1266778752	  0.80	家用电器	山东	6.87	15.52	375570	440750	  0.85	59	91	--  	     130848.13	
="600626"	申达股份	3.07	13.08	0.39	13.07	13.08	494536	1065	0.22	          6.96	12.86	13.16	12.16	12.69	    67.69	625808256	  1.04	纺织	上海	7.88	12.65	234529	260007	  0.90	104	1488	--  	      71024.28	
="300020"	银江股份	3.02	36.47	1.07	36.47	36.49	113308	668	-0.08	          4.69	35.01	37.84	34.98	35.40	    57.06	417384640	  1.24	软件服务	浙江	8.08	36.84	49921	63386	  0.79	45	1	--  	      24173.80	
="600978"	宜华木业	2.72	7.17	0.19	7.15	7.16	1306115	852	0.13	          8.81	7.03	7.57	6.94	6.98	    17.74	950702208	  1.31	家居用品	广东	9.03	7.28	610223	695892	  0.88	1206	451	--  	     148287.00	
="300251"	光线传媒	2.69	26.73	0.70	26.72	26.73	392225	3616	-0.03	          7.38	26.08	27.59	25.60	26.03	   103.27	1054122752	  1.63	影视音像	北京	7.65	26.88	174456	217768	  0.80	264	795	--  	      53120.28	
="600894"	广日股份	2.34	17.08	0.39	17.09	17.14	182551	128	-0.58	          2.35	16.80	17.65	16.31	16.69	    21.80	312246304	  1.22	运输设备	广东	8.03	17.10	92989	89562	  1.04	70	50	--  	      77693.24	
="601801"	皖新传媒	2.17	19.33	0.41	19.32	19.33	86977	16	0.00	          0.96	19.09	19.80	18.63	18.92	    23.07	168677456	  1.55	出版业	安徽	6.18	19.39	37339	49637	  0.75	252	89	--  	      91000.00	
="002304"	洋河股份	2.07	82.48	1.67	82.47	82.48	51314	440	-0.54	          0.58	80.89	85.00	80.89	80.81	    16.72	429826592	  1.96	白酒	江苏	5.09	83.76	24324	26989	  0.90	85	15	--  	      87925.92	
