代码	名称	涨幅%%	现价	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	流通股本(万)	
="600705"	中航资本	10.02	27.57	2.51	27.57	--  	9638	5	0.00	          0.13	27.57	27.57	27.57	25.06	    26.07	26572710	  0.11	多元金融	黑龙江	0.00	27.57	8542	1096	  7.79	349763	0	--  	      74464.21	
="600015"	华夏银行	9.98	12.34	1.12	12.34	--  	3882989	21	0.00	          5.99	11.41	12.34	11.30	11.22	     6.25	4703796224	  1.85	银行	北京	9.27	12.11	2185292	1697696	  1.29	132105	0	--  	     648768.69	
="600761"	安徽合力	9.98	15.65	1.42	15.65	--  	182381	50	0.00	          2.96	14.35	15.65	14.35	14.23	    14.96	280581344	  0.69	工程机械	安徽	9.14	15.38	128917	53464	  2.41	71947	0	--  	      61681.73	
="000157"	中联重科	9.97	6.84	0.62	6.84	--  	5046826	3096	0.00	          8.06	6.34	6.84	6.32	6.22	    39.52	3404492544	  1.16	工程机械	湖南	8.36	6.75	2764275	2282550	  1.21	226575	0	--  	     626117.19	
="600801"	华新水泥	9.57	10.42	0.91	10.41	10.42	565511	35	0.38	          5.82	9.51	10.44	9.51	9.51	    14.35	571589504	  1.37	水泥	湖北	9.78	10.11	255389	310122	  0.82	477	245	--  	      97167.99	
="600058"	五矿发展	7.25	16.71	1.13	16.72	16.73	405460	33	0.60	          3.78	15.66	16.77	15.55	15.58	    76.03	655705984	  1.13	商贸代理	北京	7.83	16.17	169435	236024	  0.72	55	232	--  	     107191.07	
="000401"	冀东水泥	6.03	12.48	0.71	12.48	12.49	303223	7720	0.72	          2.50	11.68	12.74	11.67	11.77	   608.11	372940192	  1.12	水泥	河北	9.09	12.30	131667	171555	  0.77	2395	134	--  	     121233.36	
="600089"	特变电工	5.68	12.65	0.68	12.65	12.66	1308513	1087	1.36	          4.13	12.05	12.66	11.84	11.97	    22.29	1609765760	  0.84	电气设备	新疆	6.85	12.30	597280	711232	  0.84	929	801	--  	     316591.31	
="000338"	潍柴动力	5.64	26.99	1.44	26.99	27.00	463547	5536	0.00	          4.43	25.79	27.50	25.79	25.55	     9.10	1241718784	  0.97	汽车配件	山东	6.69	26.79	218771	244775	  0.89	127	1397	--  	     104608.49	
="600720"	祁连山	5.59	10.39	0.55	10.39	10.40	582874	7	0.00	          7.51	9.88	10.45	9.88	9.84	     9.52	597805888	  1.21	水泥	甘肃	5.79	10.26	241785	341088	  0.71	224	7684	--  	      77616.27	
="600018"	上港集团	5.23	6.44	0.32	6.44	6.45	1487793	599	0.31	          0.65	6.17	6.48	6.10	6.12	    23.49	936586496	  0.60	港口	上海	6.21	6.30	703520	784273	  0.90	1435	9930	--  	    2275518.00	
="000800"	一汽轿车	5.06	15.56	0.75	15.56	15.57	326703	5441	0.25	          2.31	14.81	15.57	14.68	14.81	    77.12	498504224	  0.66	汽车整车	吉林	6.01	15.26	151657	175045	  0.87	297	522	--  	     141175.41	
="000422"	湖北宜化	4.99	7.57	0.36	7.57	7.58	608309	2788	0.26	          6.96	7.25	7.88	7.25	7.21	   280.44	461510176	  1.76	农药化肥	湖北	8.74	7.59	267766	340542	  0.79	887	411	--  	      87374.47	
="600449"	宁夏建材	4.94	12.11	0.57	12.10	12.11	177583	72	0.33	          3.71	11.55	12.21	11.55	11.54	    15.61	212510736	  0.95	水泥	宁夏	5.72	11.97	67642	109941	  0.62	217	92	--  	      47818.10	
="000789"	万年青	4.65	13.29	0.59	13.29	13.30	218448	2757	0.37	          5.34	12.71	13.58	12.71	12.70	    10.87	289009248	  1.50	水泥	江西	6.85	13.23	90907	127540	  0.71	34	837	--  	      40888.75	
="002146"	荣盛发展	4.63	13.78	0.61	13.77	13.78	346749	2253	0.14	          2.08	13.22	13.83	13.22	13.17	     9.52	469837184	  0.99	全国地产	河北	4.63	13.55	174414	172335	  1.01	293	1252	--  	     166646.34	
="000758"	中色股份	4.62	14.72	0.65	14.71	14.72	462817	7100	0.13	          5.13	14.00	14.78	13.80	14.07	   154.39	667966976	  0.82	铅锌	北京	6.97	14.43	208179	254638	  0.82	4080	1238	--  	      90156.15	
="601369"	陕鼓动力	4.57	8.92	0.39	8.92	8.93	211506	2	-0.22	          1.29	8.58	9.13	8.57	8.53	    37.24	187670992	  0.72	机械基件	陕西	6.57	8.87	95629	115877	  0.83	294	169	--  	     163877.02	
="600511"	国药股份	4.39	30.88	1.30	30.85	30.86	35883	1	-0.06	          1.29	29.59	31.90	29.59	29.58	    29.58	110824992	  1.05	医药商业	北京	7.81	30.88	15347	20536	  0.75	14	41	--  	      27764.33	
="600875"	东方电气	4.21	19.55	0.79	19.56	19.57	350213	9	0.51	          2.10	18.88	19.59	18.70	18.76	    26.97	674425856	  0.58	电气设备	四川	4.74	19.26	165617	184595	  0.90	72	782	--  	     166386.00	
="601988"	中国银行	4.20	3.72	0.15	3.72	3.73	15866906	440	0.26	          0.81	3.66	3.73	3.56	3.57	     6.80	5814137856	  0.79	银行	北京	4.76	3.66	6667648	9199257	  0.72	29378	110122	--  	   19591296.00	
="000063"	中兴通讯	4.19	18.42	0.74	18.42	18.43	896808	11421	0.05	          3.20	17.68	18.45	17.53	17.68	    25.93	1624911104	  0.76	通信设备	深圳	5.20	18.12	408059	488749	  0.83	184	1908	--  	     280129.03	
="601288"	农业银行	4.05	3.34	0.13	3.33	3.34	9365371	1973	0.60	          0.33	3.27	3.36	3.21	3.21	     5.34	3085447168	  0.72	银行	北京	4.67	3.29	3784113	5581257	  0.68	44359	6972	--  	   28416352.00	
="601633"	长城汽车	4.05	38.83	1.51	38.85	38.86	55525	33	0.10	          0.28	37.00	38.88	37.00	37.32	    15.86	211522832	  0.69	汽车整车	河北	5.04	38.10	25695	29829	  0.86	8	10	--  	     200924.30	
="000877"	天山股份	3.97	9.43	0.36	9.42	9.43	487872	3744	0.10	          5.54	9.10	9.57	9.01	9.07	    20.26	457644992	  1.00	水泥	新疆	6.17	9.38	230240	257631	  0.89	1137	562	--  	      88001.99	
="600309"	万华化学	3.88	22.48	0.84	22.48	22.49	397932	12	0.13	          1.84	21.70	23.10	21.56	21.64	    17.38	894144896	  0.93	化工原料	山东	7.12	22.47	193811	204120	  0.95	777	395	--  	     216233.45	
="601857"	中国石油	3.80	9.84	0.36	9.84	9.85	1389302	1078	0.92	          0.09	9.50	9.86	9.41	9.48	    14.06	1336171136	  0.59	石油开采	北京	4.75	9.62	658655	730646	  0.90	12267	246	--  	   16192208.00	
="600143"	金发科技	3.75	6.91	0.25	6.90	6.91	1378115	45	0.14	          5.38	6.76	6.96	6.51	6.66	    29.06	934133376	  1.68	塑料	广东	6.76	6.78	618186	759928	  0.81	5952	3772	--  	     256000.00	
="000778"	新兴铸管	3.70	5.60	0.20	5.59	5.60	913103	17290	0.35	          2.51	5.44	5.61	5.41	5.40	    22.82	504067168	  0.65	钢加工	河北	3.70	5.52	452662	460441	  0.98	1903	306	--  	     364209.41	
="600718"	东软集团	3.66	17.00	0.60	17.01	17.02	478656	52	0.11	          3.90	16.50	17.16	16.35	16.40	    73.04	803076416	  1.10	软件服务	辽宁	4.94	16.78	234787	243869	  0.96	121	20	--  	     122759.42	
