代码	名称	涨幅%%	现价	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	流通股本(万)	
="600066"	宇通客车	5.02	25.74	1.23	25.74	25.75	263379	5	0.23	          2.12	24.40	25.80	24.29	24.51	    25.30	660365376	  1.06	汽车整车	河南	6.16	25.07	110227	153152	  0.72	69	607	--  	     124421.64	
="000729"	燕京啤酒	4.45	8.69	0.37	8.69	8.70	323407	3184	0.00	          1.29	8.35	8.78	8.29	8.32	    19.99	278186496	  1.08	啤酒	北京	5.89	8.60	140845	182562	  0.77	35	5055	--  	     250045.17	
="600060"	海信电器	4.39	12.36	0.52	12.34	12.35	523499	751	0.81	          4.00	11.85	12.38	11.81	11.84	    13.20	633534720	  1.06	家用电器	山东	4.81	12.10	210400	313099	  0.67	1680	8	--  	     130848.13	
="300015"	爱尔眼科	4.38	30.49	1.28	30.48	30.49	63557	909	0.06	          1.21	29.04	30.79	29.02	29.21	    58.62	189585760	  1.00	医疗保健	湖南	6.06	29.83	24809	38747	  0.64	139	88	--  	      52327.30	
="600779"	水井坊	4.23	11.09	0.45	11.09	11.10	373225	52	0.09	         12.64	10.65	11.14	10.36	10.64	--  	403718720	  1.63	白酒	四川	7.33	10.82	167548	205676	  0.81	80	349	--  	      29532.34	
="600690"	青岛海尔	4.08	20.40	0.80	20.40	20.41	509777	118	0.09	          1.86	19.78	20.69	19.65	19.60	    11.05	1033325952	  0.94	家用电器	山东	5.31	20.27	226044	283733	  0.80	237	420	--  	     273684.13	
="600518"	康美药业	3.90	17.06	0.64	17.06	17.07	817408	93	0.11	          3.72	16.48	17.09	16.30	16.42	    18.78	1368274944	  1.18	中成药	广东	4.81	16.74	369922	447485	  0.83	534	5	--  	     219871.45	
="002032"	苏 泊 尔	3.41	18.50	0.61	18.50	18.51	36119	445	0.00	          1.06	17.90	18.52	17.76	17.89	    17.30	65831792	  1.55	家用电器	浙江	4.25	18.23	14762	21357	  0.69	563	119	--  	      33956.62	
="002415"	海康威视	3.15	27.21	0.83	27.20	27.21	256563	1022	-0.18	          0.81	26.50	27.53	26.50	26.38	    30.65	697350208	  0.77	电器仪表	浙江	3.90	27.18	121678	134884	  0.90	619	58	--  	     315046.75	
="300002"	神州泰岳	3.14	19.71	0.60	19.71	19.72	406994	4973	0.05	          5.60	19.12	19.80	19.00	19.11	    53.53	792210368	  0.87	软件服务	北京	4.19	19.46	190447	216546	  0.88	812	1020	--  	      72615.95	
="600309"	万华化学	3.13	24.38	0.74	24.38	24.39	445452	100	0.04	          2.06	23.21	24.55	22.98	23.64	    18.85	1060726784	  0.79	化工原料	山东	6.64	23.81	208485	236967	  0.88	45	916	--  	     216233.45	
="600311"	荣华实业	3.02	6.82	0.20	6.82	6.83	413555	14	0.44	          6.21	6.67	6.86	6.57	6.62	--  	278283488	  0.92	黄金	甘肃	4.38	6.73	194780	218774	  0.89	1492	1519	--  	      66560.00	
="600729"	重庆百货	2.85	25.97	0.72	25.94	25.95	58595	1	0.46	          1.57	25.25	25.99	24.88	25.25	    16.31	148601376	  0.50	百货	重庆	4.40	25.36	26155	32440	  0.81	72	6	--  	      37231.14	
="002221"	东华能源	2.57	17.13	0.43	17.12	17.13	60704	313	0.17	          1.36	16.70	17.45	16.70	16.70	   194.94	104145184	  1.38	石油贸易	江苏	4.49	17.16	37282	23421	  1.59	10	161	--  	      44718.82	
="600489"	中金黄金	2.50	11.90	0.29	11.91	11.92	910771	518	-0.16	          3.09	11.76	12.09	11.52	11.61	    66.83	1081354624	  0.64	黄金	北京	4.91	11.87	440383	470388	  0.94	85	55	--  	     294322.88	
="601010"	文峰股份	2.10	10.21	0.21	10.22	10.23	98550	53	0.29	          1.33	10.01	10.34	9.70	10.00	    17.42	99144240	  0.94	超市连锁	江苏	6.40	10.06	51760	46790	  1.11	48	235	--  	      73920.00	
="601888"	中国国旅	1.89	46.40	0.86	46.40	46.41	46542	1	-0.45	          0.48	45.31	47.04	45.06	45.54	    28.49	214108144	  0.59	旅游服务	北京	4.35	46.00	21476	25065	  0.86	15	14	--  	      97623.77	
