代码	名称	涨幅%%	现价	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	流通股本	
="600896"	中海海盛	10.06	5.14	0.47	5.14	--  	327406	50	          0.00	          5.63	4.71	5.14	4.68	4.67	--  	165269472	  2.22	水运	海南	 9.85	5.05	222878	104528	  2.13	112847	0	--  	      58131.57	
="600221"	海南航空	10.04	2.52	0.23	2.52	--  	9664073	843	          0.00	          8.18	2.30	2.52	2.28	2.29	    12.20	2390730496	  2.22	空运	海南	10.48	2.47	5620685	4043388	  1.39	216626	0	--  	    1181206.38	
="000563"	陕国投Ａ	10.02	9.00	0.82	9.00	--  	155952	121	          0.00	          2.07	8.98	9.00	8.75	8.18	    33.58	140141424	  0.72	多元金融	陕西	 3.06	8.99	83172	72780	  1.14	103387	0	--  	      75266.72	
="600320"	振华重工	10.02	4.94	0.45	4.94	--  	792039	27	          0.00	          2.86	4.58	4.94	4.58	4.49	   201.95	381455776	  3.01	工程机械	上海	 8.02	4.82	506706	285333	  1.78	770876	0	--  	     276833.13	
="600483"	福建南纺	10.01	9.67	0.88	9.67	--  	127373	10	          0.00	          4.42	9.24	9.67	9.24	8.79	    16.96	122645600	  1.90	纺织	福建	 4.89	9.63	93233	34140	  2.73	107814	0	--  	      28848.36	
="601919"	中国远洋	9.98	4.52	0.41	4.52	--  	2372119	94	          0.00	          3.11	4.12	4.52	4.12	4.11	--  	1049896832	  3.73	水运	天津	 9.73	4.43	1235538	1136581	  1.09	77144	0	--  	     763567.44	
="601018"	宁波港	9.97	3.86	0.35	3.86	--  	3137364	197	          0.00	          2.45	3.54	3.86	3.54	3.51	    15.59	1167051392	  2.03	港口	浙江	 9.12	3.72	1778241	1359123	  1.31	549744	0	--  	    1280000.00	
="002650"	加加食品	9.96	13.91	1.26	13.90	13.91	196367	1944	         -0.07	          8.75	12.55	13.92	12.54	12.65	    42.32	262255456	  2.01	食品	湖南	10.91	13.36	77871	118496	  0.66	178	602	--  	      22439.23	
="000717"	韶钢松山	9.88	2.67	0.24	2.67	--  	755794	909	          0.00	          6.70	2.41	2.67	2.40	2.43	--  	196789712	  1.77	钢加工	广东	11.11	2.60	531222	224572	  2.37	255318	0	--  	     112803.64	
="600120"	浙江东方	9.69	17.78	1.57	17.74	17.76	574232	556	         -0.28	         11.36	16.36	17.83	16.10	16.21	    16.61	973125056	  1.96	商贸代理	浙江	10.67	16.95	282923	291309	  0.97	102	40	--  	      50547.33	
="601800"	中国交建	9.65	5.57	0.49	5.55	5.56	2810096	11659	          0.00	         20.82	5.11	5.59	5.11	5.08	     6.92	1548909056	  2.83	建筑施工	北京	 9.45	5.51	1499247	1310849	  1.14	1929	110	--  	     134973.55	
="000877"	天山股份	8.86	7.86	0.64	7.86	7.87	1132672	7467	         -0.12	         12.87	7.31	7.94	7.25	7.22	    16.89	879553792	  3.47	水泥	新疆	 9.56	7.77	474389	658283	  0.72	1221	1602	--  	      88001.99	
="000936"	华西股份	8.74	5.35	0.43	5.34	5.35	315229	5658	         -0.37	          4.22	4.91	5.40	4.90	4.92	   101.90	163434656	  1.50	化纤	江苏	10.16	5.18	107082	208147	  0.51	92	1690	--  	      74768.59	
="601313"	江南嘉捷	8.47	11.27	0.88	11.26	11.28	137050	514	          0.26	          5.10	10.33	11.33	10.33	10.39	    20.75	149337072	  2.42	运输设备	江苏	 9.62	10.90	41542	95508	  0.43	51	36	--  	      26852.53	
="002616"	长青集团	8.15	25.88	1.95	25.87	25.88	42995	674	         -0.15	          5.28	23.80	25.96	23.73	23.93	    51.26	108067408	  2.27	环境保护	广东	 9.32	25.13	16110	26885	  0.60	2	318	--  	       8140.00	
="600798"	宁波海运	8.06	5.23	0.39	5.23	5.24	542319	360	          0.00	          6.23	4.84	5.32	4.84	4.84	--  	277565440	  2.58	水运	浙江	 9.92	5.12	229869	312450	  0.74	503	3928	--  	      87117.45	
="600215"	长春经开	8.00	5.94	0.44	5.94	5.95	277843	749	         -0.16	          5.97	5.51	6.05	5.44	5.50	--  	160839712	  4.32	园区开发	吉林	11.09	5.79	129916	147927	  0.88	10	116	--  	      46503.28	
="002302"	西部建设	7.64	15.50	1.10	15.50	15.51	292762	2179	          1.24	         10.81	14.40	15.70	14.28	14.40	    35.18	440918912	  2.11	水泥	新疆	 9.86	15.06	128181	164581	  0.78	273	193	--  	      27091.33	
="002109"	兴化股份	7.31	6.46	0.44	6.46	6.47	195998	4902	          0.78	          5.47	6.02	6.47	6.01	6.02	--  	122768032	  3.43	化工原料	陕西	 7.64	6.26	76259	119739	  0.64	1456	1998	--  	      35840.00	
="600676"	交运股份	6.66	8.33	0.52	8.32	8.33	868627	799	         -0.47	         11.11	7.74	8.59	7.67	7.81	    22.58	715044352	  3.42	汽车配件	上海	11.78	8.23	440204	428423	  1.03	192	24	--  	      78214.10	
="600029"	南方航空	6.65	3.37	0.21	3.37	3.38	2339098	3443	          0.29	          3.33	3.16	3.45	3.14	3.16	    19.76	779778176	  2.23	空运	广东	 9.81	3.33	1031784	1307314	  0.79	1533	8947	--  	     702265.00	
="600693"	东百集团	6.59	9.06	0.56	9.06	9.07	184977	159	          0.11	          5.41	8.67	9.34	8.67	8.50	    13.61	166716736	  5.35	百货	福建	 7.88	9.01	79609	105368	  0.76	95	838	--  	      34216.55	
