代码	名称	涨幅%%	现价	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	流通股本	
="600436"	片仔癀	5.32	90.85	4.59	90.83	90.85	57309	3	         -0.04	          3.56	86.40	93.10	86.40	86.26	    36.69	517116448	  2.25	中成药	福建	 7.77	90.23	24307	33002	  0.74	2	4	--  	      16088.45	
="000993"	闽东电力	5.19	10.14	0.50	10.13	10.14	81755	2137	          0.19	          2.19	9.64	10.15	9.61	9.64	    32.17	81701800	  1.63	水力发电	福建	 5.60	9.99	33621	48134	  0.70	102	47	--  	      37300.00	
="600535"	天士力	3.53	41.59	1.42	41.58	41.59	108309	32	         -0.14	          1.05	40.10	41.71	40.00	40.17	    28.26	445904800	  1.23	中成药	天津	 4.26	41.17	45569	62740	  0.73	42	620	--  	     103284.27	
="600315"	上海家化	3.51	37.15	1.26	37.15	37.16	181613	85	          0.10	          2.75	35.78	37.16	35.47	35.89	    25.73	666426304	  1.60	日用化工	上海	 4.71	36.69	82554	99059	  0.83	26	650	--  	      66086.46	
="600617"	国新能源	3.27	26.86	0.85	26.82	26.85	33912	38	          0.11	          3.30	26.00	26.87	25.40	26.01	    38.20	89198168	  0.90	供气供热	山西	 5.65	26.30	14326	19586	  0.73	108	12	--  	      10263.63	
="002511"	中顺洁柔	2.98	10.72	0.31	10.70	10.72	54984	389	          0.18	          1.36	10.40	10.99	10.31	10.41	    64.00	58957196	  0.86	造纸	广东	 6.53	10.72	27475	27509	  1.00	211	321	--  	      40451.92	
="600400"	红豆股份	2.93	6.33	0.18	6.33	6.34	245332	36	          0.31	          4.38	6.13	6.40	6.10	6.15	   114.82	153503792	  1.23	服饰	江苏	 4.88	6.26	113940	131392	  0.87	107	3085	--  	      56039.96	
="002220"	天宝股份	2.89	8.18	0.23	8.18	8.19	94089	1906	          0.00	          2.42	7.95	8.20	7.77	7.95	    22.08	75523680	  1.10	食品	辽宁	 5.41	8.03	41907	52182	  0.80	1250	1013	--  	      38948.12	
="000652"	泰达股份	2.73	6.02	0.16	6.01	6.02	537816	7057	          0.33	          3.67	5.85	6.15	5.78	5.86	--  	323040608	  1.72	综合类	天津	 6.31	6.01	230129	307687	  0.75	1092	2044	--  	     146567.00	
="600012"	皖通高速	2.70	5.32	0.14	5.32	5.33	80278	116	          0.56	          0.69	5.17	5.32	5.12	5.18	     9.87	41991516	  1.24	路桥	安徽	 3.86	5.23	23578	56700	  0.42	113	479	--  	     116560.00	
="300203"	聚光科技	2.63	20.71	0.53	20.71	20.72	55139	414	         -0.19	          1.24	20.18	21.14	20.01	20.18	    62.85	114036120	  0.95	电器仪表	浙江	 5.60	20.68	24763	30376	  0.82	67	67	--  	      44500.00	
="002007"	华兰生物	2.57	34.36	0.86	34.36	34.37	91763	846	         -0.02	          1.59	33.27	34.40	32.97	33.50	    35.44	312364736	  0.75	生物制药	河南	 4.27	34.04	38653	53110	  0.73	532	142	--  	      57686.69	
="000100"	TCL 集团	2.52	3.25	0.08	3.24	3.25	2851932	49235	          0.00	          3.51	3.18	3.27	3.17	3.17	    10.38	921432192	  1.14	家用电器	广东	 3.15	3.23	1316462	1535470	  0.86	28600	61793	--  	     813618.25	
="002465"	海格通信	2.32	17.66	0.40	17.66	17.67	268691	3081	          0.05	          2.97	17.35	17.95	17.35	17.26	    74.28	475476480	  0.92	通信设备	广东	 3.48	17.70	132412	136279	  0.97	512	2008	--  	      90429.34	
="600336"	澳柯玛	2.13	6.23	0.13	6.22	6.23	384449	60	          0.32	          5.65	6.08	6.34	6.01	6.10	    34.69	238936736	  2.11	家用电器	山东	 5.41	6.22	118518	265931	  0.45	1338	1139	--  	      68007.20	
="601058"	赛轮股份	2.00	16.82	0.33	16.82	16.83	31437	56	          0.05	          0.83	16.61	16.95	16.44	16.49	    18.95	52789060	  0.69	汽车配件	山东	 3.09	16.79	13829	17608	  0.79	13	189	--  	      37800.00	
="000601"	韶能股份	1.87	6.54	0.12	6.54	6.55	350300	2622	         -0.15	          3.52	6.40	6.55	6.35	6.42	    19.95	226244976	  0.77	火力发电	广东	 3.12	6.46	121115	229185	  0.53	258	7685	--  	      99398.67	
="002687"	乔治白	1.85	11.55	0.21	11.52	11.55	20078	310	         -0.08	          2.88	11.30	11.59	11.23	11.34	    41.10	22901442	  0.64	服饰	浙江	 3.17	11.41	7586	12492	  0.61	21	803	--  	       6961.27	
="002269"	美邦服饰	1.81	11.24	0.20	11.23	11.24	284077	2236	         -0.08	          2.83	11.63	11.87	11.12	11.04	    37.72	326180384	  1.25	服饰	上海	 6.79	11.48	139507	144570	  0.96	476	697	--  	     100500.00	
="601137"	博威合金	1.77	20.73	0.36	20.72	20.74	66046	25	          0.04	          3.07	20.50	20.98	19.95	20.37	    65.88	136330592	  1.72	铜	浙江	 5.06	20.64	25234	40812	  0.62	25	237	--  	      21500.00	
="601007"	金陵饭店	1.60	12.08	0.19	12.08	12.09	75239	70	         -0.08	          2.51	11.83	12.48	11.83	11.89	   138.20	92316896	  1.64	酒店餐饮	江苏	 5.47	12.27	40174	35065	  1.15	37	50	--  	      30000.00	
="300094"	国联水产	1.47	9.67	0.14	9.67	9.68	45299	1163	          0.10	          1.29	9.50	9.75	9.41	9.53	    86.04	43684720	  0.94	渔业	广东	 3.57	9.64	21602	23697	  0.91	1102	1168	--  	      35072.21	
="002547"	春兴精工	1.28	17.43	0.22	17.43	17.44	46618	150	         -0.28	          3.24	17.08	17.75	16.90	17.21	    48.50	81688496	  0.71	通信设备	江苏	 4.94	17.52	19215	27403	  0.70	9	2	--  	      14378.58	
="600021"	上海电力	1.23	6.58	0.08	6.58	6.59	556355	111	         -0.30	          2.60	6.57	6.73	6.27	6.50	    17.32	361786272	  0.55	火力发电	上海	 7.08	6.50	269084	287271	  0.94	775	761	--  	     213973.92	
="002093"	国脉科技	1.18	7.72	0.09	7.71	7.72	496257	5738	          0.12	          5.82	7.69	8.00	7.62	7.63	   137.37	388546880	  1.13	电信运营	福建	 4.98	7.83	238881	257376	  0.93	624	488	--  	      85291.22	
="000729"	燕京啤酒	0.99	7.14	0.07	7.14	7.15	281732	5925	          0.42	          1.13	7.02	7.17	6.99	7.07	    16.42	200038944	  0.97	啤酒	北京	 2.55	7.10	122190	159542	  0.77	364	3159	--  	     249943.92	
="000545"	金浦钛业	0.95	13.82	0.13	13.82	13.83	49047	737	         -0.28	          3.14	13.69	13.93	13.56	13.69	    92.84	67157408	  0.78	化工原料	吉林	 2.70	13.69	25783	23264	  1.11	17	79	--  	      15637.36	
="000752"	西藏发展	0.87	13.96	0.12	13.95	13.96	51902	1008	         -0.21	          1.97	13.83	14.09	13.75	13.84	   203.54	72399256	  0.62	啤酒	西藏	 2.46	13.95	24856	27046	  0.92	27	340	--  	      26375.01	
="000776"	广发证券	0.82	13.47	0.11	13.47	13.48	887693	7836	          0.00	          1.50	13.23	13.64	13.00	13.36	    19.67	1183355776	  0.62	证券	广东	 4.79	13.33	447536	440157	  1.02	3798	3599	--  	     591929.13	
="600502"	安徽水利	0.80	10.06	0.08	10.06	10.07	302211	24	         -0.19	          6.02	9.95	10.18	9.80	9.98	    20.53	302876192	  1.36	建筑施工	安徽	 3.81	10.02	138620	163591	  0.85	210	980	--  	      50193.00	
="000725"	京东方Ａ	0.76	2.66	0.02	2.65	2.66	2966701	56297	          0.00	          2.58	2.62	2.69	2.61	2.64	    37.96	787967744	  1.06	元器件	北京	 3.03	2.66	1306996	1659705	  0.79	34145	63492	--  	    1150574.38	
="000981"	银亿股份	0.66	12.25	0.08	12.25	12.26	40035	682	          0.16	          0.47	12.23	12.29	12.00	12.17	    22.44	48678392	  1.13	区域地产	甘肃	 2.38	12.16	19563	20472	  0.96	22	221	--  	      85810.52	
="002075"	沙钢股份	0.64	4.70	0.03	4.70	4.71	215778	4260	          0.21	          1.37	4.63	4.76	4.58	4.67	   106.18	100871000	  1.05	特钢	江苏	 3.85	4.67	103191	112587	  0.92	800	7995	--  	     157626.48	
="601666"	平煤股份	0.59	5.13	0.03	5.13	5.14	345536	124	         -0.58	          1.46	5.10	5.16	5.02	5.10	   105.10	175888320	  0.76	煤炭开采	河南	 2.75	5.09	172660	172876	  1.00	178	2486	--  	     236116.50	
="002082"	栋梁新材	0.50	10.14	0.05	10.14	10.15	32340	399	          0.00	          1.74	10.08	10.18	9.99	10.09	    23.53	32668670	  0.53	铝	浙江	 1.88	10.10	16475	15865	  1.04	409	908	--  	      18605.09	
="600682"	南京新百	0.48	16.80	0.08	16.81	16.82	22458	20	          0.47	          0.63	16.61	16.89	16.61	16.72	    45.89	37619596	  0.45	百货	江苏	 1.67	16.75	9136	13322	  0.69	25	35	--  	      35796.01	
="600068"	葛洲坝	0.40	5.07	0.02	5.07	5.08	416344	52	          0.00	          1.19	5.04	5.12	5.02	5.05	    10.05	210901360	  0.49	建筑施工	湖北	 1.98	5.07	176190	240154	  0.73	1932	2493	--  	     348745.91	
="600845"	宝信软件	0.36	33.87	0.12	33.89	33.90	4715	2	          0.00	          0.21	33.36	33.96	33.36	33.75	    44.95	15898423	  0.34	软件服务	上海	 1.78	33.72	2189	2526	  0.87	5	21	--  	      22651.73	
="000016"	深康佳Ａ	0.32	6.24	0.02	6.23	6.24	119827	1459	          0.16	          2.00	6.22	6.27	6.09	6.22	   118.43	74158800	  0.53	家用电器	深圳	 2.89	6.19	67033	52794	  1.27	1203	449	--  	      59991.50	
="600528"	中铁二局	0.28	7.18	0.02	7.17	7.18	265061	33	          0.00	          1.82	7.11	7.29	7.01	7.16	    26.36	189778544	  0.55	建筑施工	四川	 3.91	7.16	126080	138981	  0.91	1280	428	--  	     145920.00	
="600153"	建发股份	0.27	7.47	0.02	7.46	7.47	392690	17	          0.00	          1.39	7.37	7.56	7.32	7.45	    10.09	291987712	  0.63	商贸代理	福建	 3.22	7.44	180736	211954	  0.85	754	348	--  	     283520.06	
="002333"	罗普斯金	0.22	13.74	0.03	13.72	13.74	11534	68	          0.21	          0.48	13.72	13.82	13.60	13.71	    56.47	15838354	  0.37	铝	江苏	 1.60	13.73	6511	5023	  1.30	79	64	--  	      24248.49	
="002294"	信立泰	0.17	35.42	0.06	35.42	35.44	32986	75	         -0.14	          1.15	35.36	36.00	35.21	35.36	    23.11	117470192	  0.57	化学制药	深圳	 2.23	35.61	16597	16389	  1.01	255	3	--  	      28698.46	
="600867"	通化东宝	0.05	18.40	0.01	18.41	18.42	132085	4	         -0.27	          1.29	18.38	18.51	18.18	18.39	    64.81	242298144	  0.78	生物制药	吉林	 1.79	18.34	65798	66287	  0.99	49	138	--  	     102460.04	
="601928"	凤凰传媒	0.00	10.61	0.00	--  	--  	0	0	          0.00	          0.00	--  	--  	--  	10.61	    27.58	0	  0.00	出版业	江苏	 0.00	10.61	0	0	--  	0	0	--  	      65788.35	
="601700"	风范股份	0.00	17.58	0.00	--  	--  	0	0	          0.00	          0.00	--  	--  	--  	17.58	    35.59	0	  0.00	电气设备	江苏	 0.00	17.58	0	0	--  	0	0	--  	      23576.84	
="600986"	科达股份	0.00	7.05	0.00	--  	--  	0	0	          0.00	          0.00	--  	--  	--  	7.05	    36.88	0	  0.00	建筑施工	山东	 0.00	7.05	0	0	--  	0	0	--  	      33526.96	
="600981"	汇鸿股份	0.00	4.21	0.00	--  	--  	0	0	          0.00	          0.00	--  	--  	--  	4.21	    92.48	0	  0.00	商贸代理	江苏	 0.00	4.21	0	0	--  	0	0	--  	      51610.64	
="600876"	洛阳玻璃	0.00	7.24	0.00	--  	--  	0	0	          0.00	          0.00	--  	--  	--  	7.24	   374.48	0	  0.00	玻璃	河南	 0.00	7.24	0	0	--  	0	0	--  	      25001.82	
="600792"	云煤能源	0.00	6.26	0.00	--  	--  	0	0	          0.00	          0.00	--  	--  	--  	6.26	   868.05	0	  0.00	焦炭加工	云南	 0.00	6.26	0	0	--  	0	0	--  	      80045.00	
="600749"	西藏旅游	0.00	12.18	0.00	--  	--  	0	0	          0.00	          0.00	--  	--  	--  	12.18	  1161.76	0	  0.00	旅游景点	西藏	 0.00	12.18	0	0	--  	0	0	--  	      18913.78	
="600575"	皖江物流	0.00	4.11	0.00	--  	--  	0	0	          0.00	          0.00	--  	--  	--  	4.11	--  	0	  0.00	港口	安徽	 0.00	4.11	0	0	--  	0	0	--  	     142320.00	
="600569"	安阳钢铁	0.00	2.32	0.00	--  	--  	0	0	          0.00	          0.00	--  	--  	--  	2.32	    78.40	0	  0.00	普钢	河南	 0.00	2.32	0	0	--  	0	0	--  	     239368.45	
="600517"	置信电气	0.00	12.45	0.00	--  	--  	0	0	          0.00	          0.00	--  	--  	--  	12.45	    84.39	0	  0.00	电气设备	上海	 0.00	12.45	0	0	--  	0	0	--  	     111366.89	
="600497"	驰宏锌锗	0.00	10.39	0.00	--  	--  	0	0	          0.00	          0.00	--  	--  	--  	10.39	    84.98	0	  0.00	铅锌	云南	 0.00	10.39	0	0	--  	0	0	--  	     166756.09	
="600369"	西南证券	0.00	10.54	0.00	--  	--  	0	0	          0.00	          0.00	--  	--  	--  	10.54	    25.05	0	  0.00	证券	重庆	 0.00	10.54	0	0	--  	0	0	--  	     232255.45	
="600365"	通葡股份	0.00	11.38	0.00	--  	--  	0	0	          0.00	          0.00	--  	--  	--  	11.38	  5686.21	0	  0.00	红黄药酒	吉林	 0.00	11.38	0	0	--  	0	0	--  	      14000.00	
="600318"	巢东股份	0.00	11.20	0.00	--  	--  	0	0	          0.00	          0.00	--  	--  	--  	11.20	    17.93	0	  0.00	水泥	安徽	 0.00	11.20	0	0	--  	0	0	--  	      24200.00	
="600300"	维维股份	0.00	5.65	0.00	--  	--  	0	0	          0.00	          0.00	--  	--  	--  	5.65	    83.78	0	  0.00	软饮料	江苏	 0.00	5.65	0	0	--  	0	0	--  	     167200.00	
="600241"	时代万恒	0.00	8.28	0.00	--  	--  	0	0	          0.00	          0.00	--  	--  	--  	8.28	--  	0	  0.00	商贸代理	辽宁	 0.00	8.28	0	0	--  	0	0	--  	      18020.00	
="600105"	永鼎股份	0.00	9.86	0.00	--  	--  	0	0	          0.00	          0.00	--  	--  	--  	9.86	    22.23	0	  0.00	通信设备	江苏	 0.00	9.86	0	0	--  	0	0	--  	      38095.46	
="600103"	青山纸业	0.00	3.66	0.00	--  	--  	0	0	          0.00	          0.00	--  	--  	--  	3.66	   601.14	0	  0.00	造纸	福建	 0.00	3.66	0	0	--  	0	0	--  	     106184.15	
="600091"	ST明科	0.00	7.02	0.00	--  	--  	0	0	          0.00	          0.00	--  	--  	--  	7.02	--  	0	  0.00	化工原料	内蒙	 0.00	7.02	0	0	--  	0	0	--  	      33652.60	
="600090"	啤酒花	0.00	8.13	0.00	--  	--  	0	0	          0.00	          0.00	--  	--  	--  	8.13	    36.46	0	  0.00	啤酒	新疆	 0.00	8.13	0	0	--  	0	0	--  	      36791.66	
="300332"	天壕节能	--  	0.00	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	14.06	    40.57	0	  0.00	环境保护	北京	 0.00	14.06	0	0	--  	0	0	--  	      22666.75	
="300313"	天山生物	--  	0.00	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	23.69	   258.62	0	  0.00	农业综合	新疆	 0.00	23.69	0	0	--  	0	0	--  	       4177.81	
="300189"	神农大丰	--  	0.00	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	7.86	--  	0	  0.00	种植业	海南	 0.00	7.86	0	0	--  	0	0	--  	      33498.87	
="300072"	三聚环保	--  	0.00	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	27.13	    36.92	0	  0.00	化工原料	北京	 0.00	27.13	0	0	--  	0	0	--  	      45855.16	
="300013"	新宁物流	--  	0.00	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	9.26	   131.57	0	  0.00	仓储物流	江苏	 0.00	9.26	0	0	--  	0	0	--  	      18000.00	
="002608"	舜天船舶	--  	0.00	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	12.79	    86.27	0	  0.00	船舶	江苏	 0.00	12.79	0	0	--  	0	0	--  	      32855.16	
="002558"	世纪游轮	--  	0.00	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	31.65	   271.60	0	  0.00	旅游服务	重庆	 0.00	31.65	0	0	--  	0	0	--  	       3244.39	
="002557"	洽洽食品	0.00	20.80	0.00	20.79	20.80	19915	2172	          0.72	          0.59	20.63	20.88	20.40	20.80	    25.53	41176884	  0.38	食品	安徽	 2.31	20.68	10421	9494	  1.10	83	30	--  	      33800.00	
="002534"	杭锅股份	--  	0.00	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	19.00	    58.39	0	  0.00	专用机械	浙江	 0.00	19.00	0	0	--  	0	0	--  	      39168.26	
="002529"	海源机械	--  	0.00	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	15.03	--  	0	  0.00	专用机械	福建	 0.00	15.03	0	0	--  	0	0	--  	      15608.25	
