代码	名称	涨幅%%	现价	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	流通股本	
="600808"	马钢股份	10.13	2.50	0.23	2.50	--  	1827605	2	          0.00	          3.06	2.35	2.50	2.32	2.27	--  	442969152	  2.66	普钢	安徽	 7.93	2.42	925070	902535	  1.02	465146	0	--  	     596775.13	
="600795"	国电电力	10.12	2.83	0.26	2.83	--  	4952060	1153	          0.00	          3.22	2.56	2.83	2.54	2.57	     7.15	1341668608	  4.85	火力发电	辽宁	11.28	2.71	2884462	2067598	  1.40	947477	0	--  	    1539514.88	
="600532"	宏达矿业	10.05	10.73	0.98	10.73	--  	78749	2	          0.00	          4.77	10.73	10.73	10.45	9.75	    34.40	84379040	  1.70	普钢	山东	 2.87	10.71	52935	25814	  2.05	108868	0	--  	      16510.25	
="600017"	日照港	10.03	3.95	0.36	3.95	--  	2508581	49	          0.00	          9.54	3.57	3.95	3.55	3.59	    15.99	978393280	  7.71	港口	山东	11.14	3.90	1657296	851285	  1.95	115611	0	--  	     263063.16	
="002302"	西部建设	10.02	13.95	1.27	13.95	--  	208890	519	          0.00	          7.71	12.84	13.95	12.75	12.68	    31.66	280363776	  3.94	水泥	新疆	 9.46	13.42	101133	107757	  0.94	42193	0	--  	      27091.33	
="002007"	华兰生物	10.00	34.54	3.14	34.54	--  	399568	67	          0.00	          6.93	32.00	34.54	32.00	31.40	    35.15	1371034112	  5.20	生物制药	河南	 8.09	34.31	245953	153615	  1.60	13097	0	--  	      57686.69	
="600676"	交运股份	9.94	7.85	0.71	7.85	--  	105206	73	          0.00	          1.35	7.85	7.85	7.85	7.14	    21.15	82586848	  1.29	汽车配件	上海	 0.00	7.85	88769	16437	  5.40	138491	0	--  	      78214.10	
="000582"	北部湾港	8.82	15.79	1.28	15.78	15.79	199618	2705	         -0.12	         14.09	14.50	15.96	14.33	14.51	    19.84	304122176	  4.24	港口	广西	11.23	15.24	89959	109659	  0.82	188	77	--  	      14166.61	
="600269"	赣粤高速	8.26	3.67	0.28	3.66	3.67	1096102	465	          0.00	          4.69	3.38	3.73	3.37	3.39	    10.52	397222048	  5.31	路桥	江西	10.62	3.62	426013	670089	  0.64	2019	2120	--  	     233540.70	
="601800"	中国交建	7.56	5.12	0.36	5.12	5.13	1596222	475	          0.00	         11.83	4.73	5.20	4.72	4.76	     7.13	798941952	  2.74	建筑施工	北京	10.08	5.01	737618	858604	  0.86	115	4618	--  	     134973.55	
="002036"	宜科科技	7.23	10.23	0.69	10.23	10.24	122435	964	         -0.19	          6.19	10.10	10.44	9.86	9.54	   144.85	124778856	  1.10	服饰	浙江	 6.08	10.19	55263	67172	  0.82	925	65	--  	      19791.78	
="600836"	界龙实业	7.01	14.50	0.95	14.52	14.54	689454	264	          0.76	         21.99	14.30	14.91	14.10	13.55	   555.79	1003140288	  3.76	广告包装	上海	 5.98	14.55	370300	319154	  1.16	7	59	--  	      31356.33	
="000037"	深南电Ａ	6.87	5.91	0.38	5.90	5.91	146200	2752	          0.00	          4.31	5.51	5.99	5.48	5.53	--  	84886984	  4.06	火力发电	深圳	 9.22	5.81	61964	84236	  0.74	568	753	--  	      33889.39	
="600221"	海南航空	6.54	2.28	0.14	2.27	2.28	7653752	1378	          0.44	          6.48	2.12	2.35	2.11	2.14	    28.77	1702266496	  4.03	空运	海南	11.21	2.22	3357509	4296243	  0.78	17247	12464	--  	    1181206.38	
="600115"	东方航空	5.80	3.65	0.20	3.63	3.64	1992146	2887	          1.10	          2.56	3.53	3.68	3.42	3.45	  1652.18	708928128	  3.58	空运	上海	 7.54	3.56	949163	1042983	  0.91	2787	73	--  	     778221.38	
="002162"	斯米克	5.44	8.92	0.46	8.91	8.92	394736	7278	          0.22	          9.44	8.70	9.20	8.60	8.46	   384.61	349788768	  4.17	陶瓷	上海	 7.09	8.86	172801	221935	  0.78	2025	46	--  	      41800.00	
="300313"	天山生物	5.35	23.63	1.20	23.62	23.63	29303	260	          0.08	          7.01	22.41	24.33	22.40	22.43	   257.97	68434872	  2.77	农业综合	新疆	 8.60	23.35	12112	17191	  0.70	12	27	--  	       4177.81	
="600236"	桂冠电力	5.09	4.13	0.20	4.12	4.13	353792	30	          0.48	          3.14	3.93	4.19	3.91	3.93	    21.93	143971296	  5.15	水力发电	广西	 7.12	4.07	132984	220808	  0.60	875	6421	--  	     112823.02	
="000816"	江淮动力	5.09	6.61	0.32	6.60	6.61	542120	5285	          0.00	          4.98	6.33	6.92	6.28	6.29	   166.96	359503872	  2.01	机械基件	江苏	10.17	6.63	246757	295363	  0.84	1030	2046	--  	     108877.75	
="600674"	川投能源	5.07	17.60	0.85	17.59	17.60	216346	47	          0.85	          0.98	16.74	17.65	16.65	16.75	    10.09	373087904	  1.34	火力发电	四川	 5.97	17.24	95589	120757	  0.79	8	30	--  	     220107.03	
