代码	名称	涨幅%%	现价	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%%	
="600310"	桂东电力	0.40	17.64	0.07	17.65	17.66	94549	7	          0.34	          3.43	18.10	18.85	17.14	17.57	    69.97	170704064	  1.14	水力发电	广西	 9.73	
="600089"	特变电工	0.39	10.35	0.04	10.35	10.36	1806775	796	          0.19	          5.71	10.55	10.72	10.22	10.31	    18.23	1885710848	  1.45	电气设备	新疆	 4.85	
="300096"	易联众	0.38	13.22	0.05	13.21	13.22	147867	1827	          0.22	          4.95	13.33	13.55	12.41	13.17	   184.67	191855376	  1.40	软件服务	福建	 8.66	
="600655"	豫园商城	0.37	10.91	0.04	10.89	10.90	532080	10	          0.00	          3.70	11.05	11.50	10.52	10.87	    20.15	590826624	  2.54	百货	上海	 9.02	
="600185"	格力地产	0.36	13.90	0.05	13.93	13.94	117089	98	          0.00	          2.03	13.82	14.14	13.21	13.85	    31.23	160794752	  1.33	区域地产	广东	 6.71	
="600997"	开滦股份	0.35	5.66	0.02	5.65	5.66	343183	120	          0.53	          2.78	5.66	5.88	5.51	5.64	    40.09	196012688	  2.01	煤炭开采	河北	 6.56	
="600073"	上海梅林	0.35	8.60	0.03	8.58	8.59	304084	8	         -0.46	          3.92	8.61	8.86	8.53	8.57	    47.27	264851200	  2.31	食品	上海	 3.85	
="600784"	鲁银投资	0.31	6.42	0.02	6.41	6.42	209119	65	         -0.15	          4.21	6.41	6.53	6.12	6.40	    94.21	132198960	  2.03	普钢	山东	 6.41	
="601318"	中国平安	0.28	43.05	0.12	43.06	43.07	2164788	82	          0.27	          4.52	43.15	44.33	42.85	42.93	     8.07	9434589184	  3.82	保险	深圳	 3.45	
="600600"	青岛啤酒	0.26	38.88	0.10	38.80	38.88	55127	42	          1.03	          0.79	38.79	39.30	38.41	38.78	    18.08	214361600	  1.50	啤酒	山东	 2.29	
="002333"	罗普斯金	0.22	13.46	0.03	13.45	13.46	31969	556	          0.52	          1.32	13.43	13.52	12.80	13.43	    55.32	42243788	  0.94	铝	江苏	 5.36	
="002725"	跃岭股份	0.21	42.30	0.09	42.26	42.30	57826	574	          0.26	         23.13	42.50	43.50	41.06	42.21	    40.64	246310448	  1.35	汽车配件	浙江	 5.78	
="000002"	万  科Ａ	0.21	9.60	0.02	9.60	9.61	1662414	4958	         -0.10	          1.72	9.63	9.80	9.56	9.58	    12.28	1607690112	  1.89	全国地产	深圳	 2.51	
="002477"	雏鹰农牧	0.20	9.92	0.02	9.91	9.92	140121	1492	          0.10	          2.94	9.90	9.96	9.77	9.90	--  	138479424	  0.72	农业综合	河南	 1.92	
="300389"	艾比森	0.18	87.88	0.16	87.70	87.88	30919	577	          1.01	         19.99	87.83	90.69	84.75	87.72	    47.18	272511232	  1.76	半导体	深圳	 6.77	
