代码	名称	涨幅%%	现价	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	流通股本(万)	
="600318"	巢东股份	9.98	13.55	1.23	13.55	--  	8312	4	0.00	          0.34	13.55	13.55	13.55	12.32	    21.69	11262841	  0.22	水泥	安徽	0.00	13.55	6286	2026	  3.10	95668	0	--  	      24200.00	
="601231"	环旭电子	8.24	37.84	2.88	37.81	37.89	41324	55	0.61	          3.87	34.80	38.46	34.60	34.96	    60.74	155322464	  1.78	元器件	上海	11.04	37.59	17820	23503	  0.76	28	4	--  	      10680.00	
="002482"	广田股份	5.57	18.95	1.00	18.95	18.96	94797	1757	0.90	          2.09	17.90	18.95	17.72	17.95	    22.87	175646432	  1.50	装修装饰	深圳	6.85	18.53	37104	57693	  0.64	106	34	--  	      45321.30	
="002304"	洋河股份	3.99	82.80	3.18	82.79	82.80	38692	377	0.01	          0.44	79.65	84.80	79.60	79.62	    16.78	322297696	  1.14	白酒	江苏	6.53	83.30	13540	25152	  0.54	108	3	--  	      87925.92	
="600804"	鹏博士	3.99	23.70	0.91	23.72	23.75	443121	14	-0.33	          3.30	22.92	24.11	22.83	22.79	    58.59	1043700352	  0.81	电信运营	四川	5.62	23.55	200389	242732	  0.83	11	409	--  	     134194.16	
="000530"	大冷股份	3.48	13.08	0.44	13.07	13.08	96954	2169	-0.22	          4.49	12.62	13.20	12.32	12.64	    35.68	124377616	  1.40	机械基件	辽宁	6.96	12.83	44859	52095	  0.86	19	650	--  	      21579.34	
="002327"	富安娜	3.29	15.05	0.48	15.05	15.06	62140	812	0.19	          2.79	14.57	15.25	14.56	14.57	    19.87	93518344	  1.22	服饰	深圳	4.74	15.05	24323	37816	  0.64	937	113	--  	      22260.78	
="600436"	片仔癀	3.23	102.97	3.22	102.57	103.00	15522	3	0.08	          0.96	99.77	104.89	99.01	99.75	    41.59	158963568	  0.63	中成药	福建	5.89	102.41	6696	8826	  0.76	2	7	--  	      16088.45	
="002311"	海大集团	2.88	13.93	0.39	13.92	13.93	44561	734	0.14	          0.42	13.41	13.93	13.41	13.54	    20.72	61103952	  0.78	饲料	广东	3.84	13.71	17444	27116	  0.64	43	81	--  	     106940.92	
="300284"	苏交科	2.72	12.07	0.32	12.07	12.08	61792	181	-0.24	          1.92	11.73	12.25	11.69	11.75	    28.49	74843480	  1.33	建筑施工	江苏	4.77	12.11	25375	36417	  0.70	195	500	--  	      32223.00	
="600272"	开开实业	2.53	16.63	0.41	16.70	16.73	102707	24	0.66	          6.42	16.18	16.80	16.03	16.22	    69.27	169079840	  2.45	服饰	上海	4.75	16.46	23014	79693	  0.29	187	80	--  	      16000.00	
="600230"	沧州大化	2.02	12.11	0.24	12.10	12.11	41868	15	0.08	          1.42	11.85	12.19	11.80	11.87	--  	50550580	  0.82	农药化肥	河北	3.29	12.07	17338	24529	  0.71	105	232	--  	      29418.82	
="600305"	恒顺醋业	1.88	18.98	0.35	18.98	18.99	26179	51	-0.10	          1.03	18.70	19.08	18.40	18.63	    77.83	49225516	  1.01	食品	江苏	3.65	18.80	11371	14808	  0.77	29	634	--  	      25430.00	
="600060"	海信电器	1.83	14.99	0.27	14.99	15.00	520292	92	-0.06	          3.98	14.80	15.27	14.53	14.72	    16.00	779124416	  0.59	家用电器	山东	5.03	14.97	241429	278862	  0.87	859	304	--  	     130848.13	
="000860"	顺鑫农业	1.61	20.25	0.32	20.25	20.26	53473	1204	0.14	          1.22	19.98	20.38	19.90	19.93	    30.68	107805512	  0.86	农业综合	北京	2.41	20.16	23514	29958	  0.78	231	13	--  	      43852.50	
="600276"	恒瑞医药	1.59	40.84	0.64	40.83	40.84	51478	8	0.07	          0.34	40.80	41.20	40.10	40.20	    41.28	208891392	  0.86	化学制药	江苏	2.74	40.58	17495	33983	  0.51	2	1	--  	     149624.31	
="002056"	横店东磁	1.31	23.15	0.30	23.14	23.15	46853	480	-0.30	          1.14	22.89	23.83	22.71	22.85	    27.23	109234488	  0.97	元器件	浙江	4.90	23.31	20749	26103	  0.79	112	197	--  	      41081.51	
="600094"	大名城	0.99	9.14	0.09	9.13	9.15	56106	2	0.43	          0.43	9.03	9.17	8.85	9.05	   250.17	50345808	  2.00	区域地产	上海	3.54	8.97	23279	32826	  0.71	235	8	--  	     131283.69	
="000957"	中通客车	0.92	15.34	0.14	15.34	15.38	35341	454	-0.06	          1.48	15.24	15.50	15.15	15.20	     9.88	54270304	  0.60	汽车整车	山东	2.30	15.36	15495	19845	  0.78	328	72	--  	      23847.91	
="000026"	飞亚达Ａ	0.72	11.13	0.08	11.13	11.14	53968	162	0.00	          1.73	11.06	11.30	10.72	11.05	    25.81	59446552	  1.10	其他商业	深圳	5.25	11.02	33929	20039	  1.69	141	73	--  	      31107.00	
="000501"	鄂武商Ａ	0.69	16.16	0.11	16.16	16.17	29588	600	-0.24	          0.58	15.99	16.30	15.63	16.05	    12.68	47497452	  0.78	百货	湖北	4.17	16.05	15401	14187	  1.09	139	67	--  	      50718.42	
="600312"	平高电气	0.45	17.71	0.08	17.71	17.72	88548	50	0.28	          1.08	17.70	18.00	17.47	17.63	    35.53	157077712	  0.57	电气设备	河南	3.01	17.74	44545	44003	  1.01	84	106	--  	      81896.61	
="000619"	海螺型材	0.41	9.71	0.04	9.71	9.72	38699	107	0.10	          1.07	9.66	9.88	9.53	9.67	    25.55	37822012	  0.48	其他建材	安徽	3.62	9.77	19425	19273	  1.01	216	305	--  	      36000.00	
="002301"	齐心集团	0.40	9.97	0.04	9.96	9.97	48103	389	0.40	          1.41	9.96	10.12	9.85	9.93	   176.58	47955636	  0.55	文教休闲	深圳	2.72	9.97	24131	23971	  1.01	44	158	--  	      34120.00	
="600171"	上海贝岭	0.40	12.50	0.05	12.49	12.50	105330	20	0.16	          1.56	12.34	12.64	12.34	12.45	   196.94	131669040	  0.47	半导体	上海	2.41	12.50	59241	46089	  1.29	264	91	--  	      67380.77	
="000550"	江铃汽车	0.05	37.40	0.02	37.40	37.48	16323	76	0.26	          0.32	37.03	38.66	37.03	37.38	    15.82	62109140	  0.69	汽车整车	江西	4.36	38.05	10172	6150	  1.65	394	3	--  	      51742.80	
="600858"	银座股份	0.00	9.83	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	9.83	    19.34	0	  0.00	百货	山东	0.00	9.83	0	0	--  	0	0	--  	      51754.80	
="600749"	西藏旅游	0.00	12.18	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	12.18	  1161.76	0	  0.00	旅游景点	西藏	0.00	12.18	0	0	--  	0	0	--  	      18913.78	
="600614"	鼎立股份	0.00	14.85	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	14.85	   380.46	0	  0.00	综合类	上海	0.00	14.85	0	0	--  	0	0	--  	      44675.94	
="600575"	皖江物流	0.00	4.11	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	4.11	--  	0	  0.00	水运	安徽	0.00	4.11	0	0	--  	0	0	--  	     142320.00	
="600398"	海澜之家	0.00	11.36	0.00	11.36	11.37	74384	20	0.17	          1.15	11.30	11.59	11.28	11.36	    23.73	85021528	  0.78	服饰	江苏	2.73	11.43	35500	38884	  0.91	4	141	--  	      64660.41	
="600365"	通葡股份	0.00	11.38	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	11.38	  5686.21	0	  0.00	红黄药酒	吉林	0.00	11.38	0	0	--  	0	0	--  	      14000.00	
="600103"	青山纸业	0.00	3.66	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	3.66	   601.14	0	  0.00	造纸	福建	0.00	3.66	0	0	--  	0	0	--  	     106184.15	
