代码	名称	涨幅%%	现价	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	流通股本(万)	
="601898"	中煤能源	10.00	6.71	0.61	6.71	--  	2116697	10	0.00	          2.31	6.07	6.71	5.99	6.10	   101.22	1395759616	  3.14	煤炭开采	北京	11.80	6.59	1103916	1012780	  1.09	109327	0	--  	     915200.06	
="601991"	大唐发电	9.98	6.17	0.56	6.17	--  	1342975	38	0.00	          1.34	5.59	6.17	5.55	5.61	    16.81	795325248	  2.00	火力发电	北京	11.05	5.92	632213	710762	  0.89	2010	0	--  	     999436.00	
="000157"	中联重科	9.97	6.84	0.62	6.84	--  	7577245	9324	0.00	         12.10	6.18	6.84	6.11	6.22	    39.52	5015282176	  2.79	工程机械	湖南	11.74	6.62	3482516	4094728	  0.85	65440	0	--  	     626117.19	
="600018"	上港集团	9.94	7.08	0.64	7.08	--  	4031613	10	0.00	          1.77	6.44	7.08	6.42	6.44	    25.82	2810529792	  3.15	港口	上海	10.25	6.97	2625636	1405976	  1.87	126411	0	--  	    2275518.00	
="600864"	哈投股份	8.56	13.45	1.06	13.43	13.44	357896	26	0.82	          6.55	12.35	13.63	12.35	12.39	   169.22	474910624	  1.32	火力发电	黑龙江	10.33	13.27	181649	176247	  1.03	5	163	--  	      54637.82	
="600005"	武钢股份	7.08	3.63	0.24	3.62	3.63	3544981	334	0.00	          3.51	3.39	3.66	3.35	3.39	    35.67	1245350912	  1.72	普钢	湖北	9.14	3.51	1761554	1783426	  0.99	7742	5430	--  	    1009378.00	
="600581"	八一钢铁	7.07	5.91	0.39	5.90	5.91	585423	937	0.33	          7.64	5.53	6.07	5.40	5.52	--  	337210944	  1.55	普钢	新疆	12.14	5.76	271356	314067	  0.86	1083	781	--  	      76644.89	
="601233"	桐昆股份	6.98	9.04	0.59	9.04	9.05	307819	14	0.00	          3.21	8.43	9.30	8.28	8.45	   383.01	274955616	  2.12	化纤	浙江	12.07	8.93	134645	173173	  0.78	16	12	--  	      95927.07	
="600583"	海油工程	6.63	10.45	0.65	10.44	10.45	4792212	427	-0.09	         11.84	10.06	10.78	9.88	9.80	    13.37	4962097664	  2.96	石油开采	天津	9.18	10.35	2444783	2347429	  1.04	3738	3317	--  	     404901.41	
="600050"	中国联通	6.22	4.95	0.29	4.94	4.95	6865777	1132	0.40	          3.24	4.65	5.03	4.58	4.66	    22.48	3297099520	  1.75	电信运营	上海	9.66	4.80	3144663	3721114	  0.85	3339	910	--  	    2119659.75	
="300262"	巴安水务	5.98	19.48	1.10	19.46	19.48	112581	2916	0.93	          7.16	18.20	19.64	17.56	18.38	    62.13	208657888	  1.16	环境保护	上海	11.32	18.53	56629	55952	  1.01	45	1610	--  	      15727.58	
