代码	名称	涨幅%%	现价	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	流通股本(万)	
="603601"	N再升	44.05	11.38	3.48	11.38	--  	214	10	0.00	          0.13	9.48	11.38	9.48	7.90	    18.38	239542	0.00	玻璃	重庆	24.05	11.19	204	10	 20.40	191692	0	--  	       1700.00	
="300419"	N浩丰	44.01	41.49	12.68	41.49	--  	154	5	0.00	          0.15	34.57	41.49	34.57	28.81	    31.69	635176	0.00	软件服务	北京	24.02	41.35	133	20	  6.65	51753	0	--  	       1030.00	
="002740"	N爱迪尔	43.99	23.73	7.25	23.73	--  	524	5	0.00	          0.21	19.78	23.73	19.78	16.48	    27.02	1240467	0.00	服饰	深圳	23.97	23.67	432	92	  4.70	81925	0	--  	       2500.00	
="300416"	N苏试	43.99	16.53	5.05	16.53	--  	122	5	0.00	          0.08	15.16	16.53	15.16	11.48	    26.09	201529	0.00	电器仪表	江苏	11.93	16.52	122	0	--  	126469	0	--  	       1570.00	
="002739"	N万达	43.98	30.74	9.39	30.74	--  	465	5	0.00	          0.08	27.94	30.74	27.94	21.35	    21.50	1429125	0.00	影视音像	北京	13.11	30.73	368	97	  3.79	454568	0	--  	       6000.00	
="601069"	N黄金	43.98	5.14	1.57	5.14	--  	1285	10	0.00	          0.10	4.28	5.14	4.28	3.57	    51.07	658770	0.00	黄金	新疆	24.09	5.13	1275	10	127.50	1328741	0	--  	      12600.00	
="600255"	鑫科材料	10.08	5.46	0.50	5.46	--  	1336207	284	0.00	          8.54	5.07	5.46	5.06	4.96	   198.88	721436736	  4.52	铜	安徽	8.06	5.40	719291	616916	  1.17	314171	0	--  	     156375.00	
="600681"	万鸿集团	10.07	7.76	0.71	7.76	--  	22459	1	0.00	          0.91	7.76	7.76	7.76	7.05	  5015.76	17427804	  0.18	装修装饰	湖北	0.00	7.76	20020	2438	  8.21	53286	0	--  	      24655.36	
="000751"	锌业股份	10.07	6.34	0.58	6.34	--  	644405	1434	0.00	          4.57	5.79	6.34	5.77	5.76	   115.46	396830656	  2.35	铅锌	辽宁	9.90	6.16	379899	264506	  1.44	152832	0	--  	     140984.81	
="600986"	科达股份	10.05	8.54	0.78	8.54	--  	1515	5	0.00	          0.05	8.54	8.54	8.54	7.76	    44.68	1294058	  0.02	建筑施工	山东	0.00	8.54	1391	124	 11.22	202410	0	--  	      33526.96	
="600620"	天宸股份	10.04	10.74	0.98	10.74	--  	257566	5	0.00	          5.63	9.86	10.74	9.86	9.76	    39.17	267575728	  3.63	综合类	上海	9.02	10.39	115889	141677	  0.82	35964	0	--  	      45778.46	
="002548"	金新农	10.04	11.18	1.02	11.18	--  	426456	288	0.00	         13.75	10.16	11.18	10.10	10.16	    53.72	469208000	  6.30	饲料	深圳	10.63	11.00	219371	207085	  1.06	29004	0	--  	      31020.00	
="300413"	快乐购	10.04	14.36	1.31	14.36	--  	222	1	0.00	          0.03	14.36	14.36	14.36	13.05	    35.18	318792	  0.31	百货	湖南	0.00	14.36	206	16	 12.88	202229	0	--  	       7000.00	
="002114"	罗平锌电	10.03	16.34	1.49	16.34	--  	143670	97	0.00	         16.66	14.96	16.34	14.95	14.85	   117.37	230348832	  3.81	铅锌	云南	9.36	16.03	86769	56901	  1.52	14532	0	--  	       8625.33	
="002066"	瑞泰科技	10.03	13.71	1.25	13.71	--  	443150	77	0.00	         19.18	13.00	13.71	12.81	12.46	   292.20	596005376	  3.08	其他建材	北京	7.22	13.45	223097	220053	  1.01	26271	0	--  	      23100.00	
="600711"	盛屯矿业	10.03	7.46	0.68	7.46	--  	1399528	22	0.00	         16.16	6.79	7.46	6.72	6.78	    95.91	1027347136	  6.06	小金属	福建	10.91	7.34	603297	796230	  0.76	178550	0	--  	      86620.64	
="000025"	特  力Ａ	10.03	11.52	1.05	11.52	--  	63941	259	0.00	          3.57	10.47	11.52	10.36	10.47	   457.78	70646920	  4.76	汽车服务	深圳	11.08	11.05	28128	35812	  0.79	8810	0	--  	      17929.46	
="600606"	金丰投资	10.03	16.02	1.46	16.02	--  	252670	10	0.00	          4.87	15.04	16.02	15.03	14.56	--  	401538752	  1.51	房产服务	上海	6.80	15.89	135133	117537	  1.15	149855	0	--  	      51832.01	
="000626"	如意集团	10.03	20.85	1.90	20.85	--  	183808	210	0.00	          9.09	18.72	20.85	18.62	18.95	    26.83	366431072	  0.93	商贸代理	江苏	11.77	19.94	77563	106245	  0.73	7593	0	--  	      20229.75	
="002538"	司尔特	10.02	18.00	1.64	18.00	--  	149369	49	0.00	          5.26	18.00	18.00	17.82	16.36	    37.87	268833216	  1.79	农药化肥	安徽	1.10	18.00	128862	20507	  6.28	30849	0	--  	      28379.00	
="600415"	小商品城	10.02	13.94	1.27	13.94	--  	907970	5	0.00	          3.34	13.50	13.94	13.50	12.67	    88.65	1252574848	  2.82	商品城	浙江	3.47	13.80	377774	530196	  0.71	70066	0	--  	     272160.72	
