代码	名称	涨幅%%	现价	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	
="600777"	新潮实业	0.00	11.92	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	11.92	--  	0	  0.00	综合类	山东	0.00	11.92	0	0	--  	0	0	--  	
="600767"	运盛实业	0.00	11.18	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	11.18	   211.69	0	  0.00	全国地产	上海	0.00	11.18	0	0	--  	0	0	--  	
="600766"	园城黄金	0.00	11.55	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	11.55	   148.77	0	  0.00	黄金	山东	0.00	11.55	0	0	--  	0	0	--  	
="600765"	中航重机	0.00	23.43	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	23.43	   115.21	0	  0.00	机械基件	贵州	0.00	23.43	0	0	--  	0	0	--  	
="600760"	中航黑豹	0.00	11.77	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	11.77	--  	0	  0.00	汽车整车	山东	0.00	11.77	0	0	--  	0	0	--  	
="600754"	锦江股份	0.00	25.11	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	25.11	    33.50	0	  0.00	酒店餐饮	上海	0.00	25.11	0	0	--  	0	0	--  	
="600749"	西藏旅游	0.00	12.18	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	12.18	  1161.76	0	  0.00	旅游景点	西藏	0.00	12.18	0	0	--  	0	0	--  	
="600714"	金瑞矿业	0.00	11.22	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	11.22	   305.12	0	  0.00	煤炭开采	青海	0.00	11.22	0	0	--  	0	0	--  	
="600711"	盛屯矿业	0.00	7.71	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	7.71	    99.12	0	  0.00	小金属	福建	0.00	7.71	0	0	--  	0	0	--  	
="600705"	中航资本	0.00	18.83	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	18.83	    17.80	0	  0.00	多元金融	黑龙江	0.00	18.83	0	0	--  	0	0	--  	
="600704"	物产中大	0.00	10.38	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	10.38	    23.97	0	  0.00	商贸代理	浙江	0.00	10.38	0	0	--  	0	0	--  	
="600701"	工大高新	0.00	6.07	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	6.07	--  	0	  0.00	综合类	黑龙江	0.00	6.07	0	0	--  	0	0	--  	
="600699"	均胜电子	0.00	21.96	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	21.96	    46.33	0	  0.00	汽车配件	浙江	0.00	21.96	0	0	--  	0	0	--  	
="600689"	*ST三毛	0.00	8.75	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	8.75	    17.87	0	  0.00	纺织	上海	0.00	8.75	0	0	--  	0	0	--  	
="600681"	万鸿集团	0.00	7.22	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	7.22	  4666.73	0	  0.00	装修装饰	湖北	0.00	7.22	0	0	--  	0	0	--  	
="600649"	城投控股	0.00	7.23	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	7.23	    15.43	0	  0.00	水务	上海	0.00	7.23	0	0	--  	0	0	--  	
="600645"	中源协和	0.00	39.51	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	39.51	   205.73	0	  0.00	生物制药	天津	0.00	39.51	0	0	--  	0	0	--  	
="600623"	双钱股份	0.00	14.52	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	14.52	    44.11	0	  0.00	汽车配件	上海	0.00	14.52	0	0	--  	0	0	--  	
="600619"	海立股份	0.00	9.24	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	9.24	    68.92	0	  0.00	机械基件	上海	0.00	9.24	0	0	--  	0	0	--  	
="600617"	国新能源	0.00	30.09	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	30.09	    42.79	0	  0.00	供气供热	山西	0.00	30.09	0	0	--  	0	0	--  	
="600584"	长电科技	0.00	11.13	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	11.13	    64.77	0	  0.00	半导体	江苏	0.00	11.13	0	0	--  	0	0	--  	
="600575"	皖江物流	0.00	4.11	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	4.11	--  	0	  0.00	港口	安徽	0.00	4.11	0	0	--  	0	0	--  	
="600571"	信雅达	0.00	19.75	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	19.75	    45.57	0	  0.00	软件服务	浙江	0.00	19.75	0	0	--  	0	0	--  	
="600569"	安阳钢铁	0.00	2.32	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	2.32	    78.40	0	  0.00	普钢	河南	0.00	2.32	0	0	--  	0	0	--  	
="600566"	洪城股份	0.00	21.69	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	21.69	    33.57	0	  0.00	机械基件	湖北	0.00	21.69	0	0	--  	0	0	--  	
="600552"	方兴科技	0.00	19.01	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	19.01	    66.46	0	  0.00	玻璃	安徽	0.00	19.01	0	0	--  	0	0	--  	
="600550"	*ST天威	0.00	7.19	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	7.19	    25.31	0	  0.00	电气设备	河北	0.00	7.19	0	0	--  	0	0	--  	
="600525"	长园集团	0.00	12.46	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	12.46	    31.80	0	  0.00	电气设备	深圳	0.00	12.46	0	0	--  	0	0	--  	
="600517"	置信电气	0.00	12.45	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	12.45	    84.39	0	  0.00	电气设备	上海	0.00	12.45	0	0	--  	0	0	--  	
="600510"	黑牡丹	0.00	7.09	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	7.09	    21.19	0	  0.00	全国地产	江苏	0.00	7.09	0	0	--  	0	0	--  	
="600499"	科达洁能	0.00	19.33	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	19.33	    25.39	0	  0.00	专用机械	广东	0.00	19.33	0	0	--  	0	0	--  	
="600487"	亨通光电	0.00	18.95	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	18.95	    23.59	0	  0.00	通信设备	江苏	0.00	18.95	0	0	--  	0	0	--  	
="600458"	时代新材	0.00	12.18	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	12.18	    54.97	0	  0.00	塑料	湖南	0.00	12.18	0	0	--  	0	0	--  	
="600422"	昆明制药	0.00	27.17	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	27.17	    34.22	0	  0.00	中成药	云南	0.00	27.17	0	0	--  	0	0	--  	
="600421"	仰帆控股	0.00	7.89	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	7.89	  2184.30	0	  0.00	机械基件	湖北	0.00	7.89	0	0	--  	0	0	--  	
="600396"	金山股份	0.00	4.98	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	4.98	    11.26	0	  0.00	火力发电	辽宁	0.00	4.98	0	0	--  	0	0	--  	
="600379"	宝光股份	0.00	9.51	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	9.51	    75.12	0	  0.00	电气设备	陕西	0.00	9.51	0	0	--  	0	0	--  	
="600365"	通葡股份	0.00	11.38	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	11.38	  5686.21	0	  0.00	红黄药酒	吉林	0.00	11.38	0	0	--  	0	0	--  	
="600332"	白云山	0.00	27.11	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	27.11	    30.64	0	  0.00	中成药	广东	0.00	27.11	0	0	--  	0	0	--  	
="600318"	巢东股份	0.00	11.20	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	11.20	    17.93	0	  0.00	水泥	安徽	0.00	11.20	0	0	--  	0	0	--  	
="600297"	美罗药业	0.00	10.31	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	10.31	    99.89	0	  0.00	化学制药	辽宁	0.00	10.31	0	0	--  	0	0	--  	
="600290"	华仪电气	0.00	9.92	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	9.92	    39.16	0	  0.00	电气设备	浙江	0.00	9.92	0	0	--  	0	0	--  	
="600288"	大恒科技	0.00	10.30	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	10.30	   354.43	0	  0.00	通信设备	北京	0.00	10.30	0	0	--  	0	0	--  	
="600282"	*ST南钢	0.00	2.61	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	2.61	    37.48	0	  0.00	普钢	江苏	0.00	2.61	0	0	--  	0	0	--  	
="600258"	首旅酒店	0.00	15.24	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	15.24	    29.31	0	  0.00	酒店餐饮	北京	0.00	15.24	0	0	--  	0	0	--  	
="600250"	南纺股份	0.00	10.32	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	10.32	--  	0	  0.00	商贸代理	江苏	0.00	10.32	0	0	--  	0	0	--  	
="600242"	中昌海运	0.00	8.78	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	8.78	--  	0	  0.00	水运	广东	0.00	8.78	0	0	--  	0	0	--  	
="600241"	时代万恒	0.00	8.28	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	8.28	--  	0	  0.00	商贸代理	辽宁	0.00	8.28	0	0	--  	0	0	--  	
="600240"	华业地产	0.00	7.19	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	7.19	    16.63	0	  0.00	全国地产	北京	0.00	7.19	0	0	--  	0	0	--  	
="600238"	海南椰岛	0.00	11.19	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	11.19	    89.68	0	  0.00	红黄药酒	海南	0.00	11.19	0	0	--  	0	0	--  	
="600236"	桂冠电力	0.00	4.70	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	4.70	    15.23	0	  0.00	水力发电	广西	0.00	4.70	0	0	--  	0	0	--  	
="600234"	山水文化	0.00	13.57	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	13.57	--  	0	  0.00	文教休闲	山西	0.00	13.57	0	0	--  	0	0	--  	
="600229"	青岛碱业	0.00	6.05	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	6.05	    36.29	0	  0.00	化工原料	山东	0.00	6.05	0	0	--  	0	0	--  	
="600227"	赤天化	0.00	2.84	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	2.84	--  	0	  0.00	农药化肥	贵州	0.00	2.84	0	0	--  	0	0	--  	
="600207"	安彩高科	0.00	5.38	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	5.38	--  	0	  0.00	元器件	河南	0.00	5.38	0	0	--  	0	0	--  	
="600179"	黑化股份	0.00	8.40	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	8.40	--  	0	  0.00	焦炭加工	黑龙江	0.00	8.40	0	0	--  	0	0	--  	
="600175"	美都能源	0.00	5.79	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	5.79	   106.05	0	  0.00	全国地产	浙江	0.00	5.79	0	0	--  	0	0	--  	
="600139"	西部资源	0.00	15.09	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	15.09	  5321.03	0	  0.00	铜	四川	0.00	15.09	0	0	--  	0	0	--  	
="600136"	道博股份	0.00	18.53	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	18.53	 26247.93	0	  0.00	商贸代理	湖北	0.00	18.53	0	0	--  	0	0	--  	
="600113"	浙江东日	0.00	8.32	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	8.32	   155.21	0	  0.00	区域地产	浙江	0.00	8.32	0	0	--  	0	0	--  	
="600112"	天成控股	0.00	16.09	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	16.09	   266.31	0	  0.00	电气设备	贵州	0.00	16.09	0	0	--  	0	0	--  	
="600105"	永鼎股份	0.00	9.86	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	9.86	    22.23	0	  0.00	通信设备	江苏	0.00	9.86	0	0	--  	0	0	--  	
="600103"	青山纸业	0.00	3.66	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	3.66	   601.14	0	  0.00	造纸	福建	0.00	3.66	0	0	--  	0	0	--  	
="600096"	云天化	0.00	9.80	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	9.80	--  	0	  0.00	农药化肥	云南	0.00	9.80	0	0	--  	0	0	--  	
="600091"	ST明科	0.00	7.02	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	7.02	--  	0	  0.00	化工原料	内蒙	0.00	7.02	0	0	--  	0	0	--  	
="600090"	啤酒花	0.00	8.13	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	8.13	    36.46	0	  0.00	啤酒	新疆	0.00	8.13	0	0	--  	0	0	--  	
="600053"	中江地产	0.00	10.31	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	10.31	    89.00	0	  0.00	区域地产	江西	0.00	10.31	0	0	--  	0	0	--  	
="300381"	溢多利	--  	38.02	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	38.02	    69.02	0	  0.00	饲料	广东	0.00	38.02	0	0	--  	0	0	--  	
="300372"	欣泰电气	--  	27.05	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	27.05	    52.21	0	  0.00	电气设备	辽宁	0.00	27.05	0	0	--  	0	0	--  	
="300370"	安控科技	--  	40.00	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	40.00	   252.47	0	  0.00	电器仪表	北京	0.00	40.00	0	0	--  	0	0	--  	
="300359"	全通教育	--  	88.15	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	88.15	   205.68	0	  0.00	文教休闲	广东	0.00	88.15	0	0	--  	0	0	--  	
="300352"	北信源	--  	25.85	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	25.85	   315.66	0	  0.00	软件服务	北京	0.00	25.85	0	0	--  	0	0	--  	
="300350"	华鹏飞	--  	19.70	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	19.70	    52.26	0	  0.00	仓储物流	深圳	0.00	19.70	0	0	--  	0	0	--  	
="300343"	联创节能	--  	27.57	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	27.57	   126.68	0	  0.00	化工原料	山东	0.00	27.57	0	0	--  	0	0	--  	
="300341"	麦迪电气	--  	10.20	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	10.20	    46.67	0	  0.00	电气设备	福建	0.00	10.20	0	0	--  	0	0	--  	
="300332"	天壕节能	--  	14.06	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	14.06	    40.57	0	  0.00	环境保护	北京	0.00	14.06	0	0	--  	0	0	--  	
="300324"	旋极信息	--  	52.51	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	52.51	 10091.04	0	  0.00	软件服务	北京	0.00	52.51	0	0	--  	0	0	--  	
="300319"	麦捷科技	--  	10.64	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	10.64	    59.13	0	  0.00	元器件	深圳	0.00	10.64	0	0	--  	0	0	--  	
="300318"	博晖创新	--  	21.32	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	21.32	    82.80	0	  0.00	医疗保健	北京	0.00	21.32	0	0	--  	0	0	--  	
="300315"	掌趣科技	--  	15.83	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	15.83	    75.72	0	  0.00	互联网	北京	0.00	15.83	0	0	--  	0	0	--  	
="300313"	天山生物	--  	23.69	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	23.69	   258.62	0	  0.00	农业综合	新疆	0.00	23.69	0	0	--  	0	0	--  	
="300296"	利亚德	--  	22.74	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	22.74	    60.72	0	  0.00	半导体	北京	0.00	22.74	0	0	--  	0	0	--  	
="300295"	三六五网	--  	96.44	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	96.44	    49.32	0	  0.00	互联网	江苏	0.00	96.44	0	0	--  	0	0	--  	
="300292"	吴通通讯	--  	17.07	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	17.07	    98.93	0	  0.00	通信设备	江苏	0.00	17.07	0	0	--  	0	0	--  	
="300280"	南通锻压	--  	15.22	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	15.22	   413.82	0	  0.00	专用机械	江苏	0.00	15.22	0	0	--  	0	0	--  	
="300278"	华昌达	--  	16.46	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	16.46	   136.43	0	  0.00	专用机械	湖北	0.00	16.46	0	0	--  	0	0	--  	
="300268"	万福生科	--  	5.65	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	5.65	--  	0	  0.00	农业综合	湖南	0.00	5.65	0	0	--  	0	0	--  	
="300266"	兴源过滤	--  	48.58	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	48.58	   154.37	0	  0.00	机械基件	浙江	0.00	48.58	0	0	--  	0	0	--  	
="300256"	星星科技	--  	16.88	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	16.88	  2000.39	0	  0.00	元器件	浙江	0.00	16.88	0	0	--  	0	0	--  	
="300253"	卫宁软件	--  	69.99	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	69.99	   165.02	0	  0.00	软件服务	上海	0.00	69.99	0	0	--  	0	0	--  	
="300252"	金信诺	--  	43.40	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	43.40	    81.20	0	  0.00	电气设备	深圳	0.00	43.40	0	0	--  	0	0	--  	
="300248"	新开普	--  	31.74	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	31.74	   185.46	0	  0.00	软件服务	河南	0.00	31.74	0	0	--  	0	0	--  	
="300244"	迪安诊断	--  	43.93	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	43.93	    76.21	0	  0.00	医疗保健	浙江	0.00	43.93	0	0	--  	0	0	--  	
="300224"	正海磁材	--  	29.11	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	29.11	    59.46	0	  0.00	元器件	山东	0.00	29.11	0	0	--  	0	0	--  	
="300220"	金运激光	--  	34.19	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	34.19	   332.57	0	  0.00	元器件	湖北	0.00	34.19	0	0	--  	0	0	--  	
="300216"	千山药机	--  	37.00	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	37.00	    95.47	0	  0.00	医疗保健	湖南	0.00	37.00	0	0	--  	0	0	--  	
="300201"	海伦哲	--  	7.93	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	7.93	   511.19	0	  0.00	专用机械	江苏	0.00	7.93	0	0	--  	0	0	--  	
="300198"	纳川股份	--  	8.39	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	8.39	    65.08	0	  0.00	塑料	福建	0.00	8.39	0	0	--  	0	0	--  	
="300192"	科斯伍德	--  	9.23	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	9.23	    61.84	0	  0.00	染料涂料	江苏	0.00	9.23	0	0	--  	0	0	--  	
="300183"	东软载波	--  	52.69	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	52.69	    47.80	0	  0.00	软件服务	山东	0.00	52.69	0	0	--  	0	0	--  	
="300182"	捷成股份	--  	24.30	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	24.30	   101.21	0	  0.00	软件服务	北京	0.00	24.30	0	0	--  	0	0	--  	
="300179"	四方达	--  	11.83	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	11.83	    65.02	0	  0.00	矿物制品	河南	0.00	11.83	0	0	--  	0	0	--  	
="300169"	天晟新材	--  	12.00	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	12.00	   170.90	0	  0.00	塑料	江苏	0.00	12.00	0	0	--  	0	0	--  	
="300160"	秀强股份	--  	16.35	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	16.35	    82.05	0	  0.00	玻璃	江苏	0.00	16.35	0	0	--  	0	0	--  	
="300159"	新研股份	--  	16.51	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	16.51	    55.17	0	  0.00	农用机械	新疆	0.00	16.51	0	0	--  	0	0	--  	
="300156"	神雾环保	--  	23.18	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	23.18	   396.44	0	  0.00	环境保护	北京	0.00	23.18	0	0	--  	0	0	--  	
="300153"	科泰电源	--  	14.83	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	14.83	    83.25	0	  0.00	电气设备	上海	0.00	14.83	0	0	--  	0	0	--  	
="300144"	宋城演艺	--  	26.88	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	26.88	    35.55	0	  0.00	旅游景点	浙江	0.00	26.88	0	0	--  	0	0	--  	
="300143"	星河生物	--  	12.76	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	12.76	--  	0	  0.00	种植业	广东	0.00	12.76	0	0	--  	0	0	--  	
="300140"	启源装备	--  	25.01	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	25.01	   520.45	0	  0.00	电气设备	陕西	0.00	25.01	0	0	--  	0	0	--  	
="300139"	福星晓程	--  	68.00	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	68.00	   129.15	0	  0.00	元器件	北京	0.00	68.00	0	0	--  	0	0	--  	
="300112"	万讯自控	--  	10.87	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	10.87	    84.96	0	  0.00	电器仪表	深圳	0.00	10.87	0	0	--  	0	0	--  	
="300108"	双龙股份	--  	17.04	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	17.04	   103.64	0	  0.00	化工原料	吉林	0.00	17.04	0	0	--  	0	0	--  	
="300104"	乐视网	--  	33.51	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	33.51	    96.91	0	  0.00	互联网	北京	0.00	33.51	0	0	--  	0	0	--  	
="300097"	智云股份	--  	25.75	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	25.75	   112.44	0	  0.00	电器仪表	辽宁	0.00	25.75	0	0	--  	0	0	--  	
="300090"	盛运股份	--  	16.50	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	16.50	    49.47	0	  0.00	专用机械	安徽	0.00	16.50	0	0	--  	0	0	--  	
="300081"	恒信移动	--  	25.45	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	25.45	--  	0	  0.00	通信设备	河北	0.00	25.45	0	0	--  	0	0	--  	
="300063"	天龙集团	--  	17.75	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	17.75	 14046.26	0	  0.00	染料涂料	广东	0.00	17.75	0	0	--  	0	0	--  	
="300051"	三五互联	--  	12.78	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	12.78	  1174.08	0	  0.00	互联网	福建	0.00	12.78	0	0	--  	0	0	--  	
="300043"	互动娱乐	--  	15.29	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	15.29	    43.47	0	  0.00	文教休闲	广东	0.00	15.29	0	0	--  	0	0	--  	
="300037"	新宙邦	--  	42.93	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	42.93	    55.58	0	  0.00	化工原料	深圳	0.00	42.93	0	0	--  	0	0	--  	
="300028"	金亚科技	--  	14.16	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	14.16	   132.06	0	  0.00	通信设备	四川	0.00	14.16	0	0	--  	0	0	--  	
="300025"	华星创业	--  	20.01	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	20.01	    80.16	0	  0.00	通信设备	浙江	0.00	20.01	0	0	--  	0	0	--  	
="300013"	新宁物流	--  	9.26	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	9.26	   131.57	0	  0.00	仓储物流	江苏	0.00	9.26	0	0	--  	0	0	--  	
="300011"	鼎汉技术	--  	17.25	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	17.25	    90.88	0	  0.00	运输设备	北京	0.00	17.25	0	0	--  	0	0	--  	
="002728"	台城制药	--  	41.99	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	41.99	    48.93	0	  0.00	中成药	广东	0.00	41.99	0	0	--  	0	0	--  	
="002708"	光洋股份	--  	19.00	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	19.00	    57.62	0	  0.00	汽车配件	江苏	0.00	19.00	0	0	--  	0	0	--  	
="002700"	新疆浩源	--  	25.29	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	25.29	    56.88	0	  0.00	供气供热	新疆	0.00	25.29	0	0	--  	0	0	--  	
="002699"	美盛文化	--  	32.14	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	32.14	    79.49	0	  0.00	文教休闲	浙江	0.00	32.14	0	0	--  	0	0	--  	
="002693"	双成药业	--  	13.81	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	13.81	    73.75	0	  0.00	化学制药	海南	0.00	13.81	0	0	--  	0	0	--  	
="002675"	东诚药业	--  	24.18	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	24.18	    39.89	0	  0.00	化学制药	山东	0.00	24.18	0	0	--  	0	0	--  	
="002659"	中泰桥梁	--  	9.98	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	9.98	   803.45	0	  0.00	建筑施工	江苏	0.00	9.98	0	0	--  	0	0	--  	
="002647"	宏磊股份	--  	8.41	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	8.41	--  	0	  0.00	电气设备	浙江	0.00	8.41	0	0	--  	0	0	--  	
="002638"	勤上光电	--  	14.43	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	14.43	    44.43	0	  0.00	半导体	广东	0.00	14.43	0	0	--  	0	0	--  	
="002619"	巨龙管业	--  	22.42	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	22.42	   198.34	0	  0.00	水泥	浙江	0.00	22.42	0	0	--  	0	0	--  	
="002617"	露笑科技	--  	23.41	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	23.41	   580.85	0	  0.00	电气设备	浙江	0.00	23.41	0	0	--  	0	0	--  	
="002611"	东方精工	--  	15.62	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	15.62	    70.22	0	  0.00	轻工机械	广东	0.00	15.62	0	0	--  	0	0	--  	
="002608"	舜天船舶	--  	12.79	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	12.79	    86.27	0	  0.00	船舶	江苏	0.00	12.79	0	0	--  	0	0	--  	
="002602"	世纪华通	--  	26.58	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	26.58	   111.44	0	  0.00	汽车配件	浙江	0.00	26.58	0	0	--  	0	0	--  	
="002600"	江粉磁材	--  	12.80	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	12.80	--  	0	  0.00	元器件	广东	0.00	12.80	0	0	--  	0	0	--  	
="002592"	八菱科技	--  	18.21	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	18.21	    49.85	0	  0.00	运输设备	广西	0.00	18.21	0	0	--  	0	0	--  	
="002579"	中京电子	--  	19.03	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	19.03	   397.69	0	  0.00	元器件	广东	0.00	19.03	0	0	--  	0	0	--  	
="002559"	亚威股份	--  	19.42	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	19.42	    33.89	0	  0.00	机床制造	江苏	0.00	19.42	0	0	--  	0	0	--  	
