代码	名称	涨幅%%	现价	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	流通股本	
="300308"	中际装备	10.01	10.55	0.96	10.55	--  	105578	275	          0.00	          9.37	9.56	10.55	9.56	9.59	   498.22	107486168	  3.38	工程机械	山东	10.32	10.18	59274	46304	  1.28	16840	0	--  	      11263.04	
="002685"	华东重机	10.01	12.97	1.18	12.97	--  	8967	17	          0.00	          0.90	12.97	12.97	12.97	11.79	   414.29	11630562	  0.17	工程机械	江苏	 0.00	12.97	7231	1736	  4.17	29247	0	--  	       9950.00	
="002485"	希努尔	9.97	11.14	1.01	11.14	--  	131899	2110	          0.00	          4.12	10.30	11.14	10.00	10.13	--  	138281552	  1.86	服饰	山东	11.25	10.48	71538	60361	  1.19	3812	0	--  	      32000.00	
="000415"	渤海租赁	8.76	12.41	1.00	12.40	12.41	544508	10801	          0.24	          4.29	11.46	12.52	11.23	11.41	    23.62	645386048	  1.36	多元金融	新疆	11.31	11.85	232287	312221	  0.74	639	1024	--  	     126917.42	
="002007"	华兰生物	7.73	37.06	2.66	37.06	37.08	223314	1887	          0.18	          3.87	34.38	37.33	34.38	34.40	    38.23	812077824	  2.80	生物制药	河南	 8.58	36.36	88922	134392	  0.66	705	76	--  	      57686.69	
="002117"	东港股份	7.36	20.72	1.42	20.71	20.72	175354	1300	          0.19	          4.84	19.30	20.87	19.09	19.30	    47.27	356129632	  2.28	广告包装	山东	 9.22	20.31	61888	113466	  0.55	29	647	--  	      36217.28	
="600764"	中电广通	6.90	11.78	0.76	11.79	11.80	221393	4	          0.25	          6.71	11.06	12.12	11.06	11.02	   630.79	258782160	  2.41	通信设备	北京	 9.62	11.69	104291	117102	  0.89	40	131	--  	      32972.69	
="600655"	豫园商城	6.55	12.53	0.77	12.55	12.56	398109	466	          0.80	          2.77	11.67	12.74	11.59	11.76	    23.14	494416096	  1.80	百货	上海	 9.78	12.42	191568	206541	  0.93	833	748	--  	     143732.20	
="000776"	广发证券	5.87	15.69	0.87	15.69	15.70	2219628	8172	         -0.12	          3.75	15.49	16.16	15.30	14.82	    22.91	3478353920	  2.13	证券	广东	 5.80	15.67	1059916	1159712	  0.91	529	3659	--  	     591929.13	
="600635"	大众公用	5.19	7.70	0.38	7.70	7.71	1737918	205	         -0.12	         10.57	7.31	7.97	7.20	7.32	    47.09	1320230016	  1.84	供气供热	上海	10.52	7.60	795791	942127	  0.84	1681	642	--  	     164486.98	
="000601"	韶能股份	5.07	6.84	0.33	6.84	6.85	335324	2885	         -0.14	          3.37	6.51	6.94	6.51	6.51	    20.87	227787824	  2.02	火力发电	广东	 6.61	6.79	119845	215479	  0.56	69	73	--  	      99398.67	
="002557"	洽洽食品	4.99	22.30	1.06	22.21	22.30	128455	2669	          1.40	          3.80	21.18	22.33	20.86	21.24	    27.37	278191872	  3.17	食品	安徽	 6.92	21.66	27697	100758	  0.27	21	100	--  	      33800.00	
="600098"	广州发展	4.85	6.92	0.32	6.92	6.93	472233	16	          0.00	          1.94	6.68	6.97	6.68	6.60	    14.03	323768864	  2.09	火力发电	广东	 4.39	6.86	202467	269766	  0.75	440	1105	--  	     243737.45	
="300345"	红宇新材	4.82	21.96	1.01	21.96	21.97	44491	349	          0.41	          7.20	20.92	22.07	20.62	20.95	   896.28	95350952	  1.66	钢加工	湖南	 6.92	21.43	21859	22632	  0.97	125	191	--  	       6180.70	
="300145"	南方泵业	4.38	26.46	1.11	26.45	26.46	21086	212	          0.22	          1.21	25.35	26.49	25.17	25.35	    38.17	54804608	  1.19	专用机械	浙江	 5.21	25.99	11246	9840	  1.14	61	24	--  	      17417.00	
