代码	名称	涨幅%%	现价	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%%	
="300313"	天山生物	-4.44	21.50	-1.00	21.47	21.50	16967	217	         -0.37	          4.06	22.12	22.54	21.30	22.50	   211.25	37100164	  0.75	农业综合	新疆	 5.51	
="600985"	雷鸣科化	-4.69	15.24	-0.75	15.25	15.26	23918	20	         -0.06	          1.85	15.98	16.07	15.04	15.99	    21.74	36925912	  1.16	化工原料	安徽	 6.44	
="601007"	金陵饭店	-4.71	10.51	-0.52	10.52	10.55	61914	9	         -0.56	          2.06	10.82	11.10	10.37	11.03	   101.16	66604940	  0.94	酒店餐饮	江苏	 6.62	
="600088"	中视传媒	-4.91	20.91	-1.08	20.92	20.93	161061	494	         -0.42	          4.86	21.78	22.36	20.80	21.99	   130.82	348415776	  0.86	影视音像	上海	 7.09	
="600736"	苏州高新	-4.97	4.78	-0.25	4.79	4.80	417676	86	         -0.41	          3.95	4.98	5.02	4.74	5.03	    43.24	202653360	  0.51	园区开发	江苏	 5.57	
="000837"	秦川发展	-5.22	10.17	-0.56	10.17	10.18	125950	946	         -0.19	          4.93	10.60	10.69	10.06	10.73	--  	129792528	  0.93	机床制造	陕西	 5.87	
="002333"	罗普斯金	-5.29	12.90	-0.72	12.90	12.91	27862	605	          0.00	          1.15	13.52	13.69	12.70	13.62	    53.02	36732472	  0.68	铝	江苏	 7.27	
="000652"	泰达股份	-5.37	5.46	-0.31	5.46	5.47	325549	4223	         -0.18	          2.22	5.61	5.77	5.46	5.77	--  	182243472	  0.61	综合类	天津	 5.37	
="000912"	泸 天 化	-5.59	6.25	-0.37	6.25	6.26	221452	3822	         -0.31	          8.29	6.50	6.57	6.16	6.62	--  	140567200	  1.69	农药化肥	四川	 6.19	
="600120"	浙江东方	-5.66	15.01	-0.90	15.01	15.02	309848	5	         -0.19	          6.13	15.80	16.15	14.72	15.91	    12.98	473253344	  0.88	商贸代理	浙江	 8.99	
="300275"	梅安森	-6.80	20.27	-1.48	20.27	20.29	50283	287	          0.04	          5.72	21.57	21.60	19.91	21.75	    75.31	102726584	  1.58	软件服务	重庆	 7.77	
="600707"	彩虹股份	-9.96	10.76	-1.19	--  	10.76	313052	7	          0.00	          4.26	11.84	11.90	10.76	11.95	--  	352303072	  1.08	元器件	陕西	 9.54	
数据来源:通达信
