代码	名称	涨幅%%	现价	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	流通股本(万)	
="600318"	巢东股份	10.04	14.91	1.36	14.91	--  	2245	2	0.00	          0.09	14.91	14.91	14.91	13.55	    23.87	3346788	  0.06	水泥	安徽	0.00	14.91	1941	303	  6.41	69367	0	--  	      24200.00	
="002230"	科大讯飞	6.53	34.11	2.09	34.11	34.12	208783	6495	0.58	          3.61	32.06	34.15	31.98	32.02	   103.51	691395648	  0.77	软件服务	安徽	6.78	33.12	88110	120673	  0.73	241	61	--  	      57848.67	
="000550"	江铃汽车	4.28	39.00	1.60	38.87	39.00	27268	99	-0.48	          0.53	37.48	39.24	37.41	37.40	    16.49	105212128	  1.28	汽车整车	江西	4.89	38.58	7038	20230	  0.35	10	74	--  	      51742.80	
="600332"	白云山	3.81	30.23	1.11	30.17	30.33	169216	3815	0.13	          1.63	29.18	30.45	29.06	29.12	    34.17	505381696	  1.26	中成药	广东	4.77	29.87	65146	104070	  0.63	146	26	--  	     103660.10	
="002344"	海宁皮城	3.23	16.60	0.52	16.60	16.61	104328	1700	0.48	          0.95	16.01	16.68	16.01	16.08	    17.65	170208656	  0.46	商品城	浙江	4.17	16.31	43394	60933	  0.71	260	88	--  	     109970.96	
="002254"	泰和新材	3.10	12.97	0.39	12.97	12.98	66601	797	0.15	          1.31	12.58	13.08	12.49	12.58	    39.16	85177640	  0.50	化纤	山东	4.69	12.79	26454	40147	  0.66	158	1859	--  	      50882.21	
="300342"	天银机电	3.09	19.00	0.57	19.00	19.01	18761	361	0.26	          2.82	18.43	19.00	18.10	18.43	    41.67	35117788	  0.84	元器件	江苏	4.88	18.72	6726	12035	  0.56	358	19	--  	       6650.00	
="600708"	海博股份	2.92	10.94	0.31	10.95	10.96	118996	162	0.18	          2.34	10.58	11.01	10.52	10.63	    39.34	128749392	  0.45	公共交通	上海	4.61	10.82	47328	71668	  0.66	10	160	--  	      50838.26	
="600626"	申达股份	2.58	11.55	0.29	11.56	11.57	157091	58	0.00	          2.21	11.36	11.57	11.26	11.26	    59.77	179447872	  0.41	纺织	上海	2.75	11.42	79578	77512	  1.03	109	321	--  	      71024.28	
="300273"	和佳股份	2.34	27.09	0.62	27.09	27.10	50873	653	0.14	          1.37	26.49	27.10	26.15	26.47	    63.20	136281456	  0.59	医疗保健	广东	3.59	26.79	21359	29514	  0.72	135	353	--  	      37004.05	
="002206"	海 利 得	2.21	9.27	0.20	9.26	9.27	31711	430	0.32	          0.94	9.11	9.27	9.02	9.07	    22.69	29035510	  0.52	化纤	浙江	2.76	9.16	16251	15459	  1.05	201	182	--  	      33630.10	
="600312"	平高电气	1.98	18.06	0.35	18.08	18.09	99048	20	0.44	          1.21	17.80	18.23	17.71	17.71	    36.23	178383488	  0.71	电气设备	河南	2.94	18.01	48814	50234	  0.97	356	160	--  	      81896.61	
="002572"	索菲亚	1.84	24.85	0.45	24.69	24.85	35757	135	0.20	          1.42	24.66	25.45	23.70	24.40	    41.49	87122152	  0.96	家居用品	广东	7.17	24.37	23039	12717	  1.81	19	33	--  	      25138.69	
="600602"	仪电电子	1.79	7.40	0.13	7.39	7.40	128174	145	0.27	          1.46	7.27	7.41	7.17	7.27	   109.99	93386944	  0.41	元器件	上海	3.30	7.29	61694	66480	  0.93	498	10	--  	      87957.25	
="300197"	铁汉生态	1.75	15.71	0.27	15.70	15.71	39413	495	0.38	          1.35	15.37	15.73	15.30	15.44	    42.87	61134056	  0.54	环境保护	深圳	2.78	15.51	17205	22207	  0.77	612	72	--  	      29293.67	
="002028"	思源电气	1.70	13.78	0.23	13.78	13.79	72892	848	0.36	          1.56	13.56	13.78	13.50	13.55	    19.72	99599208	  0.54	电气设备	上海	2.07	13.66	36843	36049	  1.02	783	282	--  	      46646.76	
="600171"	上海贝岭	1.68	12.71	0.21	12.73	12.74	96774	49	-0.23	          1.44	12.46	12.76	12.35	12.50	   200.25	121743784	  0.45	半导体	上海	3.28	12.58	43975	52799	  0.83	87	29	--  	      67380.77	
